winner_name,cui,wins,total_value_ron,distinct_buyers
CARPATIS---Cristim - Tim Companie de Familie SRL---ELLMAR COM,,1,6298.54,1
CARPATIS---Cristim - Tim Companie de Familie SRL---SC BLACK SEA EUROINVESTMENT SRL,,1,2025.83,1
CARPATIS---Cristim - Tim Companie de Familie SRL---S.C NISARA IMPEX S.R.L,,1,4039.5,1
CARPATIS---Cristim - Tim Companie de Familie SRL---S.C. SALTEMPO S.R.L. S.R.L.,,1,4015.17,1
Carniprod---DIACARN FOOD---S.C NISARA IMPEX S.R.L,,1,10536.78,1
CARPATIS---DIACARN FOOD---ELLMAR COM,,1,164264.4,1
SC APICRIS NATURA SRL---STRUNGARIU & CO RIGAMS LM SNC,,1,6451.72,1
CARPATIS---DIACARN FOOD---NICBAC PROD,,1,77153.71,1
Carniprod,,1,1216.72,1
CARPATIS---DIACARN FOOD---SC BLACK SEA EUROINVESTMENT SRL,,1,39540.79,1
CARPATIS---DIACARN FOOD---S.C. Fleischparty SRL S.R.L.,,1,53799.2,1
CARPATIS---DIACARN FOOD---SC NICBAC PROD SRL,,1,22858.88,1
AGROSEMCU---BLACK SEA EUROINVESTMENT,,1,18257.85,1
CARPATIS---ELLMAR COM---OLYMEL FLAMINGO FOOD S.R.L.,,1,824.33,1
CARPATIS---ELLMAR COM---S.C. BIOTA COM S.R.L. S.R.L.,,1,725.97,1
CARPATIS---ELLMAR COM---SC BLACK SEA EUROINVESTMENT SRL,,1,2745.3,1
ACVILA---LECONFEX S.R.L.---S.C. ROMICS S.R.L.---S.C. Safeway International Impex SRL S.R.L.---SIGISMUND COM,,1,323.44,1
AGRO ROPAN IMPEX---DOIMAN COM S.R.L.---La Leul Com,,1,14038.73,1
Carpatis---Five Continents S.R.L.,,1,84376.74,1
ACVILA---LECONFEX S.R.L.---S.C. INTER CONECTER  S.R.L. S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,,1,3852.21,1
CARPATIS---FIVE CONTINENTS S.R.L.---KALMAN DISTRIBUTION S.R.L.,,1,51647.67,1
CARPATIS---Fleischparty SRL,,1,28752.36,1
CARPATIS---GEOCOR TRADE IMP-EXP---S.C NISARA IMPEX S.R.L,,1,27778.35,1
Carpatis---Geocor Trade Imp-Exp---Selgros Cash&Carry S.R.L.,,1,93703.14,1
CARPATIS---GEOCOR TRADE IMP-EXP S.R.L.---S.C. apex expert S.R.L.,,1,19201.46,1
CARPATIS---LARGER CARM SRL,,1,23604.32,1
CARPATIS---METRO CASH & CARRY ROMANIA---VANBET SRL,,1,4110.95,1
CARPATIS---NED COM,,1,60804.63,1
AGRO ROPAN IMPEX,,1,131119.42,1
CARPATIS---RUX---S.C NISARA IMPEX S.R.L,,1,31391.32,1
S.C. BIOTA COM S.R.L. S.R.L.---S.C. SALTEMPO S.R.L. S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,2129.26,1
CARPATIS---S.C. Fleischparty SRL S.R.L.,,1,8396.37,1
CARMO LACT PROD S.R.L.---ROMFULDA PROD S.R.L.,,1,60196.4,1
CARPATIS---S.C NISARA IMPEX S.R.L---SC BLACK SEA EUROINVESTMENT SRL,,1,2024.62,1
S.C. BIOTA COM S.R.L. S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.,,1,11645.81,1
S.C. BKT FOREST SRL,,1,39743.98,1
CARPATIS---S.C. VASCAR S.A. S.R.L.,,1,255364.71,1
CARMO LACT PROD S.R.L.---PICOLACT PRODCOM SRL---ROMFULDA PROD S.R.L.,,1,14137.2,1
CARMO LACT PROD S.R.L.---PARHAN COM S.R.L.,,1,846.1,1
CARPATIS---VANBET SRL,,1,1692.74,1
SC BLACK SEA EUROINVESTMENT SRL---SPICUL 2,,1,199378.11,1
CASA DE COMENZI DUMI,,1,144673.48,1
CASA GHEORG COFE-PAT,,1,69008.58,1
CARMO LACT PROD S.R.L.---LECONFEX S.R.L.---ROMFULDA PROD S.R.L.,,1,27488.99,1
C&C Activ General Concept,,1,13274.0,1
CARMO LACT PROD S.R.L.---LACTATE NATURA,,1,2781.7,1
CARMO LACT PROD S.R.L.---COREX S.R.L.---ROMFULDA PROD S.R.L.,,1,1686.54,1
CELLMAR S.R.L.---GRANBIS---STEDYAN COM S.R.L.,,1,56383.44,1
CELLMAR S.R.L.---STEDYAN COM S.R.L.,,1,13668.44,1
CERAGRIM S.R.L.,,1,19232.17,1
CEREALCOM GALATI,,1,944833.89,1
CARMO LACT PROD S.R.L.---COREX S.R.L.---MATRA S.R.L.,,1,25130.13,1
CARMO LACT PROD S.R.L.---COREX S.R.L.---LECONFEX S.R.L.,,1,3720.31,1
CERNEA S. MIHAI-ANDREI I.I.---PARHAN COM S.R.L.---STEDYAN COM---SUPER EXTRA PAN S.R.L.,,1,22175.15,1
Cernea S. Mihai-Andrei I.I.---S.C. Ama Fruct CP S.R.L.---S.C. Metro Cash & Carry România S.R.L.---Stedyan Com S.R.L.,,1,5006.64,1
Cernea S. Mihai-Andrei I.I.---S.C. Ama Fruct CP S.R.L.---Stedyan Com S.R.L.,,1,298.23,1
SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.---apex expert,,1,17382.51,1
SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.---STRUNGARIU & CO RIGAMS LM SNC,,1,2699.49,1
CARMO LACT PROD S.R.L.---COREX S.R.L.---LACTATE NATURA,,1,2307.55,1
CARMO LACT PROD S.R.L.---COREX S.R.L.,,1,56548.79,1
CARMO LACT PROD S.R.L.---COMLACT---LECONFEX S.R.L.,,1,27376.15,1
S.C. CIA METAL S.R.L.,,1,148635.58,1
CARMO LACT PROD S.R.L.---COMLACT,,1,2737.61,1
CARMO LACT PROD---SANLACTA SRL---THEREZIA PRODCOM,,1,46843.63,1
CARMO LACT PROD---ROMFULDA PROD,,1,12582.89,1
CARMANGERIA JUPÂNUL S.R.L.---S.C. SC CONIFLOR SRL S.R.L.,,1,34458.26,1
Cina Carmangerie S.R.L.---Copanex S.R.L.,,1,26359.66,1
Cina Carmangerie S.R.L.---Copanex S.R.L.---Leconfex S.R.L.,,1,155796.26,1
CARMANGERIA JUPÂNUL S.R.L.---EUROGRUP BOGDAN---SIGISMUND COM,,1,44389.92,1
CARMANGERIA JUPÂNUL S.R.L.---COREX S.R.L.---CRIS-TIM FAMILY HOLDING,,1,39056.64,1
SC BLACK SEA EUROINVESTMENT SRL---STRUNGARIU & CO RIGAMS LM,,1,31518.67,1
CARMANGERIA-DALIA S.R.L.---STEDYAN COM S.R.L.,,1,81.87,1
CARMANGERIA-DALIA S.R.L.---ROALMISA  INV,,1,434626.47,1
CINA CARMANGERIE S.R.L.---JOLDOS PROIMPEX S.R.L.---S.C NISARA IMPEX S.R.L,,1,19245.92,1
CINA CARMANGERIE S.R.L.---JOLDOS PROIMPEX S.R.L.---TRANSEURO,,1,25992.08,1
SC BLACK SEA EUROINVESTMENT SRL---VANBET SRL,,1,6757.9,1
CINA CARMANGERIE S.R.L.---METRO CASH & CARRY ROMANIA,,1,3045.96,1
Carmangeria-Dalia S.R.L.---Oana---Roalmisa Inv,,1,287290.06,1
Click Top Management---Isis-Pan---Logistic Media Pop Art S.R.L.,,1,2114437.86,1
CARMANGERIA-DALIA S.R.L.---DOIMAN COM S.R.L.---PARHAN COM S.R.L.,,1,638.41,1
CARLAND S.R.L.---VIC PROD S.R.L.,,1,29137.51,1
Carland S.R.L.---Velrom,,1,16682.11,1
Agro-Pan-Star S.R.L.---Dorna Lactate---Ellmar Com,,1,1118213.72,1
C&M ARTIC IMPORT EXPORT SRL---FINELOR PRESTCOM S.R.L.---FORTUS S.R.L.---S.C NISARA IMPEX S.R.L,,1,61850.24,1
C&M Artic Import Export S.R.L.---Fortus S.R.L.,,1,20574.95,1
CARLAND S.R.L.---STEDYAN COM---SUPER EXTRA PAN S.R.L.,,1,12314.4,1
CARLAND S.R.L.---S. C. MCA COMERCIAL S.R.L,,1,10943.01,1
C&M ARTIC IMPORT EXPORT SRL---KATHARTIC,,1,76794.64,1
C&M ARTIC IMPORT EXPORT SRL---SC IRINEL SRL,,1,85102.44,1
CARLAND S.R.L.---PROVIGO TRADE S.R.L.,,1,96286.98,1
Agro-Pan-Star---Dorna Lactate---Ellmar Com,,1,172532.76,1
CARLAND S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,1,3828.61,1
CARLAND S.R.L.---PARHAN COM S.R.L.---S. C. MCA COMERCIAL S.R.L,,1,3948.25,1
Comexim R S.R.L.,,1,148130.64,1
COMEXIM R---IULIAN TRANSFOR---RARVALSERV SRL,,1,8949.59,1
COMEXIM R---MARTEO FOREST,,1,23339.08,1
COMEXIM R---Oct-Trans Srl,,1,24769.94,1
COMEXIM R---Oct-Trans Srl---RARVALSERV SRL,,1,23047.35,1
AGROPAN IMPEX S.R.L.---S.C. MOPAN SUCEAVA S.A.,,1,18052.81,1
CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SELGROS CASH&CARRY SRL,,1,4096.28,1
CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S. C. MCA COMERCIAL S.R.L---S.C. SELGROS CASH&CARRY SRL S.R.L.---STEDYAN COM S.R.L.,,1,5285.42,1
CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S. C. MCA COMERCIAL S.R.L---SC BLACK SEA EUROINVESTMENT SRL,,1,11469.67,1
COMIGA PROD IMPEX S.R.L.---COMPANY 94 PIRNAU SRL---EURICOM TRADE SRL,,1,151.73,1
COMIGA PROD IMPEX S.R.L.---COMPANY 94 PIRNAU SRL---FALCONS,,1,29587.42,1
AGROPAN IMPEX S.R.L.---SC DAVIO PAN GRUP IMPEX SRL---SPICUL 2---VEL PITAR,,1,84630.3,1
COMIGA PROD IMPEX S.R.L.---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,,1,11976.02,1
CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,10707.12,1
S.C. Casa Corina S.R.L.,,1,206768.37,1
COMIGA PROD IMPEX S.R.L.---COMSORADI SRL---MATRA S.R.L.,,1,18472.42,1
COMIGA PROD IMPEX S.R.L.---COMSORADI SRL---PEDRA MEAT EXPRES SRL---PROVIGO TRADE S.R.L.,,1,177493.54,1
COMIGA PROD IMPEX S.R.L.---COMSORADI SRL---PROVIGO TRADE S.R.L.,,1,87048.61,1
AGROPAN IMPEX S.R.L.---PANIFROM PROD S.R.L.---S.C. MOPAN SUCEAVA S.A.---SPICUL 2---VEL PITAR,,1,141546.28,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---Cristim 2 Prodcom---DIACARN FOOD---MATRA S.R.L.---RADICSTAR S.R.L---SC BLACK SEA EUROINVESTMENT SRL,,1,50678.45,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---DELTALACT S.A.,,1,15172.91,1
S.C. CASA PAINII S.R.L.---SPICUL 2,,1,80157.36,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---LEGUME FRUCTE COM S.R.L.,,1,2215.24,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---LEGUME FRUCTE COM S.R.L.---METRANS---OLYMEL FLAMINGO FOOD S.R.L.,,1,192790.0,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S.C. ELCOMER ACHIZITII S.R.L.,,1,49880.52,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---LEGUME FRUCTE COM S.R.L.---S.C. ELCOMER ACHIZITII S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,24393.78,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---MATRA S.R.L.,,1,5032.35,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---RADICSTAR,,1,36330.39,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---S.C NISARA IMPEX S.R.L,,1,32770.5,1
COMIGA PROD IMPEX S.R.L.---COREX S.R.L.---VIC PROD S.R.L.,,1,19345.64,1
COMIGA PROD IMPEX S.R.L.---CRIS-TIM COMPANIE DE FAMILIE---MATRA S.R.L.,,1,4553.49,1
COMIGA PROD IMPEX S.R.L.---DELTALACT S.A.---LACTATE NATURA,,1,43077.61,1
COMIGA PROD IMPEX S.R.L.---DINU COMIMPEX---OLYMEL FLAMINGO FOOD S.R.L.,,1,255191.94,1
S.C. Cellmar S.R.L.,,1,10115.27,1
COMIGA PROD IMPEX S.R.L.---DOIMAN COM S.R.L.---MATRA S.R.L.,,1,13023.41,1
CARLAND S.R.L.---NICBAC PROD,,1,6290.77,1
AGROPAN IMPEX---MOPAN SUCEAVA,,1,31734.72,1
COMIGA PROD IMPEX S.R.L.---DOIMAN COM S.R.L.---VANBET SRL,,1,8457.52,1
Comiga Prod Impex S.R.L.---Elcomer Achiziții---Geocor Trade Imp-Exp---Legume Fructe Com S.R.L.---Olymel Flamingo Food S.R.L.,,1,98588.82,1
Comiga Prod Impex S.R.L.---Elcomer Achiziții---Geocor Trade Imp-Exp---Olymel Flamingo Food S.R.L.,,1,70558.25,1
Comiga Prod Impex S.R.L.---Elcomer Achiziții---Legume Fructe Com S.R.L.,,1,279853.17,1
COMIGA PROD IMPEX S.R.L.---ELCOMER ACHIZITII---SC BLACK SEA EUROINVESTMENT SRL,,1,35924.01,1
COMIGA PROD IMPEX S.R.L.---EURICOM TRADE SRL---STEDYAN COM S.R.L.,,1,1327.63,1
COMIGA PROD IMPEX S.R.L.---FALCONS---SC BLACK SEA EUROINVESTMENT SRL,,1,14477.63,1
CARLAND S.R.L.---METRANS---PROVIGO TRADE S.R.L.,,1,358688.18,1
Agro Montana Exim---FALCONS---S. C. MCA COMERCIAL S.R.L,,1,140835.07,1
COMIGA PRODIMPEX S.R.L.---FLORINA S.R.L.---GIGI & CO S.R.L.---SC CALIFARUL NEGRU SRL---SC REAL BIALOREX SRL,,1,289016.8,1
AGRO-CHIRNOGI,,1,2446408.62,1
COMIGA PRODIMPEX S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.,,1,345768.89,1
COMIGA PROD IMPEX S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.,,1,20208.75,1
Comiga Prod Impex S.R.L.---Geocor Trade Imp-Exp S.R.L.---Olymel Flamingo Food S.R.L.,,1,6913.59,1
CARLAND S.R.L.---MATRA S.R.L.---S. C. MCA COMERCIAL S.R.L,,1,120158.49,1
COMIGA PROD IMPEX S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---S.C NISARA IMPEX S.R.L,,1,50765.01,1
COMIGA PROD IMPEX S.R.L.---GREWE---LEGUME FRUCTE COM S.R.L.,,1,1562.53,1
COMIGA PROD IMPEX S.R.L.---LACTATE NATURA---LEGUME FRUCTE COM S.R.L.,,1,1775.23,1
S.C. C&M ARTIC IMPORT EXPORT SRL S.R.L.---S.C. Harghita Retail S.R.L.,,1,54582.99,1
COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.,,1,15336.49,1
COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---METRANS---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,1,72270.65,1
COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---METRANS---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,60001.46,1
COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,16341.36,1
CARLAND S.R.L.---MATRA S.R.L.---NICBAC PROD,,1,77584.07,1
COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,20764.4,1
COMIGA PROD IMPEX S.R.L.---MATRA S.R.L.,,1,19578.78,1
COMIGA PROD IMPEX S.R.L.---MATRA S.R.L.---Retacom S.R.L,,1,9603.37,1
COMIGA PROD IMPEX S.R.L.---METRANS---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,,1,11557.45,1
Comiga Prod Impex S.R.L.---Metrans S.R.L.---Olymel Flamingo Food S.R.L.,,1,8186.68,1
COMIGA PROD IMPEX S.R.L.---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,,1,14667.14,1
Carland S.R.L.---Matra S.R.L.,,1,97077.21,1
COMIGA PROD IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---Retacom S.R.L,,1,865.69,1
COMIGA PROD IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,27211.22,1
COMIGA PROD IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---XAN CONCEPT SRL,,1,84256.83,1
COMIGA PROD IMPEX S.R.L.---PROVIGO TRADE S.R.L.,,1,148082.33,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,,1,224.22,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---SORION BĂLENI,,1,13898.2,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---SKY GENERALL BUSINESS,,1,22515.09,1
COMLACT---COREX S.R.L.---ROMFULDA PROD S.R.L.,,1,12897.09,1
COMLACT---LECONFEX S.R.L.---PICOLACT PRODCOM SRL,,1,30915.82,1
COMLACT---LECONFEX S.R.L.---ZEC IMPEX,,1,19219.02,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S. C. MCA COMERCIAL S.R.L---STEDYAN COM S.R.L.,,1,28998.44,1
COMLACT---ROMFULDA PROD---ZEC IMPEX,,1,50007.1,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,3463.59,1
Compania Națională Unifarm,,1,160292.22,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,30722.34,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PEDRA MEAT EXPRES SRL,,1,24529.03,1
CARLAND S.R.L.---LEGUME FRUCTE COM S.R.L.,,1,1755.56,1
COMPANY 94 PIRNAU SRL---COMPRODCOOP---FALCONS,,1,30579.38,1
COMPANY 94 PIRNAU SRL---COMPRODCOOP SA---COREX S.R.L.---LEGUME FRUCTE COM S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,13627.24,1
COMPANY 94 PIRNAU SRL---COMPRODCOOP SA---DOIMAN COM S.R.L.,,1,38622.37,1
Company 94 Pirnau S.R.L.---Corex S.R.L.---Geocor Trade Imp-Exp S.R.L.,,1,146501.68,1
COMPANY 94 PIRNAU SRL---COREX S.R.L.---MATRA S.R.L.,,1,29015.54,1
COMPANY 94 PIRNAU SRL---COREX S.R.L.---NED COM,,1,23743.98,1
COMPANY 94 PIRNAU SRL---COREX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,25938.43,1
COMPANY 94 PIRNAU SRL---CRIPART CRIS S.R.L.---FALCONS---LEGUME FRUCTE COM S.R.L.---SORION BĂLENI,,1,10658.45,1
COMPANY 94 PIRNAU SRL---DELTALACT S.A.---LEGUME FRUCTE COM S.R.L.,,1,10548.98,1
COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.---ERA GLOBAL S.R.L.,,1,309.78,1
COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.---FALCONS---GEOCOR TRADE IMP-EXP---STEDYAN COM S.R.L.,,1,27418.72,1
Company 94 Pirnau S.R.L.---Doiman Com S.R.L.---Geocor Trade Imp-Exp---Novaplus S.R.L.---Olymel Flamingo Food S.R.L.,,1,0.31,1
COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.,,1,8350.87,1
COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.---GRUP DE PRODUCATORI PROLEG SLOBOZIA MOARA COOPERATIVA AGRICOLA,,1,758.65,1
CARLAND S.R.L.---LACTATE NATURA,,1,4307.42,1
CARLAND S.R.L.---GRANBIS---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,,1,27680.33,1
COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.---SORION BĂLENI,,1,7597.38,1
CARLAND S.R.L.---GRANBIS---LACTATE NATURA,,1,40713.97,1
CARLAND S.R.L.---GEOCOR TRADE IMP-EXP---LACTATE NATURA,,1,8200.75,1
COMPANY 94 PIRNAU SRL---FALCONS---GEOCOR TRADE IMP-EXP---M.A.CRISTINA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,,1,7014.51,1
COMPANY 94 PIRNAU SRL---FALCONS---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.,,1,22852.57,1
COMPANY 94 PIRNAU SRL---FALCONS---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,,1,1624.97,1
CARLAND S.R.L.---GEOCOR TRADE IMP-EXP---GRANBIS,,1,22792.24,1
COMPANY 94 PIRNAU SRL---FALCONS---M.A.CRISTINA S.R.L.,,1,163.28,1
COMPANY 94 PIRNAU SRL---FALCONS---M.A.CRISTINA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,10317.38,1
COMPANY 94 PIRNAU SRL---FALCONS---METRANS,,1,44746.52,1
CARLAND S.R.L.---FALCONS---ZIM Prestserv,,1,45393.08,1
COMPANY 94 PIRNAU SRL---FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,,1,859.91,1
Company 94 Pîrnău S.R.L.---Falcons---Olymel Flamingo Food S.R.L.---Sentromcris---Stedyan Com S.R.L.,,1,19018.59,1
AGRITWINS S.R.L.---SORION BĂLENI---STEDYAN COM,,1,7450.37,1
SC Confpractic SRL,,1,19163.3,1
S.C. COSAMIRA BIO S.R.L.---S.C. FARMACIA OMNIA S.R.L.---S.C. SANIPACK DISTRIBUTION SRL S.R.L.,,1,127661.87,1
CARLAND S.R.L.---FALCONS---VANBET SRL---ZIM Prestserv,,1,122398.36,1
S.C. COSAMIRA BIO S.R.L.---S.C. SANIPACK DISTRIBUTION SRL S.R.L.---STEDYAN COM S.R.L.,,1,25551.07,1
CARLAND S.R.L.---FALCONS---STEDYAN COM S.R.L.,,1,14550.66,1
CARLAND S.R.L.---FALCONS---S.C NISARA IMPEX S.R.L,,1,59131.36,1
COMPANY 94 PIRNAU SRL---FALCONS---VRANLACT DISTRIBUTION,,1,23986.98,1
COMPANY 94 PIRNAU SRL---GEOCOR TRADE IMP-EXP---LACTATE NATURA---OLYMEL FLAMINGO FOOD S.R.L.,,1,20221.16,1
Company 94 Pirnau S.R.L.---Geocor Trade Imp-Exp---Olymel Flamingo Food S.R.L.,,1,2437.55,1
COMPANY 94 PIRNAU SRL---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.,,1,15942.83,1
COMPANY 94 PIRNAU SRL---GEOCOR TRADE IMP-EXP---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,,1,21969.17,1
COMPANY 94 PIRNAU SRL---GEOCOR TRADE IMP-EXP S.R.L.,,1,6984.27,1
COMPANY 94 PIRNAU SRL---GEOCOR TRADE IMP-EXP S.R.L.---STEDYAN COM S.R.L.,,1,744.06,1
COMPANY 94 PIRNAU SRL---IUSTART---OLYMEL FLAMINGO FOOD S.R.L.,,1,11001.52,1
S.C. COSAMIRA BIO S.R.L.---STEDYAN COM S.R.L.,,1,8796.1,1
ACVILA---LECONFEX S.R.L.---S.C. INTER CONECTER  S.R.L. S.R.L.,,1,1097.23,1
ACVILA---Inter David S.R.L.---S.C. ROMICS S.R.L.---SIGISMUND COM,,1,48288.12,1
CARLAND S.R.L.---FALCONS,,1,45951.54,1
COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.---S. C. MCA COMERCIAL S.R.L---S.C. ERBACOM S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.,,1,106551.66,1
COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.---S. C. MCA COMERCIAL S.R.L---S.C. SELGROS CASH&CARRY SRL S.R.L.,,1,1596.46,1
COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.---S. C. MCA COMERCIAL S.R.L---STEDYAN COM S.R.L.,,1,499.24,1
COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.---S.C. SELGROS CASH&CARRY SRL S.R.L.,,1,197.14,1
CARLAND S.R.L.---DOIMAN COM S.R.L.---Velrom,,1,8465.22,1
CARLAND S.R.L.---DIACARN FOOD---S.C NISARA IMPEX S.R.L,,1,62608.84,1
CARLAND S.R.L.---DIACARN FOOD---S. C. MCA COMERCIAL S.R.L,,1,260669.6,1
COMPANY 94 PIRNAU SRL---NED COM---S.C. AMA FRUCT CP S.R.L.,,1,1887.23,1
S.C. DACIA SA S.A.,,1,531658.88,1
CARLAND S.R.L.---DELTALACT S.A.---S. C. MCA COMERCIAL S.R.L,,1,233294.73,1
CARLAND S.R.L.---DELTALACT S.A.---SC BLACK SEA EUROINVESTMENT SRL,,1,60830.23,1
COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,,1,15580.72,1
COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---Retacom S.R.L,,1,676.11,1
CARLAND S.R.L.---DELTALACT S.A.,,1,16965.1,1
COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,1,27308.75,1
COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---S.C NISARA IMPEX S.R.L,,1,647.73,1
COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---SENTROMCRIS,,1,28148.65,1
CARLAND S.R.L.---COREX S.R.L.---S.C NISARA IMPEX S.R.L---VANBET SRL---ZIM Prestserv,,1,34822.15,1
AGRITWINS S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SUPER EXTRA PAN S.R.L.,,1,5475.23,1
COMPANY 94 PIRNAU SRL---PAM ALY 2007---STEDYAN COM,,1,78364.62,1
COMPANY 94 PIRNAU SRL---S.C. AMA FRUCT CP S.R.L.,,1,3452.61,1
COMPANY 94 PIRNAU SRL---S.C. AMA FRUCT CP S.R.L.---SORION BĂLENI,,1,16775.37,1
COMPANY 94 PIRNAU SRL---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,1,7763.49,1
CARLAND S.R.L.---COREX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,1,53944.57,1
Carland S.R.L.---Corex S.R.L.---Matra S.R.L.,,1,103748.18,1
CARLAND S.R.L.---COREX S.R.L.---FALCONS,,1,9143.55,1
AGRITWINS S.R.L.---MIRMAN COMPANY  SRL---STEDYAN COM,,1,648.92,1
CARLAND S.R.L.---COREX S.R.L.---DOIMAN COM S.R.L.,,1,86032.28,1
