winner_name,cui,email,phone,website,city,address,sector,wins,total_value_ron,match_source
OCOLUL SILVIC SEBES R.A,16041457,office@lignum.ro,+40741643272,,,,,1,10470.08,companies_prefix
DIVAD SILV,30756406,,,,,"JUD. SIBIU, SAT RĂŞINARI COM. RĂŞINARI, STR. CÂMPULUI, NR.1878",,1,39900.0,
DIANA COM SRL,14572789,recrutare@diana.com.ro,0745324795,,Vâlcea > MUNICIPIUL RAMNICU VALCEA > RAMNICU VALCE,,,1,4840.24,companies_name
LYNODORIS IMPEX,15683955,,0244228277,,,,,1,14283.62,
IOANIS FOREST,25761600,ursachiovidiu@yahoo.com,0744852546,,,,,1,50000.3,fuzzy_fd:0.50
SC PADUREA KAZIMIR VERONA SRL,24377467,,,,,"JUD. BOTOŞANI, SAT SUHARĂU COM. SUHARĂU",,1,23400.0,
BUTICUL LUI IOANA,50133232,contabilitate@fabiopizza.ro,0756505127,,,,,1,3000.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ANDRI TRANS,18273712,georgescuadrian40@yahoo.com,0237264005,,,,,1,13800.0,csv:virgil_schema.fuzzy_enriched.csv
EG TRANSYL-VAN LANDSCAPE SRL,35776633,,0740185055,,,,,1,5815.62,
EUROPROD HD SIBIU,27439807,,,,,"JUD. SIBIU, MUN. SIBIU, ŞOS. ALBA IULIA, BL.18, ET.P",,1,1481.88,
EX-FOR SRL,12148974,aurica.brinza67@icloud.com,0267306630,,,,,1,3104.0,csv:romania_with_email.csv
ALEX GREENGOLD S.R.L.,44119012,,0745684686,,,,,1,64500.0,
SOIMUL GENERAL MIXT,27712809,contact@targetare.ro,0740260310,,,,,1,29400.0,csv:ddg_contacts.csv
GOURMET COFFEE,8654353,met.timisoara@yahoo.com,0212405058,,,,,1,6500.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SANIRAL,14585053,,0746967640,,,,,1,8025.0,
Silvachiri Prod SRL,17664313,contact@targetare.ro,0233246256,,,,,1,16800.0,csv:ddg_contacts.csv
FORESTMARC SERV,16444883,,,,,"JUD. VRANCEA, SAT VALEA SĂRII COM. VALEA SĂRII, COM. VALEA SARII",,1,60000.0,
MILMID COM,11159746,elena_modcom@yahoo.com,0722610199,,,,,1,396.0,csv:contractors_enriched_all.csv
NIRAL SRL,18080134,,0730895106,,,,,1,1327.65,
Greenfield Sport,25164009,greenfieldmc@nhs.net,0753035236,,,,,1,5600.0,companies_prefix
ARES MAI,30762670,,,,,"JUD. TELEORMAN, COM. MĂLDĂENI, MĂLDĂENI, REG. AGR. 20",,1,11047.6,
ANTAVO SRL,37825937,,0744848808,,,,,1,12605.25,
BECADIA SRL,14400538,,551115,,,,,1,6420.0,
MONTECLAS SRL,29482048,contact@targetare.ro,0267341000,,,,,1,4800.0,csv:ddg_contacts.csv
VASCONY PROD S.R.L.,6680771,vascony@clicknet.ro,0722 329322,,,,,1,29411.36,contractors
VIKINGII PADURII S.R.L.,35176051,,0747416545,,,,,1,28570.5,
SELTIN FOREST S.R.L.,38456749,ursachiovidiu@yahoo.com,,,,"JUD. MARAMUREŞ, SAT ŞURDEŞTI COM. ŞIŞEŞTI, ŞURDEŞTI, NR.66/A",,1,75000.0,fuzzy_fd:0.50
MGN COMPANY,16543798,,0361413916,,,,,1,133920.0,
FORLEMNMAN,34034644,,0743 022648,,,,,1,22000.0,
DELI-TOD S.R.L.,22281152,contact@targetare.ro,0234381333,,,,,1,16709.0,csv:ddg_contacts.csv
TRACAGRICOLE ABC,37540620,,0763802418,,,,,1,68480.0,
S.C. VIP TRANS S.R.L.,17275413,,0744551606,,,,,1,8763.0,
S.C. SILVA VINCE FOREST S.R.L.,30110722,liviuff@yahoo.com,0742051756,,,,Transport,1,27000.0,fuzzy:0.59
SC TOPORAS COM SRL,8841467,,0239676342,,,,,1,293.66,
DGV-SPO S.R.L.,44423258,,0761601876,,,,,1,7000.0,
FLORILEMN,15413978,livadiets@gmail.com,0762241930,,,,,1,18400.0,fuzzy_fd:0.50
TOMA BUILDING INVEST S.R.L.,41907466,office@tmgbuilding.ro,,,,"JUD. NEAMŢ, SAT ION CREANGĂ COM. ION CREANGĂ, STR. POGOANELOR, NR.57 BIS, CAMERA NR. 1",,1,17055.24,csv:virgil_schema.fuzzy_enriched.csv
SC BEBY COM SRL,742344,hotelbicom@suceava.rdsnet.ro,0230375421,,,,,1,2477.0,fuzzy_fd:0.45
SC ALETTA COM,5766638,,093202871,,,,,1,18498.46,
SYLVELYN MEGAFOREST,35072336,recrutare@simplyhr.ro,+40748436060,,,,,1,69000.0,companies_name
TINERVIS GROUP,27329545,recrutare@lucatraditie.ro,0727372370,,Municipiul București > MUNICIPIUL BUCURESTI > BUCU,,,1,39232.0,companies_name
PRO FOREST TRANSILVANIA,33300691,contact@targetare.ro,,,,"JUD. ALBA, SAT GÂRBOVA DE JOS MUN. AIUD, STR. CĂPRIOAREI, NR.15B",,1,4712.17,csv:ddg_contacts.csv
LORENA CONSTRUCT S.R.L,20824708,office@consult-construct.ro,+40751521462,,Comuna Ip,"Comuna Ip, Sector 0, nr. 435",,1,5800.0,fuzzy:0.48
CRIS ROM SRL,8767450,office@westpetrol.ro,0721368773,,,,,1,1512.6,csv:romania_with_email.csv
WASTE ELECTRICAL SERV,30206020,office@electricserv.ro,+40792950115,,,,,1,12190.4,fuzzy:0.50
Institutul National de Cercetare Dezvoltare pentru Cartof si Sfecla de Zahar Brasov,18923009,icdcrm@asas.ro,+40366100203,https://produsmontan.ro/produse_montane/porumb-boabe-institutul-de-cercetare-dezvoltare-pentru-cinegetica-si-resurse-montane/,HARGHITA,,,1,15126.05,companies_prefix
SETANTA,28686724,,0756506825,,,,,1,16800.0,
DORNIK TOTAL SERVICES,32211812,,0722388297,,,,,1,3412.86,
GRUP DE PRODUCATORI PROLEG SLOBOZIA MOARA COOPERATIVA AGRICOLA,20781461,resurseumane.textila@gmail.com,0740249858,,Bistrita Nasaud,,,1,10500.0,fuzzy_fd:0.46
Premier Lab SRL,32697047,premier.hotel.bt@gmail.com,0731751397,,Municipiul Targoviste,"Municipiul Targoviste, Sector 0, Str. LIBERTATII, nr. 2",,1,300.0,fuzzy:0.50
DISCORDIA IMPEX SRL,16089919,,0747036896,,,,,1,9600.0,
FLORARIA PASTEL EVENTS S.R.L.,46879073,,0730508121,,,,,1,1200.0,
SC ROVITA FLORA SRL-D,36074149,,0725569807,,,,,1,20804.8,
damira com srl,23462912,contabilitate@domeniilesaftica.ro,02113203108,,,,,1,1725.0,csv:romania_with_email.csv
ERDOBIRTOKOSSAG,24982301,,0744655207,,,,,1,4571.4,
LOLYPOP SERV,10220992,,0368436205,,,,,1,2320.19,
SC FARMACIA ARDEALUL SRL,3426630,petrea.constantamaria@yahoo.com,0233219541,,,,,1,400.4,fuzzy_fd:0.50
ROM STAR,7056351,starlib@yahoo.com,0245651448,,,,,1,151.26,fuzzy_fd:0.56
Render Com,8808037,render@render.ro,0212427550,,,,,1,417.6,csv:contacts_fast.csv
BVA AS STILL CLEAN,40161855,lacrima299@yahoo.com,0,,,,Transport,1,4800.0,companies_name
TOTAL NETWORK MANAGEMENT S.R.L.,49971804,,0771235885,,,,,1,1320.0,
YLECEN SERV,17636763,,0740219803,,,,,1,1000.0,
S.C. STRINAPOLI S.R.L.,18437645,contact@targetare.ro,0745769166,,,,,1,149040.0,csv:ddg_contacts.csv
TOMION SERV SRL,14737712,contact@targetare.ro,0745315503,,,,,1,17400.0,csv:ddg_contacts.csv
NOROCOM SRL,3961020,melinteghina@gmail.com,0241235293,,,,,1,176.5,fuzzy_fd:0.45
SC LEMN & DAN SRL,24574973,,0744134837,,,,,1,11250.0,
SOCILEMN S.R.L.,31219192,,0746743183,,,,,1,12360.0,
Pergola Gradini Decorative SRL,20016028,office@pergola.ro,0721012095,,,,,1,37400.0,pg:romania.companies
Apatzia Service SRL,10472639,,0268284534,,,,,1,2064.98,
AXY  OLT,15358997,dublet1992@gmail.com,0242515565,,,,,1,1500.0,fuzzy_fd:0.50
WLG WOODLANDS PRODUCTION,12962386,ovidiu.jijie@gmail.com,0040213100669,,,,,1,9250.0,pg:romania_emails.contacts
ADRILEX IMP. EXP. SRL,17263010,,,https://adrilexconstruct.ro,"Loc. Dabuleni, Oras Dabuleni","Loc. Dabuleni, Oras Dabuleni, Sector 0, Str. VICTORIEI, nr. 56",,1,1554.62,
CRIS FLOR GARDEN,37355398,,,,,"JUD. DÂMBOVIŢA, MUN. TÂRGOVIŞTE, CAL. BUCUREŞTI, NR.24, BL.O3A, ET.3, AP.12",,1,750.0,
COZWINPRODIGY S.R.L.-D.,44410126,,cnica978@gmail.,,,,,1,150100.0,
IACSILVAWOOD S.R.L.,46239597,,,,,"JUD. VASLUI, SAT GRIVIŢA COM. GRIVIŢA, STR. 1 DECEMBRIE 1918, NR.21",,1,14998.5,
DAMAR-TRADING,9877817,damar@damar.ro,0262220313,,,,,1,8976.0,csv:contacts_fast.csv
FITOFARM SRL,8353628,afloareilili@yahoo.com,+40728876904,,,,,1,1321.15,companies_name
SC LALA GARDEN SRL,31068650,camp.dirste@deltanet.ro,268339967,,,,,1,4140.0,fuzzy_fd:0.64
BINVILLI COM,13463902,,0766339769,,,,,1,2595.6,
MUN-IT ROTRAD S.R.L.,47194183,,,,,"JUD. BRAŞOV, MUN. BRAŞOV, STR. TOAMNEI, NR.11, BIROUL 1, BL.4, SC.C, AP.5",,1,2858.0,
AGROUNISERV SRL,10815303,,562694,,,,,1,1399.77,
Bio Zyme,18954013,Bio_zyme@yahoo.com,0264 523281,,,,,1,840.0,contractors
SC DANDAFIR D&D SRL,13865730,,0726413302,,,,,1,650.0,
S.C. BARBOI & CO S.R.L.,2996012,contact@targetare.ro,0244365259,,,,,1,31500.0,csv:ddg_contacts.csv
NUSHGAB FOREST,34797743,ursachiovidiu@yahoo.com,0766638402,,,,,1,18600.0,fuzzy_fd:0.47
LABEXPERT SERVICE,37871402,,0743672315,,,,,1,380.0,
AVA STEFYON,29890764,antonela_eci@yahoo.com,0745308827,,,,,1,2936.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
FOREST CARMEN,18696291,contact@targetare.ro,,,,"JUD. ARAD, SAT BRUSTURI COM. HĂLMAGIU, BRUSTURI, NR.165",,1,19047.56,csv:ddg_contacts.csv
LAVITEO AERON,36587675,,0741510010,,,,,1,3285.0,
PROFIVET CONSULT S.R.L.,43132374,,,,,"JUD. BACĂU, MUN. BACĂU, STR. VRANCEI, NR.41",,1,11740.5,
abo forestwood,49724561,,,,,"JUD. BOTOŞANI, MUN. DOROHOI, STR. LT. ALEXANDRU CUCUTA, NR.3",,1,21000.0,
MMI INVEST VMA S.R.L.,42928092,,,,,"JUD. IALOMIŢA, SAT MOVILIŢA COM. MOVILIŢA, STR. RETEZAT, NR.46, O CAMERĂ",,1,41800.0,
SC RES FOREST SRL,18173853,ursachiovidiu@yahoo.com,0269553486,,,,,1,36000.0,fuzzy_fd:0.70
FLORMIN COM,29912862,cristinazlataru@yahoo.com,0755608472,,,,,1,4426.64,csv:romania_with_email.csv
NOEMI IMPEX,2590897,,,,,"JUD. BIHOR, MUN. SALONTA, STR. ARADULUI, NR.54",,1,4466.0,
ADRIAN EXP-FOREST,19207709,adrianexpforest@yahoo.com,+40744912917,,,,,1,36300.0,companies_name
BENTOFLUX,639307,ioanghere@yahoo.com,0261727046,,,,,1,1590.0,csv:contractors_enriched_all.csv
WAY SERV TRANS SRL,25279041,vectraservtrans@yahoo.com,0740688460,,Municipiul Hunedoara,"Municipiul Hunedoara, Sector 0, B-dul DACIA, nr. 29",,1,450.0,fuzzy:0.46
DEXTER COM S.R.L.,8875940,feliciu_paraschiv@yahoo.com,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 2, ALEEA PANTELIMON, NR.16, BL.3, SC.C, ET.3, AP.137",,1,4330.0,csv:contractors_enriched_all.csv
LAMAD EXPRES S.R.L.,22029989,,0244262541,,,,,1,2930.0,
STEF MAR SS SRL,37133626,office@stef.ro secretariat@stef.ro,+330140742828,www.stef.com,,,,1,3730.0,fuzzy_fd:0.45
VOICHI EXPRES TRANS,42130600,,0740028859,,,,,1,8900.1,
M.V.L. - VYMYAN,3486240,,0766372625,,,,,1,4832.5,
MIBOS PAN,33554355,mibosbucuresti@gmail.com,0722839550,,Ilfov > CHIAJNA > CHIAJNA,,,1,12000.0,companies_name
IONE & CRIS,18951610,buciumeatalucica@yahoo.com,,,,"JUD. MUREŞ, MUN. REGHIN, STR. IERNUTENI, BL.19, SC.1, AP.9",,1,19600.0,fuzzy_fd:0.50
NAFKA GRUP,16320869,,0720544333,,,,,1,225.0,
APIS COM S.R.L.,2763912,apiscomblaj@yahoo.com,+40729032080,,Municipiul Blaj,"Municipiul Blaj, Sector 0, Str. IULIU MANIU, nr. 5A",,1,121250.0,companies_cui
TRANSMIL UDA,31489960,,,,,"JUD. TELEORMAN, SAT UDA-CLOCOCIOV COM. UDA-CLOCOCIOV, UDA-CLOCOCIOV",,1,15362.0,
IZBUC CRIN,40727700,casaizbuc98@gmail.com,0751033176,,,,,1,32500.0,fuzzy_fd:0.47
PETRO AAV CONSTRUCT,50440075,monalinpetro@yahoo.com,+40753094857,,"Sat Moldovita, Comuna Moldovita","Sat Moldovita, Comuna Moldovita, nr. 388",,1,137500.0,fuzzy:0.53
DANUBIA PER ADIS,21662418,adiprj@yahoo.com,+40727689313,,"Sat Malureni, Comuna Malureni","Sat Malureni, Comuna Malureni, Sector 0, nr. 383",,1,23750.0,anofm
COCNICK,15774034,,,,,"JUD. BIHOR, MUN. BEIUŞ, STR. BURGUNDIA MARE, C.F.6032, TOP.1268/4",,1,11200.0,
"COMPOSESORAT ,, PADUREA COMPOSESORALA BUDILA""",13718992,composesoratulcsiksomlyo@gmail.com,+40744241970,https://produsmontan.ro/produse_montane/carcasa-bovina-composesoratul-csiksomlyo/,HARGHITA,,,1,25134.2,companies_prefix
SC ANFO 2007 SRL,22027295,contact@targetare.ro,0723140976,,,,,1,1070.0,csv:ddg_contacts.csv
MEDICA ADVANCED SOLUTIONS (M.A.S.),29262786,,0723219194,,,,,1,380.0,
NITULESCU GENEL CRISTINEL,29460660,,0721202600,,,"JUD. ARGES, SAT POPESTI COM. POPESTI,  , NR.60",,1,4800.0,
Decom Impex srl,8696219,,0246218975,,,,,1,30810.96,
TRANSFOREST,15373890,sc_transforestcom_srl@yahoo.com,+40233255860,,,,,1,6750.0,companies_prefix
RADU TOP GARDEN S.R.L.,40886160,,,,,"JUD. CLUJ, SAT FLOREŞTI COM. FLOREŞTI, STR. PĂDURII, NR.18, ET.4, AP.41",,1,12682.0,
COZAN PETRU INTREPRINDERE INDIVIDUALA,32886518,70popadaniela@gmail.com,+40753421461,,,,,1,4950.0,fuzzy:0.57
COSTACHE F. AUREL,37555035,,0764348157,,,"JUD. VRANCEA, SAT OLARENI COM. SLOBOZIA BRADULUI, OLARENI",,1,10600.0,
ARTIZANII PROD,23660715,,0724520415,,,,,1,1568.0,
EXPO ALEX&MAGDA SERV,24051532,,0745355748,,,,,1,68108.4,
CRATISCONSTRUCT SRL,32403800,,+40723193292,,Bucuresti Sectorul 4,"Bucuresti Sectorul 4, Sector 4, GIURGIULUI, nr. 321",,1,13800.0,
TOUR IMPEX GROUP,2118330,maimutaplangatoare1930@gmail.com,0254229983,,,,,1,1884.3,fuzzy:0.52
OBIMATCONS 2010,27466178,,0757050128,,,,,1,262.5,
sc balatici srl,16025613,,0263369249,,,,,1,10260.0,
VITEL TRANSCOM FOREST,24858703,,0721372812,,,,,1,34800.0,
EMALUC AGRO-LAND,39619941,,,,,"JUD. PRAHOVA, SAT TÂRGŞORU NOU COM. ARICEŞTII RAHTIVANI, TÎRGŞORU NOU, NR.365",,1,22500.0,
I&I FOODRIVE,42921655,,,,,"JUD. CONSTANŢA, ORŞ. CERNAVODĂ, STR. MEDGIDIEI, NR.22A",,1,8817.63,
MAGIC FLORA SIB,47246606,vtoade52@yahoo.com,0751456708,,,,,1,6143.69,pg:romania_emails.contacts
TATA SI FII COMEXIM,6257837,office@comexim-r.ro,0723515082,,,,,1,842.28,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
RAFI INTERNATIONAL,18582920,hr@hotelinternational.ro,0237217113,,,,Transport,1,456.46,fuzzy:0.64
PLANNER EXPERT PAPER SRL,33465908,contabilitate@expertcompany.ro,0365401069,,,,,1,43.8,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
GLAVAN T.M. IONUT PERSOANA FIZICA AUTORIZATA,49113290,mariana.ivanov.2010@gmail.com,+40766371234,,,,,1,39150.0,fuzzy:0.55
SC GRENCOM SRL,4235956,,0744702408,,,,,1,464.94,
ATT OFFICE PARTENER EXPERT S.R.L.,44213817,office@comporsa.ro,,,,"JUD. GALAŢI, SAT ŞENDRENI COM. ŞENDRENI, G ŞENDRENI, NR.7",,1,81.4,csv:contractors_enriched_all.csv
BUCUR N. L. DANIEL INTREPRINDERE INDIVIDUALA,33426674,bobetegabi77@gmail.com,+40726584357,,,,,1,59211.9,fuzzy:0.58
TOPCIU LEMNE DE FOC S.R.L.,49074582,,0720830119,,,,,1,65800.0,
ANTONIO FAMILY S.R.L.,17684744,stancu.ea@gmail.com,0721694106,,,,,1,954.0,fuzzy_fd:0.53
FLOWER FANTASY,51180410,fantasypredeal@yahoo.com,0747307726,,,"JUD. NEAMT, SAT PITILIGENI COM. PIPIRIG, STR. OBOR, NR.36",,1,7900.0,fuzzy_fd:0.57
ATAMAX,11178195,birou.evaluare@gmail.com,373630,,,,,1,11760.8,fuzzy_fd:0.56
BIGMAR COM,31373816,hotelbicom@suceava.rdsnet.ro,0744150262,,,,,1,2702.0,fuzzy_fd:0.50
FOX IMPEX,11866127,,0257278474,,,,,1,4428.8,
SILVANI GEORGE,30146718,mariusbatrin1@yahoo.comcontact,0743454568,,,,,1,15080.0,fuzzy_fd:0.50
Platforma cu carbuni,47339608,,0734416954,,,,,1,24000.0,
DONANDI FOR SRL,24492490,contact@targetare.ro,0721343444,,,,,1,62000.0,csv:ddg_contacts.csv
ULIU SILVA FOREST,37749767,liviuff@yahoo.com,+40723416146,,,,Transport,1,20000.0,fuzzy:0.62
BRUTARIA BOCSA VASIOVA,37800053,office@tarmv.ro,0744583931,,,,,1,2.5,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Nego tav prodimpex srl,8555678,,0741093680,,,,,1,25000.0,
RIAN BAA TRADE,34286820,,0730053889,,,,,1,303.7,
ARDEAL ORIGINAL,34724326,,0728983456,,,,,1,3100.0,
Mondochim S.R.L.,16851518,,0722514615,,,,,1,750.0,
METALOCHIMICE MAGAZIN ONLINE,37343458,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. DĂRMĂNEŞTI, NR.45,  CAMERA NR. 1",,1,1974.28,
MIRAMONTI,13868590,timis_ionelradu@yahoo.com,,,,"JUD. BRAŞOV, SAT SÂMBĂTA DE SUS COM. SÂMBĂTA DE SUS, SÎMBĂTA DE SUS, NR.38",,1,31300.0,csv:romania_with_email.csv
ACERUL SRL,24944103,,0741730844,,,,,1,20775.0,
MERIDIAN CO SRL,1321602,pensiuneameridian@yahoo.com,0726292675,https://meridianet.ro,Municipiul Botosani,"Municipiul Botosani, Sector 0, Str. MAXIM GORKI, nr. 11",,1,3444.0,fuzzy:0.56
TRUTZI,17898144,olimpia.croitor@trutzi.ro,0747244061,,,,,1,1335.4,pg:romania_emails.contacts
S.C. DOUGLASIL S.R.L.,26897300,,0740168833,,,,,1,18000.0,
MEG-PROD-PAN S.R.L.,42749895,megpan2020@outlook.com,0771329928,,,,,1,4779.0,contractors
SC BITU WOOD FOREST SRL,34777614,,,,,"JUD. PRAHOVA, SAT TEŞILA COM. VALEA DOFTANEI, STR. CULTURII, NR.409",,1,10450.0,
HELPFUL TRANS,43488909,,0745310509,,,,,1,26000.0,
TAVIANY,828080,avi@avi.ro,0744700644,,,,,1,386.4,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ForstPan,33543518,,+40763191719,,,,,1,16500.0,
Dorna Eco Bio Case,41225850,,,,,"JUD. SUCEAVA, SAT DORNA-ARINI COM. DORNA-ARINI, NR.15",,1,36490.0,
PLASTSISTEM,11026278,office@plastsistem.ro,0263342250,,,,,1,844.4,companies_name
EXPLO TONFOREST,30465849,contact@targetare.ro,0724106446,,,,,1,14850.0,csv:ddg_contacts.csv
SC SAZY TRANS IMPEX SRL,8621852,georgescuadrian40@yahoo.com,0744312560,,,,,1,8973.15,fuzzy:0.48
BESTINWEST CONCEPT S.R.L.,39953800,benaconstruct@yahoo.com,+40788341443,,,,,1,4699.2,fuzzy:0.48
AXFLOW,22792076,,0745310918,,,,,1,7407.0,
IULIMAR GREEN FOREST S.R.L.,32235668,dr.dumaioana@yahoo.com,0786165992,,"Sat Cristian, Comuna Cristian","Sat Cristian, Comuna Cristian, GHEORGHE DOJA, nr. 42",,1,30000.0,fuzzy:0.52
MARSINCA TRUCK,32398606,contact@targetare.ro,,,,"JUD. MARAMUREŞ, MUN. BAIA MARE, BLD. REGELE MIHAI I, NR.7, AP.4",,1,31200.0,csv:ddg_contacts.csv
SEBI MARC,15340540,ovidiurusu05@yahoo.com,+40262373040,https://sebimarc.ro,"Sat Calinesti, Comuna Calinesti","Sat Calinesti, Comuna Calinesti, Sector 0, nr. 551",,1,1500.0,fuzzy_fd:0.50
Nagy I. R. Imre Intreprindere individuala,29775102,i.i.puscas.ar@gmail.com,+40740112833,,,,,1,1764.85,fuzzy:0.58
E-COMMERS S.R.L.,48685120,,0742700967,,,,,1,30000.0,
AGROTEX,2830353,agrotexcarei@yahoo.com,0261861399,,,,,1,38510.3,anofm
LUCI SI IULI,22846745,lucisiiuli@gmail.com,246231354,,,,,1,840.0,pg:romania_emails.contacts
REGIA PUBLICA-OCOLUL SILVIC VALEA MURESULUI,21731216,,0257434181,,,,,1,30375.0,
OWARTUYU PROSPER,26748502,,0769657851,,,"JUD. GIURGIU, SAT MIHAI BRAVU COM. MIHAI BRAVU, STR. OLĂREASA, NR.59, CAMERA 1",,1,48000.0,
CALAE NEW FOREST SRL,32676788,contact@targetare.ro,,,,"JUD. ARGEŞ, SAT VULTUREŞTI COM. VULTUREŞTI, NR.540",,1,100450.0,csv:ddg_contacts.csv
OCOLUL SILVIC DE REGIM GHEORGHENI,18771067,office@lignum.ro,+40741643272,,,,,1,1440.0,companies_prefix
IF DRUTA DRAGOMIR,32633736,,"0740434945,Tel.",,,"JUD. SALAJ, ORS. CEHU SILVANIEI, STR. PACII, NR.1",,1,0.01,
NISTOSERAGROBOS,34203042,,0768487951,,,,,1,3500.0,
MERISANU IRINA INTREPRINDERE INDIVIDUALA,22710971,raducu_cristiann@yahoo.com,0724403682,,,,,1,115824.0,fuzzy:0.54
Cromatic Tipo,1211987,cromatictipo@cromatictipo.ro,0265 311 380,,,,,1,330.0,contractors
DEOCON SRL,7637052,,0269833218,,,,,1,826.38,
HELLIMED,4885207,,0730072278,,,,,1,1000.0,
MRS FOREST DARIVAL S.R.L.,44721033,forestdarmar@gmail.com,,,,"JUD. BUZĂU, SAT PLOŞTINA COM. LOPĂTARI, STR. PLOŞTINA, NR.3",,1,43000.0,pg:romania.companies
SC POM FRUCT SRL,22110411,,0740238213,,,,,1,17963.0,
AS BUDE FOREST,50309984,ursachiovidiu@yahoo.com,+40741782510,,,,,1,11000.0,fuzzy_fd:0.47
N.E.W. ADICOM SERV,28413902,,0724341820,,,,,1,24500.0,
CETINA CRISUL COMERT,8694781,,0264258814,,,,,1,80000.0,
IONTOM SRL,15149575,contact@targetare.ro,0742215158,,,"JUD. BIHOR, MUN. BEIUS, STR. PATARASCA MARE, NR.27",,1,3500.0,csv:ddg_contacts.csv
FOREST GREEN,23748788,doxafor@yahoo.com,0741228988,,,,,1,67200.0,food_distribution_name
AVANTI TOTAL TRANS,51424876,,0728560860,,,"JUD. DAMBOVITA, SAT ODOBESTI COM. ODOBESTI, STR. BISERICII, NR.287",,1,17545.0,
STOLOJESCU FOREST COMPANY,14791134,andvisimob@yahoo.com,0721635616,,,,,1,9350.0,anofm
SC BETRIKO SRL,25403289,contact@targetare.ro,,,,"JUD. BRAŞOV, SAT RACOŞ COM. RACOŞ, PESTE OLT, NR.16",,1,45000.0,csv:ddg_contacts.csv
HARGITA HOLDING IMPORT-EXPORT,2881330,,0266244617,,,,,1,3535.2,
SABDARY,22588964,,0744539828,,,,,1,40000.0,
PRODFOREST COMPLEX,27327986,contact@targetare.ro,0756304188,,,,,1,25000.0,csv:ddg_contacts.csv
PMC BRAD VEST,42199910,,,,,"JUD. ARAD, SAT HORIA COM. VLADIMIRESCU, HORIA, NR.198",,1,4300.0,
S.C. DARIA UNIQUE S.R.L.,32709052,simona.sbircea@gmail.com,0763540414,,,,,1,22500.0,fuzzy_fd:0.54
COMPANIA DE MANCARE,42595192,mru@sctpiasi.ro,0372148608,,Iași > MUNICIPIUL IASI > IASI,,,1,20000.0,companies_prefix
PETER SI HELEN S.R.L.,2545144,,,,,"JUD. VÂLCEA, ORŞ. HOREZU, STR. ZAVOIULUI, NR.14",,1,1450.51,
MULTICONSULT ADVENTURE SRL,30410363,multiconsult.adventure@gmail.com,+40728302610,,Bucuresti Sectorul 6,"Bucuresti Sectorul 6, Sector 6, ROCILOR, nr. 12-16",,1,271621.35,companies_cui
DAVID CONSULTING,18498979,anaevidcont@gmail.com,+40762661541,,,,,1,74721.87,fuzzy:0.50
MILENI PROD SAM S.R.L.,45106940,irinahusanu@yahoo.com,0732579041,,,,,1,79852.75,fuzzy:0.50
TILADI VENDING,28227179,,,,,"JUD. VÂLCEA, MUN. RÂMNICU VÂLCEA, STR. PATRIARH IUSTINIAN MARINA, NR.54C",,1,1448.35,
DONA. LOGISTICA,3596251,hr@tbtlogistic.eu,0368/401350,,,,,1,305.28,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
DANCAT-FISH,36636034,,0763843476,,,,,1,42218.0,
TINI MINI TOYS,38244754,,,,,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. CAISULUI, NR.9, AP.1",,1,684.9,
PRODUSE PE BUNE MCD,25115383,hr@dmt-winches.com,0722509541,,,,,1,75895.79,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
TAGIMEX CREATIVE,39871565,,0746079537,,,,,1,15000.0,
Booming Store,43269950,,0733054282,,,,,1,80000.0,
COSMO WOOD SERV S.R.L.,41737515,,,,,"JUD. DÂMBOVIŢA, SAT URSEIU COM. VIŞINEŞTI, STR. PRIMĂVERII, NR.33",,1,14000.0,
S.C. BORASCU COM S.R.L.,15410190,,0250863305,,,,,1,40000.0,
CERAMICA VINCZI SRL,540027,midaconstruct@gmail.com,0744763486,,,,,1,28000.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
LUCA&EVA FOREST SRL-D,36615856,liviuff@yahoo.com,+40723416146,,,,Transport,1,81000.0,fuzzy:0.46
ASPETI,4312935,office@aspeti.ro,0723513313,,,,,1,56.0,csv:romania_with_email.csv
ONLY VINTAGE FLOWERS,42584339,,,,,"JUD. ARAD, ORŞ. PECICA, STR. 3, NR.109",,1,12000.0,
FLORALAND S.R.L.,23978809,floriceldaina@yahoo.com,0744593290,,,,,1,17815.0,fuzzy_fd:0.55
MATE-FIN,466443,mategyorgy12@yahoo.com,0213134965,,,,,1,36150.0,fuzzy_fd:0.56
ALEX GEAMANU SRL,26141895,,0766284653,,,,,1,45000.0,
FOREST AND BIOMASS ROMANIA SA,30834857,office@forbiom.eu,0356179038,,,,,1,6885.0,csv:ddg_contacts.csv
