nr_licenta,licenta_tip,data_emitere,operator_economic,nr_registru_comert,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email,col13,col14,col15
624,Licenta,16.11.2022,DISCOVERY BLUE RGB SRL,J3/986/2010,DISCOVERY BLUE,27467092,"STR. Victoriei , NR. 12",Mun. Piteşti,ARGEŞ,Intermediara,www.discovery-romania.ro,turism2@discovery-romania.ro,,,
626,Licenta,17.01.2019,DISCOVER & SHARE SRL,J8/957/2015,WOW DISCOVER,34644170,"STR. Magnoliei , NR. 10 , BL. 95  , AP. 4",Mun. Braşov,BRAŞOV,Intermediara,www.wowdiscoverromania.com,office@wowdiscoverromania.com,,,
627,Licenta,17.01.2019,GMD BON VOYAGE SRL,J3/383/2015,GMD  BON VOYAGE,34235010,"STR. Smârdan , NR. 45B",Mun. Piteşti,ARGEŞ,Intermediara,,gmdbonvoyage@gmail.com,,,
628,Licenta,17.01.2019,ANYWHERE TRAVEL WORLD SRL,J3/983/2010,ANYWHERE TRAVEL WORLD,27461650,NR. 96B,Oraş Ştefăneşti,ARGEŞ,Intermediara,www.ofertesejururi.ro,office@ofertesejururi.ro,,,
629,Licenta,17.01.2019,TURISM EXPERT TRAVEL SRL,J24/268/2010,EXPERT TRAVEL,26795903,"STR. Traian , NR. 6",Mun. Baia Mare,MARAMUREŞ,Organizatoare,,office@experttravel.ro,,,
63,Licenta,31.10.2018,SC AMIAPRESTSERV SRL,J40/5063/2011,AMIA TRAVEL,28389103,"STR. Nerva Traian , NR. 14A  , ET. 2 , AP. 17","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,www.amiatravel.ro,amiatravel@yahoo.com,,,
630,Licenta,17.01.2019,TRAVEL POINT SRL,J29/2126/2017,TRAVEL POINT,19170189,"STR. Coştilei , NR. 38A",Oraş Buşteni,PRAHOVA,Organizatoare,www.travelpoint.com.ro,office@travelpoint.com.ro; magda@ravelpoint.com.ro,,,
631,Licenta,17.01.2019,VIP TOURS IMPEX SRL,J52/675/1994,VIP TOURS,6770815,"STR. Bucureşti  , BL. 103",Mun. Giurgiu,GIURGIU,Intermediara,www.viptours.ro,viptours94@yahoo.com,,,
632,Licenta,17.01.2019,EUROCREDIT SRL,J33/1758/2007,GENERAL TURISM,22789119,"STR. Mărăşeşti , NR. 6A , BL. 11",Mun. Suceava,SUCEAVA,Intermediara,www.generalturism.ro,office@generalturism.ro,,,
633,Licenta,17.01.2019,LAILA & HANA IMPORT-EXPORT SRL,J40/2805/1997,OMAR SI PRIETENII,9357954,"STR. Maria Hagi Moscu , NR. 4","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,peniugreta @gmail.com,,,
634,Licenta,17.01.2019,TRIGO UNIVERSE SRL,J23/3722/2018,TRIGO TRAVEL,35328419,,Com. Domneşti,ILFOV,IntermediaraOnline,www.trigotravel.ro,office@trigotravel.ro,,,
635,Licenta,17.01.2019,ETALON TRAVEL SRL,J40/12797/2016,ETALON TRAVEL,29231453,"STR. Gramont , NR. 38   , AP. 1","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.etalontravel.ro,contact@etalontravel.ro,,,
636,Licenta,17.01.2019,TALE TRAVEL S.R.L.,J13/217/2016,TALE TRAVEL,35540577,"STR. Cuza Vodă , NR. 72  , ET. 2",Mun. Constanţa,CONSTANŢA,IntermediaraOnline,www.b2b.taletravel.ro,"accounting@taletravel.ro,",,,
637,Licenta,17.01.2019,RUNNING TOURS 2014 SRL,J31/380/2014,DRAW TRAVEL,33754507,"STR. Stadionului , NR. 1 , BL. S1 , ET. 2 , AP. 4",Mun. Zalău,SĂLAJ,IntermediaraOnline,www.drawtravel.ro,contact@drawtravel.ro,,,
638,Licenta,08.08.2024,EURO TRAVEL SRL,J27/108/2007,DESCOPERA LUMEA,20744846,NR. 18,Mun. Piatra Neamţ,NEAMŢ,Organizatoare,www.mega-travel.ro,accounting@taletravel.ro,,,
639,Licenta,17.01.2019,J INFO TOURS SRL,J40/2734/1991,J INFO TOURS,445220,"STR. Jules Michelet , NR. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.jinfotours.ro,office@jinfotours.ro,,,
64,Licenta,31.10.2018,SC GOMAR TRAVEL SRL,J6/638/2012,GOMAR TRAVEL,30764590,"STR. Petru Rareş , NR. 11",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Intermediara,www.gomartravel.ro,,,,
640,Licenta,17.01.2019,AEROTRAVEL S.R.L.,J40/8755/97,AEROTRAVEL,9919750,"NR. 31  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.aerotravel.ro,bucuresti@aerotravel.ro,,,
641,Licenta,19.01.2024,ELIXIR ORIENTAL SRL,J24/517/2023,SUPER MAGIC,47908916,"STR. Victoriei , NR. 75   , AP. 35",Mun. Baia Mare,MARAMUREŞ,IntermediaraOnline,www.aerotravel.ro,lili.rednic@yahoo.com,,,
642,Licenta,18.01.2019,CONDORLINE SRL,J17/607/2006,CONDOR,18545124,"STR. Oţelarilor , NR. 14 , BL. M19  , AP. 41",Mun. Galaţi,GALAŢI,Intermediara,www.condorline.ro,agcondor@yahoo.com,,,
643,Licenta,02.09.2020,PAVEL TRAVEL SRL,J38/404/2011,PAVEL TRAVEL,28923880,"STR. Regina Maria , NR. 7 , BL. C1  , AP. 7",Mun. Râmnicu Vâlcea,VÂLCEA,IntermediaraOnline,www.drumbunweb.ro,anca.pavel@drumbunweb.ro,,,
644,Licenta,18.01.2019,KANGOO TRAVEL SRL-D,J40/9/2015,KANGOO TRAVEL,33938330,"STR. Talazului , NR. 43","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Intermediara,www.kangootravel.ro,office@kangootravel.ro,,,
645,Licenta,18.01.2019,AMICITIA TRAVEL SRL,J03/297/1997,AMICITIA TRAVEL,9517303,"STR. Libertăţii , NR. 16 , BL. P3  , AP. 4",Mun. Piteşti,ARGEŞ,Organizatoare,www.amicitia-travel.com,amicitiatravelro@yahoo.com,,,
646,Licenta,18.01.2019,VARADINUM TRAVEL,J5/163/1994,VARADINUM TRAVEL,5752950,"STR. Iuliu Maniu , NR. 12   , AP. 1B",Mun. Oradea,BIHOR,Organizatoare,www.varadinumtravel.ro,martondattila@yahoo.com,,,
647,Licenta,18.01.2019,EUROTRIP 2008 SRL,J39/486/2003,EUROTRIP,15597480,"STR. Vrancei , NR. 10",Mun. Focşani,VRANCEA,Organizatoare,www.vacanta-eurotrip.ro,trip@vacanta-eurotrip.ro,,,
648,Licenta,18.01.2019,VIKINGUL SALTARET SRL,J40/2262/2015,VIKINGUL SALTARET,34155166,"STR. Dimitrie Cantemir , NR. 17 , BL. 10 , ET. 6 , AP. 61","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.vikingul-saltaret.com,vikingul.saltaret@yahoo.com,,,
649,Licenta,18.01.2019,TRAVELAND TOURS SRL,J40/16701/2017,TRAVELAND TOURS,38292794,"NR. 7   , AP. 3","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.traveland-romania.com,denisa@traveland-romania.co,,,
65,Licenta,31.10.2018,SC RAMDAN TRAVEL SRL,J38/502/2013,ROYAL TOURS & TRAVEL,32257984,"STR. Calea lui Traian , NR. 109 , BL. 1  , AP. 3",Mun. Râmnicu Vâlcea,VÂLCEA,Intermediara,,royaltours2013@yahoo.com,,,
650,Licenta,19.05.2023,SCANIO SRL,J40/8698/1991,SCANIO TRAVEL,1566874,"STR. Ion Câmpineanu , NR. 11   , ET. 7","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.scanio.ro,office@scanio.ro,,,
651,Licenta,06.04.2023,ZIMA TOUR AND TRAVEL SRL,J40/9321/2018,ZIMA TOUR AND TRAVEL,39557822,"STR. Mihai Bravu , NR. 180 , BL. 211","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.zimatravel.ro,office@zimatravel.ro,,,
652,Licenta,07.05.2019,FIORI DIAMOND SRL,J15/381/2015,FIORI TRAVEL,34643523,"STR. G-ral Matei Vlădescu , NR. 9  , ET. PARTER , AP. 1",Mun. Târgovişte,DÂMBOVIŢA,Organizatoare,www.fioritravel.ro,office@fioritravel.ro,,,
653,Licenta,18.01.2019,ENTERPRISE TRAVEL SRL,J08/809/2011,TREND TRAVEL,28467708,"STR. Nicolae Bălcescu , NR. 43",Mun. Braşov,BRAŞOV,Organizatoare,www.trendtravel.ro,office@trendtravel.ro,,,
654,Licenta,20.12.2021,GEOARHIVA SRL,J40/13225/2017,GEOARHIVA,38009864,"STR. Duzilor , NR. 1   , AP. 4","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.geoarhiva.com,geoarhiva@gmail.com,,,
655,Licenta,18.01.2019,GUEST PLANET SRL,J33/1858/2017,TRIP 2 EXPLORE,38459389,"STR. Bradului , NR. 2",Oraş Gura Humorului,SUCEAVA,Organizatoare,,anca.sarbu13@yahoo.com,,,
656,Licenta,18.01.2019,TOP TRAVEL GOLD SRL,J4/265/2015,TOP TRAVEL GOLD,34208546,"STR. 9 Mai , NR. 52   , AP. 2",Mun. Bacău,BACĂU,Intermediara,www.toptravelbc.ro,toptravel@bacau.rdsmail.ro,,,
66,Licenta,31.10.2018,SC EDISEA INFO SRL,J26/843/2012,EDISEA TRAVEL,30614258,"NR. 6   , AP. 2",Oraş Luduş,MUREŞ,Intermediara,www.ediseatravel.ro,ediseatravel@yahoo.com,,,
660,Licenta,28.04.2021,GOLD VOYAGE SRL,J40/3700/2007,GOLD VOYAGE,21179058,"STR. Securei , NR. 2   , AP. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.goldvoyage.ro,office@goldvoyage.ro,,,
661,Licenta,18.01.2019,PS MULTISERVICES SRL,J16/480/2005,STAR TOURS,17310120,"STR. Unirii , NR. 30",Mun. Craiova,DOLJ,Organizatoare,www.startours.ro,office@startours.ro,,,
662,Licenta,18.01.2019,RUTH-DIANA SRL,J28/1461/1994,RUTH DIANA,6757387,"STR. Primăverii , NR. 22 , BL. F A20 , ET. PARTER , AP. 4",Mun. Slatina,OLT,Intermediara,www.ruthdiana.ro,ruthdiana1967@yahoo.com,,,
663,Licenta,21.01.2019,GALTOUR SRL,J17/511/1991,GALTOUR,1639780,"STR. Domnească , NR. 15",Mun. Galaţi,GALAŢI,Organizatoare,www.galtour.ro,turism@galtour.ro,,,
664,Licenta,14.10.2020,BEYOND DRACULA TRAVEL SRL,J40/4773/2012,BEYOND DRACULA,30119810,"STR. Bogdan Petriceicu Haşdeu , NR. 11   , AP. 2",Mun. Timişoara,TIMIŞ,OrganizatoareOnline,www.beyonddracula.com,office@beyondracula.com,,,
665,Licenta,21.01.2019,MADAGASCAR TRAVEL SRL,J40/3982/2011,MADAGASCAR TRAVEL,28286671,"STR. Lunguleţu , NR. 6 , BL. D14  , AP. 45","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.madagascartravel.ro,office@madagascartravel.ro,,,
666,Licenta,21.01.2019,ALFA TRAVEL SRL,J40/9312/1996,ALFA TRAVEL,8971149,"STR. Floreasca , NR. 76","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.alfatravel.ro,office@alfatravel.ro,,,
667,Licenta,21.01.2019,CARDINAL 2003 SRL,J35/1812/1991,CARDINAL VACANCE,1820726,"STR. Bogdăneştilor , NR. 4",Mun. Timişoara,TIMIŞ,Organizatoare,www.cardinal-vacance.ro,cardinal@cardinal-vacance.ro,,,
668,Licenta,21.01.2019,GOT TRAVEL TOUR SRL,J12/6671/2017,GOT TRAVEL,38574264,"STR. Moţilor , NR. 143 - 145",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.gottravel.ro,contact@gottravel.ro,,,
669,Licenta,21.01.2019,RCI CLUB TURISM SRL,J35/4254/2018,RCI CLUB TURISM,40227615,"STR. Vegetaţiei , NR. 6 , BL. 40 , ET. 1 , AP. 7",Mun. Timişoara,TIMIŞ,IntermediaraOnline,www.rezervarivacante.ru,office@rezervarivacante.ru,,,
67,Licenta,01.11.2018,SC TRAVEL WITH US TOUR SRL,J23/2548/2013,TOUR FN,32160530,"STR. Colentina , NR. 426-","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Intermediara,,office@tourfn.ro,,,
671,Licenta,21.01.2019,TRANSILVANICUM TRAVEL SRL,J19/349/2013,TRANSILVANICUM,32502722,"STR. Pietroasă , NR. 18  , ET. 2 , AP. 12",Mun. Odorheiu Secuiesc,HARGHITA,OrganizatoareOnline,www.transilvanicumtravel.ro,office@transilvanicumtravel.ro,,,
6719,Licenta,29.09.2009,NESEK LUKASZ,,ESKY.PL S.A,,,,,Transfrontaliera,,,,,
672,Licenta,14.04.2021,REDEX TOUR SRL,J24/617/2015,REDEX TOUR,34681764,"STR. George Coşbuc , NR. 9   , AP. 17",Mun. Baia Mare,MARAMUREŞ,Intermediara,www.redextour.ro,office@redextour.ro,,,
673,Licenta,07.05.2019,EVOLUTION TRAVEL SRL,J40/23182/2007,EVOLUTION TRAVEL,22902063,"STR. Baia de Aramă , NR. 1 , BL. C , ET. 7 , AP. 36","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.travelpage.ro,office@evotravel.ro,,,
674,Licenta,21.01.2019,DEEA TRAVEL INTERNATIONAL SRL,J40/19848/2008,DEEA TRAVEL INTERNATIONAL,24787637,"STR. Ion Mihalache , NR. 66   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.deeatravel.ro,office@deeatravel.ro,,,
675,Licenta,21.01.2019,WORLD CLASS TRAVEL SRL,J13/634/2012,WORLD CLASS TRAVEL,18427919,"STR. Tomis , NR. 230 , BL. TD13 , ET. 1 , AP. 24",Mun. Constanţa,CONSTANŢA,Organizatoare,www.worldct.ro,ticketing@worldct.ro,,,
676,Licenta,22.10.2020,DESTINATION TOUR SRL,J40/2801/2013,DESTINATION TOUR,31313067,"STR. Ion Agârbiceanu , NR. 3-11  , ET. 1 , AP. 8","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.destinationtour.ro,office@destinationtour.ro,,,
677,Licenta,12.02.2024,ECOVOYAGE SRL,J40/4560/2006,ECOVOYAGE TOUR,18496749,"STR. Matei Basarab , NR. 96 , BL. L122 , ET. P , AP. 24","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.ecovoyage.ro/www.ecovoyagetour.ro,office@ecovoyage.ro,,,
678,Licenta,20.12.2021,RAPSODIA TOUR S.R.L.,J40/13766/2012,RAPSODIA TOUR,30939497,"STR. Neajlovului , NR. 47","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.rapsodiatour.ro,office@rapsodiatour.ro,,,
679,Licenta,15.05.2024,AC UNITED TRAVEL,J40/16510/2018,AC UNITED TRAVEL,40166925,"STR. Alba Iulia , NR. 5 , BL. 14","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,satumare@christiantour.ro,,,
68,Licenta,01.11.2018,SC EYOROM SRL,J40/13256/2013,EYOTURISM,32402715,"STR. Budacu , NR. 5 , BL. M3 , ET. 1 , AP. 67","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.eyoturism.ro,office@eyoturism.ro,,,
680,Licenta,21.01.2019,HOLIDAY WAYS TOURS & TRAVEL SRL,J40/1838/2018,HOLIDAY WAYS TOURS AND TRAVEL,38831333,"STR. Ion Câmpineanu , NR. 25  , ET. 11 , AP. 63","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.holidayways.ro,office@holidayways.ro,,,
681,Licenta,04.05.2021,IOANA SRL,J29/655/1991,IOANA TOURING,1324781,"STR. Carol I , NR. 11 , BL. P4 , ET. PARTER , AP. 4",Mun. Câmpina,PRAHOVA,Organizatoare,,ioana_turism@yahoo.com,,,
683,Licenta,21.01.2019,TRAVION EXPRES SRL,J40/13974/2018,TRAVION EXPRES,39934825,"NR. 16 CAM 706  , ET. 7","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Intermediara,,sbarbacaru@yahoo.com,,,
684,Licenta,23.04.2019,FIBEC TRAVEL SRL,J29/3444/2008,FIBEC TRAVEL,24899444,NR. 11A,Mun. Câmpina,PRAHOVA,Organizatoare,,agentie.fibec@yahoo.com,,,
685,Licenta,21.01.2019,COMPLET TOUR SRL,J40/6849/2012,COMPLET TOUR,30318198,"STR. Trestiana , NR. 3 , BL. 23 , ET. 5 , AP. 66","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.complettour.ro,office@complettour.ro,,,
687,Licenta,21.01.2019,EHUA TRAVEL SRL,J23/1382/2016,EHUA TRAVEL,35893080,NR. 14A,Com. Corbeanca,ILFOV,Organizatoare,,peng-silvana68@yahoo.com,,,
688,Licenta,21.01.2019,ASK 2 TRAVEL SRL,J8/2410/2018,ASK 2 TRAVEL,40037084,"STR. 15 Noiembrie , NR. 50A   , AP. 12",Mun. Braşov,BRAŞOV,Intermediara,www.ask2travel.ro,simsimolly@hotmail.com,,,
689,Licenta,28.08.2020,REZERVARE.RO TURISM SRL,J40/4167/2006,REZERVARE.RO TURISM,18473869,"STR. Matei Basarab , NR. 16","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.rezewrvare.ro,rezervare@rezervare.ro,,,
69,Licenta,03.09.2020,SC MAGIC MOMENTS SRL,J25/43/2006,SEVERIN TOUR,18309603,"STR. Tudor Vladimirescu , NR. 52",Mun. Drobeta-Turnu Severin,MEHEDINŢI,Organizatoare,www.severintour.ro,office@severintour.ro,,,
690,Licenta,21.01.2019,ICAR TOURS LITORAL SRL,J13/2440/2008,ICAR TOURS LITORAL,24178707,"STR. Constanţei  , BL. P4AB , ET. P",Mun. Mangalia,CONSTANŢA,Organizatoare,www.icar.ro,mangalia@icar.ro,,,
691,Licenta,03.06.2019,WUVAM TOURS SRL,J2/1600/2017,WUVAM TOURS,38147255,"STR. Cloşca , NR. 2   , AP. 4",Mun. Arad,ARAD,Intermediara,www.wuvamtours.ro,wuvamtours@gmail.com,,,
692,Licenta,22.01.2019,EXPRO - TURISM - CONSTRUCTII SRL,J33/589/1994,RAMONA TOURISM & TRAVEL,5526210,STR. Republicii,Oraş Gura Humorului,SUCEAVA,Organizatoare,www.ramonatourism.ro,office@ramonatourism.ro,,,
693,Licenta,22.01.2019,DREAM HOLIDAYS RESERVATIONS SRL,J40/10061/2011,DREAM HOLIDAYS RESERVATIONS,29008401,"STR. Iuliu Maniu , NR. 7  , ET. P","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.dreamholidays.com.ro,office@dreamholidays.com.ro,,,
694,Licenta,22.01.2019,GAMA TRAVEL SRL,J12/3690/2004,HOLIDAYS INC,16846279,"STR. Dorobanţilor , NR. 18 - 20  , ET. PARTER",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.takeatrap.ro,office@holidaysinc.ro,,,
695,Licenta,03.01.2022,MILLENNIUM TOUR CORPORATE MANAGEMENT S.R.L.,J40/19063/2017,MILLENNIUM TOUR CORPORATE,38486626,"STR. C. A. Rosetti , NR. 17","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.millenniumtour.ro,luiza.terzian@millenniumtour.ro,,,
696,Licenta,22.01.2019,NICOLAS PEREGRINACION S.R.L.,J8/483/2014,NICOLAS TOUR,32970588,NR. 647,Com. Vama Buzăului,BRAŞOV,Organizatoare,www.rumania-viaje.com,info@viaje-rumania.com,,,
697,Licenta,12.03.2019,AMARYLLIS AGROTUR SRL,J21/342/2010,AMARYLLIS TOUR,27426068,"STR. Matei Basarab  , BL. X  , AP. 2",Mun. Slobozia,IALOMIŢA,Organizatoare,www.amaryllistour.ro,office@amaryllistour.ro,,,
698,Licenta,22.01.2019,BIROUL DE TURISM SI AGREMENT SRL,J52/273/2009,BIROUL DE TURISM SI AGREMENT,25513591,"STR. Bucureşti  , BL. 104  , AP. 31",Mun. Giurgiu,GIURGIU,Intermediara,,bta.giurgiu@gmail.com,,,
699,Licenta,13.10.2025,NOBIL TRAVEL SRL,J2003013500402,NOBIL TRAVEL,15801481,"STR. Câmpineanca , NR. 6 , BL. T2 , ET. 3 , AP. 27","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,www.nobiltravel.ro,office@nobiltravel.ro,,,
7,Licenta,17.03.2021,ARTFLY TRAVEL SRL,J12/3594/2018,ARTFLY TRAVEL,39736089,"NR. 11G   , AP. 1",Com. Floreşti,CLUJ,Organizatoare,www.artfly-travel.com,office@artfly-travel.com,,,
70,Licenta,24.05.2022,SC VISE & VIZE FACTORY SRL,J29/2095/2018,VISE & VIZE FACTORY,40011785,NR. 22,Oraş Breaza,PRAHOVA,Organizatoare,www.visesivize.ro,office@visesivize.ro,,,
700,Licenta,22.01.2019,GROUP G4 PROMOTION SRL,J03/406/2003,ACTIV EVENTURIA by ACTIV TOURS & TRAVELS,15308727,"STR. Victoriei , NR. 9",Mun. Piteşti,ARGEŞ,Organizatoare,www.activtours.ro,info@activtours.ro,,,
701,Licenta,22.07.2021,VIKING TRAVEL & MEDIA SRL,J27/1676/2007,VIKING TRAVEL,22981091,"STR. Decebal , NR. 90 , BL. A1  , AP. 50",Mun. Piatra Neamţ,NEAMŢ,Intermediara,www.viking-travel.ro,office@viking-travel.ro,,,
702,Licenta,22.01.2019,ACAOMIC SRL,J17/136/1998,ACADEMIC,10228589,"STR. Siderurgiştilor , NR. 2 , BL. I1  , AP. 6",Mun. Galaţi,GALAŢI,Organizatoare,www.academictravel.ro,academic_galati@yahoo.com,,,
703,Licenta,02.03.2022,ECOLINE TRAVEL SRL,J8/2058/2005,ECOLINE TRAVEL,17883038,"STR. Tudor Arghezi , NR. 17 , BL. C25  , AP. P3",Mun. Braşov,BRAŞOV,Intermediara,www.ecolinetravel.ro,simona@ecoline.ro,,,
704,Licenta,22.01.2019,TIALCO SRL,J1/72/2005,ALTIA TRAVEL,17148495,"STR. 1 Decembrie 1918 , NR. 14",Mun. Alba Iulia,ALBA,Intermediara,www.altiatravel.ro,office@altiatravel.ro,,,
706,Licenta,12.04.2019,ANMICRI SRL,J16/171/2003,KRISTIANA TOUR,15203330,"STR. Romul , NR. 5 , BL. B1  , AP. 1",Mun. Craiova,DOLJ,Organizatoare,www.kristianatour.ro,office@kristianatour.ro,,,
707,Licenta,02.09.2020,PRESTIGE TOURS GLOBAL SRL,J40/12449/2018,PRESTIGE TOURS GLOBAL,39815271,NR. 91,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.prestige.ro,office@prestigetours.ro,,,
708,Licenta,22.01.2019,PANORAMA TOURS ROMANIA SRL,j5/2168/2008,PANORAMA TOURS ROMANIA,24385885,"STR. Simion Bărnuţiu , NR. 2",Mun. Oradea,BIHOR,Organizatoare,www.panoramatours.ro,office@panoramatours.ro,,,
709,Licenta,22.01.2019,AVANTAGE HAPPY VOYAGE SRL,J36/368/2014,DECAR TOUR,33712250,"STR. Independenţei , NR. 1",Mun. Tulcea,TULCEA,Organizatoare,www.decartour.ro,office@decartour.ro,,,
71,Licenta,01.11.2018,SC EMMA COM-PRODIMEX IMPORT EXPORT SRL,J23/2681/2002,EMMA TRAVEL,6311723,"STR. Banatului , NR. 36",Oraş Chitila,ILFOV,Intermediara,www.emmatravel.ro,office@emmatravel.ro,,,
710,Licenta,22.01.2019,EVOTUR MANAGEMENT SRL,J40/9658/2016,EVOTUR,36321613,"STR. Brăilei , NR. 4 , BL. H  , AP. 3",Mun. Galaţi,GALAŢI,Intermediara,www.evotur.ro,office@evotur.ro,,,
711,Licenta,18.07.2022,TEROX TRAVEL SRL,J40/9908/2022,TEROX TRAVEL,33674041,"STR. Barbu Văcărescu , NR. 102   , AP. 4","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.teroxtravel.com,office@teroxtravel.com,,,
712,Licenta,22.01.2019,MARY TOUR GRUP SRL,J40/11771/2004,MARY TOUR GRUP,16620157,"STR. Unirii , NR. 74 , BL. J3B , ET. 6 , AP. 18","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.rumania-viges.com,viages@rumania-viages.com,,,
713,Licenta,22.01.2019,TRAVIS TOURISM SRL,J4/168/2003,TRAVIS,15229550,"STR. I. L. Caragiale , NR. 2A-4A   , AP. 9",Mun. Bacău,BACĂU,Intermediara,www.travistourism.ro,office@travistourism.ro,,,
714,Licenta,22.01.2019,FANTASY HOLIDAY SRL,J9/432/2018,FANTASY HOLIDAY,39539559,"STR. Călăraşilor , NR. 45",Mun. Brăila,BRĂILA,Intermediara,www.fantasyholiday.ro,fantasy.braila@gmail.com,,,
715,Licenta,28.08.2020,PINK PANTHER TEAM SRL,J12/2889/2012,PINK TRAVEL,30835577,"STR. Partizanilor , NR. 99",Mun. Cluj-Napoca,CLUJ,Intermediara,www.pink-travel.ro,office@pink-travel.ro,,,
716,Licenta,22.01.2019,ADO CRUISE SRL,J12/282/2011,PACIFIC TRAVEL,28033407,"STR. Patriciu Barbu , NR. 86",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.rocroaziere.com,info@rocroaziere.com,,,
717,Licenta,08.11.2023,SUNNY TOURS SRL,J2/138/2008,SUNNY TOURS,23139378,"STR. Victoriei , NR. 28",Mun. Arad,ARAD,Intermediara,www.sunnytours.ro,sunnytours2010@gmail.com,,,
718,Licenta,04.10.2021,COLLEONI SRL,J26/411/2001,COLLEONI TRAVEL,13940106,"STR. Fabricii de Zahăr , NR. 37",Mun. Cluj-Napoca,CLUJ,IntermediaraOnline,www.colleonitravel.com,colleonitravel@gmail.com,,,
719,Licenta,04.12.2025,SOLAR GLOBAL  VISION SRL,J29/1412/2010,SOLAR TRAVEL & EVENTS,27702317,"NR. 87   , AP. E","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.solarevenrts.ro,office@solarevents.ro,,,
72,Licenta,03.03.2025,HOTELAIR,j40/5555/2001,HOTELAIR,13943226,"STR. Nerva Traian , NR. 3  , ET. 6 , AP. birou 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.hotelair.net,office@hotelair.net,,,
720,Licenta,14.02.2023,PRISCOM TRAVEL SRL,J7/87/2014,PRISCOM TRAVEL,32917002,"STR. Naţională , NR. 91  , ET. 2",Mun. Botoşani,BOTOŞANI,Organizatoare,,botosani@priscomtravel.ro,,,
721,Licenta,22.01.2019,DIVAL OFFICE ADIOAN SRL,J29/872/2010,SUNRISE TRAVEL,27155511,"STR. Carol I , NR. 36 , BL. 6 D",Mun. Câmpina,PRAHOVA,Organizatoare,www.sunrise-travel.eu,adrian.oancea@sunrise-travel.eu,,,
722,Licenta,22.01.2019,SAPPHIRE TRAVEL & BUSINESS SRL,J10/592/2015,SAPPHIRE TRAVEL,34829667,"STR. Unirii  , BL. 16F",Mun. Buzău,BUZĂU,Intermediara,www.sapphiretravel.ro,sapphiretravel@yahoo.com,,,
