email,company,country,city,website,buyer_authority,contract_value
schulte-huxel@lapro-dorsten.de,LAPRO GmbH,DEU,Reken,,Bundesanstalt für Landwirtschaft und Ernährung (BLE),
scop-likevic@insako.hr,INSAKO d.o.o.,HR,Zagreb,,Srednja skola "Arboretum Opeka",318333.85
scprosementi@yahoo.com,PROSEMENTI S.R.L.,RO,Fundulea,https://prosementi.ro,PENITENCIARUL CRAIOVA PELENDAVA,258558.6
SCPROSEMENTI@YAHOO.COM,PROSEMENTI S.R.L.,ROU,Fundulea,,REGIA NATIONALA A PADURILOR - ROMSILVA DIRECTIA DE CRESTERE, EXPLOATARE SI AMELIORARE A CABALINELOR R.A.,1083128.85
seap@salplus.ro,Salamandra Plus,RO,Baia Sprie,www.elicitatie.ro,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,915279.27
seap@samarameat.com,SAMARA  MEAT,RO,Baia Sprie,,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,2454579.63
sebastian.ruszewski@ampol-merol.pl,AMPOL-MEROL Sp. z o.o.,POL,Wąbrzeźno,,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,124798.15
sebastien.leclerc@socopa.fr,SOCOPA VIANDES,FRA,VILLEFRANCHE D'ALLIER,https://www.socopa.fr,HOSPICES CIVILS DE BEAUNE,1114381
sekretariat@ilavsky.sk,Jakub Ilavský, s. r. o.,SVK,Trenčín,,Fakultná nemocnica s poliklinikou J. A. Reimana Prešov,9588.00
sekretariat@matthias.com.pl,Zakład Przetwórstwa Mięsa „Matthias” Spółka z ograniczoną odpowiedzialnością,POL,Modliborzyce,https://www.matthias.com.pl,Uniwersytecki Szpital Kliniczny im. Fryderyka Chopina w Rzeszowie,1482367.9
sekretariat@pcmkk.pl,Pomorskie Centrum Mięsne K&K Sp. z o.o.,POL,Gdańsk,https://pcmkk.pl,22. Baza Lotnictwa Taktycznego ,637111.89
senan.clandillon@c3.ie,Clandillon Civil Consulting,IRL,Naas,https://www.c3.ie,Meath County Council,
sentromcris@yahoo.ro,SENTROMCRIS,RO,Braila,,Universitatea Dunarea de Jos,1426395.2
service.commercial@pno.totalenergies.com,TotalEnergies Proxi Nord-Ouest,FRA,NANTES CEDEX 4,,Concarneau Cornouaille Agglomération,528080
servicecontrat@legallais.com,LEGALLAIS,FRA,Hérouville-saint-Clair,,Ville de Concarneau,280000
servizioclienti@teofarma.it,TEOFARMA SRL - lots 3-5-15,FRA,Valle Salimbene (Italie),,CHU de Lille - ES du GHT LMFI,3193780.82
sharon.concarr@renaulttrucks.ie,Setanta Vehicle Importers Ltd,IRL,Dublin,https://www.setantatrucks.ie,Meath County Council,
sicrea@eastpec.it,Sicrea Srl,ITA,campi bisenzio,,Fondazione Carnevale Viareggio,300000.00
sidonia.radut@gmail.com,DAR-NIC IRI CONF,RO,Pitesti,www.darnic.com,Directia Generala de Asistenta Sociala si Protectia Copilului Arges,1009976.7
sigismund_com@yahoo.com,SIGISMUND COM,RO,soimus,www.sigismund-com.ro,SPITALUL JUDETEAN SATU MARE,12862764.0
silvapan_pansilva@yahoo.com,SILVA PAN SRL,RO,Utvin,,Spitalul Clinic Municipal de Urgenta Timisoara,0
silviagutierrez@embajadores.es,CARNES IBERICAS DEL NORTE, S.L.,ESP,Vitoria-Gasteiz,,OSAKIDETZA - Servicio Vasco de Salud - Hospital Universitario Donostia,912665.98
sirf.marche@ds-restauration.com,SIRF,FRA,La Chataigneraie,,Angers Loire Restauration,
siw@fioriblomster.no,FioriBlomster AS,NOR,Nærsnes,,Asker kommune,10000000
skokicklaonica@gmail.com,Skokic d.o.o.,HR,Kastel Sucurac,,Sveuciliste u Splitu, Studentski centar Split,2897487.5
slawomir.kopczynski@gobarto.pl,Gobarto S.A.,POL,Warszawa,,AGENCJA BEZPIECZEŃSTWA WEWNĘTRZNEGO,1731460.15
sllfoh@freshtoday.ie,School Lunches Catering Ltd,IRL,Longford,https://www.freshtoday.ie/,Louth and Meath Education and Training Board 1384,2700000
slstender@scientific-labs.com,Scientific Laboratory Supplies (Ireland) Ltd,IRL,Dublin 2,,Louth and Meath Education and Training Board 1384,
sobreizh.marches@krill.fr,SO BREIZH,FRA,KERVIGNAC,,REGION BRETAGNE
,11971617
societe-tanneau@orange.fr,TANNEAU,FRA,CONCARNEAU,,Ville de Concarneau
,2020000
soldanus@soldanus.sk,Soldanus Group s.r.o.,SVK,Fiľakovo,,Banskobystrický samosprávny kraj,25067.72
somair.chassieu@hydralians.com,HYDRALIANS SOMAIR GERVAT,FRA,CHASSIEU,,Ville d'Evian (74),477000
somogyics@ikragrar.hu,IKR Agro-Vár Mezőgazdasági és Szolgáltató Korlátolt Felelősségű Társaság,HUN,Demecser,,Bábolna Nemzeti Ménesbirtok,64563900.00
soniahuchette@yahoo.fr,BOUCHERIE DES ELEVEURS,FRA,Auch,,MarketPlace Occitanie Centrale d'achat alimentaire,66429008.52
sorana.ciutacu@europrod.ro,EUROPROD SA,RO,Bacau,www.agricola.ro,Universitatea Tehnica din Cluj-Napoca,577358.9
sorionbaleni@gmail.com,SORION BĂLENI,ROU,Baleni,https://www.e-licitatie.ro,Spitalul Universitar de Urgenta Militar Central "Dr. Carol Davila",2383110.1
spantalon@kpmg.com,KPMG Croatia d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,3723800.0
spicul2@dorolact.ro,SPICUL 2,RO,Dorohoi,www.dorolact.ro,SPITALUL JUDETEAN DE URGENTA"SFANTUL IOAN CEL NOU"SUCEAVA,2331651.0
s.placzkiewicz@elmar-pro.pl,Elmar-Pro Sp. z o.o.,POL,Chodecz,,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,124798.15
sprezdaz@john.com.pl,PPHU „JOHN” Paweł John ,POL,Grotniki,,4. Wojskowy Szpital Kliniczny z Polikliniką Samodzielny Publiczny Zakład Opieki Zdrowotnej we Wrocławiu,692040
sprzedaz@john.com.pl,Przedsiebiorstwo Produkcyjno Handlowo Usugowe Pawe John,PL,Grotniki,,Zakad Karny w Woowie,424250.0
sprzedaz@zmwarmia.pl,MARDI Sp. z o.o.,POL,Biskupiec,,Instytut "Pomnik-Centrum Zdrowia Dziecka",633202.15
SShanahan@anglo-irish.com,Anglo Irish Refrigeration Limited,IRL,Ashbourne,www.anglo-irish.com,Longford and Westmeath Education and Training Board,
stedyan.br@gmail.com,STEDYAN COM S.R.L.,ROU,Braila,https://www.stedyan.ro,UNIVERSITATEA DUNAREA DE JOS,5414984.2
stefanie.gastberger@hoellerschmid.at,Fleischwaren Höllerschmid GmbH,AUT,Walkersdorf,,NÖ Landesgesundheitsagentur,173808.03
stegemann@lueke-co.de,LÜKE & CO. GMBH,DEU,Alemania,,Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda,
steinmetz1@aon.at,Steinmetz Leopold e.U.,AUT,Kematen an der Ybbs,,NÖ Landesgesundheitsagentur,145289.00
stentiu@brennanco.ie,PJ Brennan and Company Limited trading as Brennan and Co,IRL,Dublin,www.brennanco.ie,Louth and Meath Education and Training Board 1384,
stephanie.delumeau@anjouvolailles.fr,SAS ANJOU VOLAILLES,FRA,CHALONNES SUR LOIRE,,Angers Loire Restauration,
stephen.dunne@lennox.ie,Laboratory Supplies Ltd. T/A Lennox,IRL,Dublin,,Louth and Meath Education and Training Board 1384,
stephen.holland@lafayette.ie,Armstrong and Oxford,IRL,Dublin,www.armstrongandoxford.com,Louth and Meath Education and Training Board 1384,
stephen@lowryconstruction.co.uk,Lowry Construction Ltd,GBR,CASTLEDERG,,Westmeath County Council,
stipan.misetic@pivac.hr,MESNA INDUSTRIJA BRAĆA PIVAC d.o.o.,HRV,Vrgorac,,Sveučilište u Splitu, STUDENTSKI CENTAR SPLIT,1203926
storhushall@andersson-tillman.se,Andersson & Tillman AB,SWE,UPPSALA,,Uppsala kommun,35200000
storm@storm.hr,Storm Computers d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,3001276.0
suciu_gx2@yahoo.com,ROALMISA INV,RO,Zalau,,Directia Generala de Asistenta Sociala si Protectia Copilului Maramures,3856875.87
sur_dorel@yahoo.com,DACOS DORU TOTAL,RO,Satu Mare,www.e-licitatie.ro,Spitalul Judetean Satu Mare,21736.0
susanne.dindorfer@kroeswang.at,Kröswang GmbH Böheimkirchen,AUT,Böheimkirchen,,NÖ Landesgesundheitsagentur,414913.50
susie@springboardcommunications.ie,Springboard Communications,IRL,cork,https://springboardcommunications.ie,Meath County Council,
sutaeva@gmail.com,LÓ-TÜNDÉR Korlátolt Felelősségű Társaság,HUN,Létavértes,,Hortobágyi Természetvédelmi és Génmegőrző Nonprofit Korlátolt Felelősségű Társaság,289919500.00
sylvie.blondel@davigel.fr,Sysco France SAS,FR,Dieppe,,Commune de Vertou,403565.0
sylvie.blondel@sysco.com,Sysco France Sas,FRA,Paris 12,,Centre Hospitalier Tarbes - Lourdes,7241322
sylvie.faucheux@cheville35.fr,CHEVILLE 35,FRA,MINIAC MORVAN,,REGION BRETAGNE
,11971617
taillandier-viandes@wanadoo.fr,TAILLANDIER,FRA,OUTREAU,,Lycée Berthelot (62),3354492
ta@interflora.no,Interflora Norge AL,NOR,BILLINGSTAD,,Asker kommune,10000000
tamas.irinel@yahoo.com,SC IRINEL SRL,RO,Valea Mare-Pravat,https://tamas.irinel.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Arges,2498205.7
TAMAS.IRINEL@YAHOO.COM,SC IRINEL SRL,ROU,Valea Mare-Pravat,https://www.irinel.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Arges,2326820.65
tarifs-admin@sodifragel.fr,SODIFRAGEL,FRA,DEMIGNY,https://sodifragel.fr/,HOSPICES CIVILS DE BEAUNE,1114381
tcavanagh@monami.ie,Monami Construction,IRL,Galway,www.monami.ie,Meath County Council,
televente@ets-chavey.com,Etablissements CHAVEY ,FRA,Custines,,GROUPEMENT DE COMMANDES LYCEE HENRI POINCARE,
tellimus@fruitxpress.ee,Fruit Xpress OÜ,EST, Jõelähtme vald,,Riigi Tugiteenuste Keskus,
telsy@pec.telsy.it,TELSY S.P.A.,ITA,TURIN,,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,95500
tendering@moston.ie,Moston Construction,IE,Dublin,,The Adelaide & Meath Hospital, Dublin Incorporating The National Children's Hospital (AMNCH),6223648.49
tenderOfficeFranceBNL@bausch.com,LABORAOTOIRE CHAUVIN - lot 105,FRA,Montpeliier Cedex 02,,CHU de Lille - ES du GHT LMFI,3193780.82
tender.office@t.ht.hr,Hrvatski Telekom d.d.,HRV,Grad Zagreb,https://www.t.ht.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,23192815.8
tender@printshop.hr,PRINTSHOP d.o.o.,HRV,Zadar,,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,57219.2
tenders@electricalworld.com,Electrical World Limited,GBR,Enniskillen,www.electricalworld.com,Longford and Westmeath Education and Training Board,
tenders@ftco.ie,Fehily Timoney and Company_66616,IRL,Cork,https://www.fehilytimoney.ie,Meath County Council,
tenders@hunterapparelsolutions.com,Hunter Apparel Solutions Limited,GBR,Derry,https://www.hunterapparelsolutions.com,Meath County Council,400000
tenders@ohmg.com,OHMG (Ireland) Ltd,IRL,Dundalk,www.ohmg.com,Meath County Council,
terese.awen@hemkop.se,Hemköpskedjan AB,SWE,Hedemora,,Upphandlingscenter Falun Borlänge-regionen,
terryknox@cd-group.com,Component Distributors,IRL,Dublin,,Longford and Westmeath Education and Training Board,
test@test.pl,Wykonawca,POL,Lublin,,Testowa,1000000
t.gulbicki@akahurt.pl,AKA sp. z o.o.,POL,Koszalin,,Dom Pomocy Społecznej Dom Kombatanta i Pioniera Ziemi Szczecińskiej,552481.83
thodoris@cytanet.com.cy,DIVRIS LTD,CYP,ΛΕΥΚΟΣΙΑ,https://cyprusregistry.com/companies/HE/144626,Υπουργείο Άμυνας,350000
thuwoong93@komsco.com,Korea Minting, Security Printing & ID Card Operating Corporation,PRK,República de Corea,,Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda,
tiflotehna@tiflotehna.hr,TIFLOTEHNA D.O.O.,HR,ZAGREB,,Hrvatska akademska i istrazivacka mreza - CARNET,38955.76
timesro@seznam.cz,TIME s. r. o.,CZE,Potěhy,https://time.sluzby.cz/,Zoologická zahrada hl. m. Prahy,
tiuks27@hotmail.com,OÜ Kvartus,EST, Kohila vald,,Saku Vallavalitsus,
tkotnik@vidi.hr,VIDI-TO d.o.o.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,5779183.7
t.murgia@charal.fr,CHARAL,FRA,QUIMPERLE?,,CENTRALE D'ACHAT DES CROUS - CNOUS,3334675
todos@todos.sk,Todos s.r.o.,SVK,Bratislava - mestská časť Lamač,https://www.todos.sk,VODOHOSPODÁRSKA VÝSTAVBA, ŠTÁTNY PODNIK,242170
toftinokalathi@cytanet.com.cy,ΤΟ ΦΘΗΝΟ ΚΑΛΑΘΙ ΛΤΔ,CYP,ΛΑΡΝΑΚΑ,www.cheapbasket.com.cy,Υπουργείο Άμυνας,350000
tomas@sgost.no,SERVICEGROSSISTEN ØST AS,NOR,LIERSKOGEN,,DRAMMEN KOMMUNE,25000000
toni.wendt@carlsberg.com,Traitomic, Carlsberg Research Laboratory,DK,Kbenhavn V,,University of Copenhagen,4500000.0
tony@portfoliogroup.ie,PFG Brand Attraction EU Ltd,IRL,Dublin,,Louth and Meath Education and Training Board 1384,
topaz@topaz24.pl,PHU Topaz Sp. z o.o.,POL,Sokołów Podlaski,https://topaz24.pl/,Miasto Mińsk Mazowiecki,1358792
torkjel.troneseriksen@oda.com,Oda Norway AS,NOR,Oslo,,Nittedal Kommune,
torzynski@maison-serrault.fr,MAISON SERRAULT,FRA,Capdenac-Gare,,MarketPlace Occitanie Centrale d'achat alimentaire,66429008.52
trade.nl@agtfoods.com,AGT Foods Europe BV,NLD,WAALWIJK,,Bundesanstalt für Landwirtschaft und Ernährung (BLE),
tradex2@wanadoo.fr,TRADEX S.A.S,FRA,Francia,,Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda,
trading@raiffeisen-agritrading.de,Raiffeisen AgriTrading Rhein-Main GmbH & Co.KG,DEU,Köln,,Bundesanstalt für Landwirtschaft und Ernährung (BLE),
transmeat@virserum.com,Dackebygdens kött i Virserum AB,SWE,Virserum,,Västerviks kommun,20000000
transportesmguerrero@gmail.com,MANUEL GUERRERO PULIDO,ESP,CORDOBA,,Junta de Gobierno del Ayuntamiento de Córdoba,40831.7
trantu_panait@yahoo.co.uk,LEGUME FRUCTE COM S.R.L.,RO,Bucuresti,www.SCLEGUMEFRUCTECOMSRL.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Sector 5,3118946.68
tresurco@gmail.com,TRESURCO, SL,ESP,VILLAMARTIN,,Subdirección General de Servicios Económicos y Pagadurías,164305
tsever@deloittece.com,Deloitte d.o.o.,HRV,Grad Zagreb,https://www2.deloitte.com/hr,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,647040
turc.bulbes@ernest-turc.fr,ERNEST TURC,FRA,LOIRE AUTHION,,Ville d'Evian (74),477000
t.vandewassenberg@agrifirm.com,Agrifirm Group B.V.,NLD,Apeldoorn,,Wageningen University & Research,
ufficio@giannistea.it,GIANNI STEA IMPORT EXPORT S.R.L.,ITA,ALTAMURA,,MILANO RISTORAZIONE S.P.A.,12968854.25
unimarcomoradea@gmail.com,S.C. UNIMAR COM S.R.L.,ROU,Oradea,https://www.e-licitatie.ro,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,1044058.3
unimar.com@rdslink.ro,S.C. UNIMAR COM S.R.L.,RO,Oradea,www.e-licitatie.ro,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,2454579.63
untaru_alvino@yahoo.com,ALVINO S.R.L.,RO,Galati,www.alvino.ro,Spitalul Clinic Judetean de Urgenta Sfantul Apostol Andrei,493700.04
upphandling@nassjo.se,Charkett Aktiebolag,SWE,Nässjö,,Nässjö Kommun,
ured-kontakt@nobium.hr,Nobium d.o.o.,HRV,Grad Zagreb,http://www.nobium.hr/hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,537969
ured@speranza.hr,SPERANZA d.o.o.,HRV,Grad Zagreb,https://speranza.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,496800
urves66@hot.ee,Osaühing Urves,EST, Pärnu linn,,Sihtasutus Jõulumäe Tervisespordikeskus,750000.00
vadyba@gruste.lt,UAB Gruste,LT,Mazeikiai,,Viesoji istaiga Respublikine Panevezio ligonine,257880.63
vahurvuks@gmail.com,Aktsiaselts BACULA,EST, Elva vald,,Sihtasutus Elva Teenused,
vaida.pacauskiene@officeday.lt,UAB "Officeday",LTU,Vilnius,,Gynybos resursų agentūra prie Krašto apsaugos ministerijos,7931263.67
vajda@vajda.hr,Mesna industrija-Vajda d.d. Cakovec,HR,Cakovec,,Sveuciliste u Splitu, Studentski centar Split,2897487.5
valcom50@yahoo.com,VALCOM 50,ROU,Bucuresti,https://www.valcom.ro,UNIVERSITATEA DUNAREA DE JOS,298921.82
Valentin.Foucault@sysco.com,SYSCO FRANCE,FRA,Souillac,,GHT Savoie Belley - CH Métropole Savoie,
valeria.bartkowiak@phprutkowscy.pl,SRD PHP Stefan Rutkowski,POL,Buk Dobieżyn,,14 Wojskowy Oddział Gospodarczy w Poznaniu,1253850.3
vantova@cimbalak.sk,CIMBAĽÁK s.r.o.,SVK,Bardejov,,Fakultná nemocnica s poliklinikou J. A. Reimana Prešov,
vargasidonia.srl@gmail.com,SIDONIA IULIA VARGA,RO,Piscolt,www.vargasidoniasrl.com,Spitalul Judetean Satu Mare,21736.0
vasile_pirnau@yahoo.com,COMPANY 94 PIRNAU SRL,ROU,Baicoi,,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,15824514.43
vasile@romfulda.ro,ROMFULDA PROD,ROU,Bistrita,https://www.romfulda.ro,SPITALUL JUDETEAN SATU MARE,
vavirzeteatrans@yahoo.com,VAVIR ZETEA TRANS S.R.L.,ROU,Seini,https://www.e-licitatie.ro/,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,3262819.72
vborel@phytosem.com,PHYTOSEM,FRA,Chateauvieux,,Ville de Lyon,
v.bourdicaud@bourdicaud.com,ETABLISSEMENTS BOURDICAUD,FRA,ESTERNAY,,Association d'Action Sociale en faveur des Personnels de la Ville et du Département de Paris.,
vedran.majstorovic@ericsson.com,Ericsson Nikola Tesla d.d.,HR,Zagreb,,Hrvatska akademska i istrazivacka mreza - CARNET,5779183.7
vedran.majstorovic@ericssonnikolatesla.com,ERICSSON NIKOLA TESLA d.d.,HRV,Grad Zagreb,https://www.ericsson.hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,551368
venditefedrigoni@pec.fedrigoni.com,FEDRIGONI S.P.A.,ITA,Verona,,Istituto Poligrafico e Zecca dello Stato S.p.A.,
ventspilsmiesnieks@inbox.lv,SIA "Miesnieks",LVA,Vārves pag.,,Dienvidkurzemes novada pašvaldība,449500.00
veresj@harmopan.ro,HARMOPAN,RO,Miercurea Ciuc,www.harmopan.ro,DIRECTIA DE ASISTENTA SOCIALA BRASOV,1496804.92
verkauf@biofleisch.biz,Sonnberg Biofleisch GmbH,AUT,Kaltenberg,,NÖ Landesgesundheitsagentur,173808.03
veronique.desjardins@sysco.com,SYSCO FRANCE SAS,FRA,DIEPPE,,Lycée Berthelot (62),3354492
veronique.fortin@cobalys.fr,COBALYS,FRA,LIMOURS,,Communauté urbaine du Grand reims,
vertrieb.energie@ewe.de,EWE VERTRIEB GmbH,DEU,Oldenburg,,Oldenburger Fleischmehlfabrik GmbH OFK, vertreten durch VEA Beratungs-GmbH,
vertrieb@logoenergie.de,LogoEnergie GmbH,DEU,Euskirchen,,Oldenburger Fleischmehlfabrik GmbH OFK, vertreten durch VEA Beratungs-GmbH,
viando@viando.pl,Zakady Miesne Viando Sp. z o.o., Sp. komandytowa,PL,Inowrocaw,,13 Wojskowy Oddzia Gospodarczy,424308.0
vici@vici.ee,Vičiunai Baltic Osaühing,EST, Tallinn,,Sihtasutus Jõulumäe Tervisespordikeskus,750000.00
vicky@meconv.be,MECO nv,BE,Oostende,http://www.meconv.be,OCMW Willebroek,305549.4
victor.pascual@sicl.es,SERVICIOS INTEGRALES PARA LAS CORPORCIONES LOCALES S.L.,ESP,MADRID,,Junta de Gobierno del Ayuntamiento de Navalcarnero,
vifrusa@vifrusa.es,VIFRUSA,SL,ESP,Humanes de Madrid,,Jefatura de Administración Económica del Cuarto Militar de S.M. el Rey y Guardia Real,1727272.72
vincent.mouillard@bodemerauto.com,ASCORIA,FRA,Quimper,,Concarneau Cornouaille Agglomération,258551.72
violaine.geloen@ets-bocquet.fr,ETS BOCQUET,FRA,Saint-Amand-Les-Eaux,,CHU de Lille - ES du GHT LMFI,6560000
virzis5@gmail.com,Uzdaroji akcine bendrove Virzis,LT,Neveroniu k.,,Viesoji istaiga Respublikine Panevezio ligonine,257880.63
vitaleand2000@gmail.com,VITALEAND,ROU,Salard,,Spitalul Clinic de Recuperare Medicala Baile Felix,
vivaticket_bandi@pec.it,VIVATICKET S.P.A.,ITA,bologna,,fondazione carnevale viareggio,260000
Vivoprest@yahoo.com,VIVOPREST DISTRIBUTION S.R.L.,ROU,Braila,https://www.vivoprest.ro,UNIVERSITATEA DUNAREA DE JOS,5414984.2
vlastimil.braun@jip-napoje.cz,JIP východočeská, a.s.,CZE,Pardubice - Polabiny,www.jip-potraviny.cz,Nemocnice Pardubického kraje, a.s.,30764.25
vlatka.horvat@vindija.hr,PI Vindija d.d.,HR,Varazdin,,Sveuciliste u Splitu, Studentski centar Split,2136025.0
vlatkica.horvat@vindija.hr,VINDIJA d.d. Varaždin,HRV,Varaždin,https://www.vindija.hr/,Studentski centar u Zagrebu,2792276.0
vlatkica.horvat@vvindija.hr,KOKA d.o.o.,HRV,Varaždin,,GRAD ZAGREB,31796.75
volfrance@volfrance.fr,VOLFRANCE,FRA,La Vicomte Sur Rance,,Ville de Rennes,
vranlactdistribution@yahoo.com,VRANLACT DISTRIBUTION,ROU,Focsani,https://www.vranlact.ro,Spitalul Clinic Judetean de Urgenta"Sfantul Apostol Andrei",2277752.72
vtorzynski@maison-serrault.fr,MAISON SERRAULT,FRA,Capdenac-Gare,,MarketPlace Occitanie Centrale d'achat alimentaire,66429008.52
wankendorf@thomsen-lagerhaus.de,R. Thomsen EG -Tiefkühl-Lagerhaus GmbH & Co. KG,DEU,Wankendorf,,Bundesanstalt für Landwirtschaft und Ernährung (BLE),
wedzonka@wedzonka.com,WĘDZONKA spółka z ograniczoną odpowiedzialnością spółka komandytowa ,POL,Myślenice,,41 Baza Lotnictwa Szkolnego,4184525.5
w.heigelmann@bluetenmeer-gmbh.de,Blütenmeer GmbH,DEU,Molfsee,,Stiftung Naturschutz Schleswig-Holstein,
william.hynes@kpmg.ie,KPMG Future Analytics,IRL,Dublin,,Longford and Westmeath Education and Training Board,50000
wim@meconv.be,MECO GROUP,BEL,Oostende,,vzw Scholengroep Sint-Michiel,
Wim@meconv.be,MECO,BEL,Oostende,,Centre Hospitalier Bois de l'Abbaye,
W.KARSZNIA@PIB.PL,PIB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,POL,Gołymin-Ośrodek,http://www.pib.pl/,12 WOJSKOWY ODDZIAŁ GOSPODARCZY,373611.9
wojciechszkarlat@perfectmeat.pl,Perfect Meat Sp. z o.o.,POL,Chrzanów,,Szkoła Policji w Katowicach,523000
w@ultrafood.eu,ULTRAFOOD SP. Z O.O. SP. K.,POL,Konin,,33 Baza Lotnictwa Transportowego,3169310.69
xavier.aps@orange.fr,AUX PRODUITS SAUGETS,FRA,Maisons du Bois,,Economat des Armées,
ylle.poldoja@makrotrade.ee,Osaühing Makro Trade Baltic,EST, Pärnu linn,,Sihtasutus Jõulumäe Tervisespordikeskus,
zakaznickecentrum@bidfood.cz,Bidfood Czech Republic s.r.o.,CZE,Kralupy nad Vltavou - Mikovice,www.bidfood.cz,Nemocnice Pardubického kraje, a.s.,30764.25
zakupy@bruno-tassi.pl,Bruno Tassi Sp. z o.o. ,POL, Warszawa,http://bruno-tassi.pl/,25. Wojskowy Oddział Gospodarczy w Białymstoku.,3236069080
zamowienia@almax.lublin.pl,Almax-Dystrybucja sp. z o.o.,POL,Panieńszczyzna,,AGENCJA BEZPIECZEŃSTWA WEWNĘTRZNEGO,1731460.15
zamowienia@gobarto.pl,Gobarto S. A.,POL,Warszawa,,Powiat Płocki,1147857.77
zamowienia@kabanos.pl,Zakad Przetworstwa Miesnego Kabanos Sp. z o.o.,PL,ul. Wenecka 20,http://kabanos.pl/,21 Wojskowy Szpital Uzdrowiskowo-Rehabilitacyjny SP ZOZ w Busku-Zdroju,315243.75
zamowienia@madar.szczecin.pl,MADAR Sp. z o.o. Sp. k. ,POL,Szczecin,,Komenda Portu Wojennego Świnoujście,1137371.06
zamowienia-masarnia@wp.pl,Masarnia "Rzemieślnicza" Elżbieta Zając sp. jawna,POL,Spławy II,,34. Wojskowy Oddział Gospodarczy,7703970
zamowienia.publiczne@gobarto.pl,Gobarto Spoka Akcyjna,PL,Warszawa,www.gobarto.pl,Miasto Stoeczne Warszawa  Dzielnicowe Biuro Finansow Oswiaty Ursynow m.st. Warszawy,2528699.61
zamowieniapubliczne@gobarto.pl,GOBARTO S.A.,POL,Warszawa,,Samodzielny Publiczny Szpital Kliniczny im. Prof. A. Grucy CMKP
,722753.33
zamowienia@smbieluch.pl,Spółdzielnia Mleczarska BIELUCH w Chełmie,POL,Chełm,https://smbieluch.pl/pl,Samodzielny Publiczny Szpital Kliniczny nr 4 w Lublinie,1339889
zamowienia@wasag.pl,Zakład Mięsny Wasąg Sp.J.,POL,Biłgoraj,,Gmina Lublin Miejski Zespół Żłobków w Lublinie,163377.9
zamowieniawaw@bruno-tassi.pl,Bruno Tassi,POL,Warszawa,https://bruno-tassi.pl/,23 Baza Lotnictwa Taktycznego,1930268.2
zamowienia@wedzonka.com,Wędzonka sp. z o.o. sp. k.,POL,Myślenice,,34. Wojskowy Oddział Gospodarczy,7703970
zamowienia@witmas.com.pl,Zakład Przetwórstwa Mięsnego Witmas Sp. z o.o.,POL,Dąbrówka Wielka,https://witmas.com.pl/,Areszt Śledczy w Warszawie-Białołęce,1760497
zeljko.silovski@akd.hr,AKD d.o.o.,HRV,Grad Zagreb,https://www.akd.hr/hr/,HRVATSKA AKADEMSKA I ISTRAŽIVAČKA MREŽA CARNet,647040
zemlizka@aon.at,Blumenwelt Zemlizka GmbH,AUT,Ybbs an der Donau,,Magistrat der Stadt Wien - Magistratsabteilung 42,66107.80
