producer_name,products,county,odm,address_punct_lucru,address_sediu,phone,email,product_urls,scraped_at
STOICA NICOLAE-MECANIC PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE DE SALCÂM,Sibiu,ODM Poplaca,"Localitatea Hoghilag, Str. Principală, Nr. 351, Județul Sibiu","Localitatea Hoghilag, Str. Principală, Nr. 351, Județul Sibiu",0743 028 219,,https://produsmontan.ro/produse_montane/miere-de-salcam-stoica-nicolae-mecanic-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
STOICOIU ION PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE POLIFLORĂ | MIERE DE SALCÂM,Gorj,ODM Tismana,"Sat Cărpiniș, nr. 27, comuna Crasna, județul Gorj","Sat Cărpiniș, nr. 27, comuna Crasna, județul Gorj",0742 058 380,ionstoicoiu029@gmail.com,https://produsmontan.ro/produse_montane/miere-poliflora-stoicoiu-ion-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-salcam-stoicoiu-ion-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
STÂNCEL IOAN AMOS SEPTIMIU PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE,Alba,ODM Săsciori,"Sat Poiana Gălzii, Comuna Galda de Jos, Județul Alba","Oraș Alba Iulia, B-dul Republicii, Nr. 15, Bl. 44, Et. 3, Ap. 7, Județul Alba",0744 237 876,876septimiu.stancel@yahoo.com,https://produsmontan.ro/produse_montane/miere-stancel-ioan-amos-septimiu-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
SURDILĂ MARIA-CRISTINA PFA,MIERE POLIFLORĂ | MIERE DE SALCÂM,Gorj,ODM Tismana,"Sat Frâncești, comuna Peștișani, Punct-Siliștea Casei, județul Gorj","Sat Frâncești, nr. 287, comuna Peștișani, județul Gorj",0721 230 413,surdila_viorel@yahoo.com,https://produsmontan.ro/produse_montane/miere-poliflora-surdila-maria-cristina-pfa/ | https://produsmontan.ro/produse_montane/miere-de-salcam-surdila-maria-cristina-pfa/,2026-03-11T10:37:02.654749
SZABÓ CSILLA-KATALIN,LAPTE CRUD DE VACĂ,Covasna,ODM Întorsura Buzăului,"Sat Zagon, nr. 147,  Comuna Zagon, Județul Covasna","Sat Zagon, nr. 147,  Comuna Zagon, Județul Covasna",0769.210.655,0769.210.655csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-szabo-csilla-katalin/,2026-03-11T10:37:02.654749
SZEP ROBERT ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE VACĂ,Harghita,ODM Odorheiu Secuiesc,"Sat Sânsimion, Comuna Sânsimion, Nr. 575, Județul Harghita","Sat Sânsimion, Comuna Sânsimion, Nr. 575, Județul Harghita",0740 038 753,753szocs.emilia@yahoo.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-szep-robert-intreprindere-individuala/,2026-03-11T10:37:02.654749
SZIGETHI SZABOLCS PERSOANĂ FIZICĂ AUTORIZATĂ,CARCASA BOVINĂ,Covasna,ODM Întorsura Buzăului,"Sat Peteni, Nr. 152, Comuna Zăbala, Județul Covasna","Sat Peteni, Nr. 55, Comuna Zăbala, Județul Covasna",0745.352.382,0745.352.382szebi@yahoo.com,https://produsmontan.ro/produse_montane/carcasa-bovina-szigethi-szabolcs-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
SZIGYÁRTÓ ENDRE,LAPTE DE VACĂ,Covasna,ODM Întorsura Buzăului,"Sat Ozun, Comuna Ozun, nr. 381, județul Covasna","Sat Ozun, Comuna Ozun, nr. 381, județul Covasna",0721.686.937,szigyartoendre@gmail.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-szigyarto-endre/,2026-03-11T10:37:02.654749
SZILÁGY BARTHA MÁRIA-MAGDOLNA ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE VACĂ,Covasna,ODM Bodoc,"Sat Aita Mare, Nr. 156, Comuna Aita Mare,Județul Covasna","Sat Aita Mare, Nr. 156, Comuna Aita Mare,Județul Covasna",0742 046 067,,https://produsmontan.ro/produse_montane/lapte-de-vaca-szilagy-bartha-maria-magdolna-intreprindere-individuala/,2026-03-11T10:37:02.654749
SZVOBODA ANTAL,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținatoare  comunelor Catalina, Cernat și municipiului Târgu Secuiesc, județul Covasna","Municipiul Târgu Secuiesc, Str. Cimitirului, Nr. 2,  Județul Covasna",0728 135 843,843productieagricom@gmail.com,https://produsmontan.ro/produse_montane/cartofi-szvoboda-antal/,2026-03-11T10:37:02.654749
SZŐCS  SZABOLCS ÎNTREPRINDERE INDIVIDUALĂ,CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare UAT_urilor: Cernat, Catalina, Sânzieni, Dalnic, Turia și Târgu Secuiesc, județul Covasna","Sat Sânzieni, Nr. 354, Comuna Sânzieni, Județul Covasna",,670bioplantcv@yahoo.com,https://produsmontan.ro/produse_montane/ceapa-szocs-szabolcs-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cartofi-szocs-szabolcs-intreprindere-individuala/,2026-03-11T10:37:02.654749
SĂLĂTIOAN ANA,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Chiuiești, Comuna Chiuiești, Nr. 273, Județul Cluj","Sat Chiuiești, Comuna Chiuiești, Nr. 273, Județul Cluj",0742 218 295,,https://produsmontan.ro/produse_montane/lapte-de-vaca-salatioan-ana/,2026-03-11T10:37:02.654749
TAMÁS MÁRIA,MIERE DE ALBINE,Covasna,ODM Bodoc,"Sat Bodoc, Str. Morii, Nr. 188,Comuna Bodoc,  Județul Covasna","Sat Bodoc, Str. Morii, Nr. 188,Comuna Bodoc,  Județul Covasna",0748 493 626,626deakmarika88@gmail.com,https://produsmontan.ro/produse_montane/miere-de-albine-tamas-maria/,2026-03-11T10:37:02.654749
TIBREAN MARIUS-SIMION,LAPTE DE OAIE,Alba,ODM Săsciori,"Sat Stremț, Nr. 413, Comuna Stremț, Județul Alba","Sat Stremț, Nr. 413, Comuna Stremț, Județul Alba",0746 035 792,,https://produsmontan.ro/produse_montane/lapte-de-oaie-tibrean-marius-simion/,2026-03-11T10:37:02.654749
TIBREAN TĂNASE NICOLAE TIBERIU PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE VACĂ | LAPTE DE OAIE,Alba,ODM Săsciori,"Sat Stremț, Nr. 413, Comuna Stremț, Județul Alba","Sat Stremț, Nr. 413, Comuna Stremț, Județul Alba",0746 035 792,,https://produsmontan.ro/produse_montane/lapte-de-vaca-tibrean-tanase-nicolae-tiberiu-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/lapte-de-oaie-tibrean-tanase-nicolae-tiberiu-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
TODEA LOREDANA,ARONIA,Cluj,ODM Mărișel,"Sat Risca, Comuna Risca, Nr. 150, Județul Cluj","Municipiul Cluj-Napoca, Str.Vidraru, Nr. 1-3, Sc. I, Et. VI, Ap. 40, Județul Cluj",0745 103 398,,https://produsmontan.ro/produse_montane/aronia-todea-loredana/,2026-03-11T10:37:02.654749
TODOR JOZSEF ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE VACĂ,Harghita,ODM Odorheiu Secuiesc,"Sat Cetățuia, Comuna Sânsimion, Nr. 88, Județul Harghita","Sat Cetățuia, Comuna Sânsimion, Nr. 186, Județul Harghita",0745 798 633,633todorjozsef80@gmail.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-todor-jozsef-intreprindere-individuala/,2026-03-11T10:37:02.654749
TRANSYLVANIA PREMIUM ANGUS COOPERATIVĂ AGRICOLĂ,COTLET MATURAT ANGUS | SALAM DE VARĂ TRANSYLVANIA PREMIUM ANGUS | CĂRNAȚI TRANSYLVANIA PREMIUM ANGUS | PĂSTRAMĂ TRANSYLVANIA PREMIUM ANGUS | PULPĂ MATURATĂ ANGUS | PARIZER TRANSYLVANIA PREMIUM ANGUS | TIBON MATURAT ANGUS | MUȘCHIULEȚ MATURAT ANGUS,Alba,ODM Săsciori,"Localitatea Mirăslău, Str. Abatorului, Nr. 1, Județul Alba","Localitatea Galda de Jos, Nr. 591, Județul Alba",0742 568 025,,https://produsmontan.ro/produse_montane/cotlet-maturat-angus-transylvania-premium-angus-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/salam-de-vara-transylvania-premium-angus-transylvania-premium-angus-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/carnati-transylvania-premium-angus-transylvania-premium-angus-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/pastrama-transylvania-premium-angus-transylvania-premium-angus-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/pulpa-maturata-angus-transylvania-premium-angus-cooperativa-agricola/,2026-03-11T10:37:02.654749
TRICĂ FLAVIUS DAN ÎNTREPRINDERE INDIVIDUALĂ,FASOLE PĂSTĂI | ROȘII | SALATĂ | CASTRAVEȚI | ARDEI | USTUROI | CARTOFI | SPANAC | CEAPĂ,Hunedoara,ODM Hunedoara,"Strada Principală, nr. 198, comuna Sântămăria Orlea, județul Hunedoara","Strada Principală, nr. 198, comuna Sântămăria Orlea, județul Hunedoara",0742 196 653,,https://produsmontan.ro/produse_montane/fasole-pastai-trica-flavius-dan-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/rosii-trica-flavius-dan-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/salata-trica-flavius-dan-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/castraveti-trica-flavius-dan-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/ardei-trica-flavius-dan-intreprindere-individuala/,2026-03-11T10:37:02.654749
TUSA GABRIELLA-IBOLYA,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Catalina, Județul Covasna","Municipiul Târgu Secuiesc, Str. Cetății, nr. 4, Județul Covasna",0744.274.829,0744.274.829szocslaszlo1111@gmail.com,https://produsmontan.ro/produse_montane/cartofi-tusa-gabriella-ibolya/,2026-03-11T10:37:02.654749
TÂRNAVA MARE COOPERATIVĂ AGRICOLĂ,UNT | SMÂNTÂNĂ | SANA | IAURT | BRÂNZĂ DE TIP MOZZARELLA | CAȘCAVAL AFUMAT | CAȘCAVAL DALIA | BRÂNZĂ BURDUF AFUMAT | BRÂNZĂ BURDUF | BRÂNZĂ DE VACĂ | BRÂNZĂ DE TIP TRAPIST,Harghita,ODM Toplița,"Strada Orban Balazs, nr. 5, localitatea Cristuru Secuiesc, județul Harghita","Strada Orban Balazs, nr. 5, localitatea Cristuru Secuiesc, județul Harghita",0266 243 052,office@kereszturi.com,https://produsmontan.ro/produse_montane/unt-tarnava-mare-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/smantana-tarnava-mare-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/sana-tarnava-mare-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/iaurt-tarnava-mare-cooperativa-agricola/ | https://produsmontan.ro/produse_montane/branza-de-tip-mozzarella-tarnava-mare-cooperativa-agricola/,2026-03-11T10:37:02.654749
TÉGLÁS ISTVÁN,LAPTE DE VACĂ,Covasna,ODM Bodoc,"Sat Ghidfalău, Comuna Ghidfalău, Nr. 1A, Județul Covasna","Sat Ghidfalău, Comuna Ghidfalău, Nr. 1A, Județul Covasna",0733 928 890,,https://produsmontan.ro/produse_montane/lapte-de-vaca-teglas-istvan/,2026-03-11T10:37:02.654749
TÎRLEA CONSTANTIN,MIERE POLIFLORĂ,Gorj,ODM Tismana,"Sat Racovița, Str. Drumul lui Burebista, Nr. 64, Comuna Polovragi, Județul Gorj","Sat Racovița, Str. Drumul lui Burebista, Nr. 64, Comuna Polovragi, Județul Gorj",0785 256 049,049tirleacostel7@gmail.com,https://produsmontan.ro/produse_montane/miere-poliflora-tirlea-constantin/,2026-03-11T10:37:02.654749
TÖRÖK EDIT,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Turia, Județul Covasna","Sat Turia, Nr. 112, Comuna Turia, Județul Covasna",0757.703.891,0757.703.891panczelimola@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-torok-edit/,2026-03-11T10:37:02.654749
TÖRÖK ZOLTÁN,PORUMB,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Zagon, județul Covasna","Sat Zagon, Nr. 397/A,  Comuna Zagon, Județul Covasna",0761 450 453,453csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/porumb-torok-zoltan/,2026-03-11T10:37:02.654749
TĂNASE GHEORGHE,MIERE POLIFLORĂ | MIERE DE SALCÂM,Vâlcea,ODM Băile Olănești,"Sat Dobriceni, comuna Stoenești, județul Vâlcea","Localitatea Râmnicu Vâlcea, strada Matei Basarab, nr. 13, bloc 127, scara A, apartament 18, județul Vâlcea",0763 648 264,tanasesimona87@yahoo.com,https://produsmontan.ro/produse_montane/miere-poliflora-tanase-gheorghe/ | https://produsmontan.ro/produse_montane/miere-de-salcam-tanase-gheorghe/,2026-03-11T10:37:02.654749
UILEAN VIRGIL-GRIGORE,LAPTE DE OAIE,Bistrița Năsăud,ODM Prundu Bârgăului,"Sat Monor, Nr. 362, Comuna Monor, Județul Bistrița Năsăud","Sat Monor, Nr. 362, Comuna Monor, Județul Bistrița Năsăud",0759 631 796,,https://produsmontan.ro/produse_montane/lapte-de-oaie-uilean-virgil-grigore/,2026-03-11T10:37:02.654749
UNGUR IOAN ZOOTEHNIE PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE VACĂ ECOLOGIC,MARAMUREȘ,ODM Baia Mare,"Sat Ungureni, Nr. 216, Comuna Cupșeni, Județul Maramureș","Sat Ungureni, Nr. 216, Comuna Cupșeni, Județul Maramureș",0768 689 723,,https://produsmontan.ro/produse_montane/lapte-de-vaca-ecologic-ungur-ioan-zootehnie-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
UNGURAN KÁROLY,LAPTE CRUD DE VACĂ,Covasna,ODM Bodoc,"Sat Ilieni, Comuna Ilieni, Nr. 249, Județul Covasna","Sat Ilieni, Comuna Ilieni, Nr. 249, Județul Covasna",0721 202 533,533ungurankaroly@gmail.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-unguran-karoly/,2026-03-11T10:37:02.654749
UNGURAN KÁROLY - ARNOLD PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE CRUD DE VACĂ,Covasna,ODM Bodoc,"Sat Ilieni, Comuna Ilieni, Nr. 249, Județul Covasna","Sat Ilieni, Comuna Ilieni, Nr. 249, Județul Covasna",0735 791 307,307ungurankaroly@gmail.com,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-unguran-karoly-arnold-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
VARGA ELISABETA,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Poian, județul Covasna","Sat Belani, Nr. 77,  Comuna Poian, Județul Covasna",0744 592 909,909vffero@gmail.com,https://produsmontan.ro/produse_montane/cartofi-varga-elisabeta/,2026-03-11T10:37:02.654749
VASILESCU BRANCU NICOLAE PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE POLIFLORĂ | MIERE DE SALCÂM | MIERE DE TEI,Caraș Severin,ODM Băile Herculane,"Sat Valea Bolvașnița, Comuna Mehadia, Județul Caraș-Severin","Sat Valea Bolvașnița, Comuna Mehadia, Nr. 86, Județul Caraș-Severin",0753 707 090,090brancu.vasilescu@gmail.com,https://produsmontan.ro/produse_montane/miere-poliflora-vasilescu-brancu-nicolae-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-salcam-vasilescu-brancu-nicolae-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-tei-vasilescu-brancu-nicolae-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
VELCAN ILIE PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE DE SALCÂM | MIERE POLIFLORĂ,Caraș Severin,ODM Băile Herculane,"Sat Valea Bolvașnița, nr. 4, com. Mehadia, jud. Caraș Severin","Sat Valea Bolvașnița, nr. 4, com. Mehadia, jud. Caraș Severin",0727 835 128,,https://produsmontan.ro/produse_montane/miere-de-salcam-velcan-ilie-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-poliflora-velcan-ilie-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
VERES GABOR,PORUMB,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Zagon, județul Covasna","Sat Zagon, Nr. 147,  Comuna Zagon, Județul Covasna",0761 347 194,194csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/porumb-veres-gabor/,2026-03-11T10:37:02.654749
VERES GABRIELA,MURE | CĂPȘUNI | ZMEURĂ,Brașov,ODM Lisa,"Sat Cața, Comuna Cața, Județul Brașov","Sat Cața, Comuna Cața, Nr. 258, Județul Brașov",0739 051 878,,https://produsmontan.ro/produse_montane/mure-veres-gabriela/ | https://produsmontan.ro/produse_montane/capsuni-veres-gabriela/ | https://produsmontan.ro/produse_montane/zmeura-veres-gabriela/,2026-03-11T10:37:02.654749
VEȘTEMEAN MARCEL,MIERE DE SALCÂM | MIERE DE TEI | POLEN,Sibiu,ODM Poplaca,"Sat Sadu, Comuna Sadu, Str. Tălmaciului, Nr. 23, Județul Sibiu","Sat Sadu, Comuna Sadu, Str. Cetății, Nr. 22, Județul Sibiu",0742 874 130,130vestemeanmarcel@gmail.com,https://produsmontan.ro/produse_montane/miere-de-salcam-vestemean-marcel/ | https://produsmontan.ro/produse_montane/miere-de-tei-vestemean-marcel/ | https://produsmontan.ro/produse_montane/polen-vestemean-marcel/,2026-03-11T10:37:02.654749
VIZI FERENC,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Poian, județul Covasna","Sat Belani, Nr. 85,  Comuna Poian, Județul Covasna",0744 592 909,909vffero@gmail.com,https://produsmontan.ro/produse_montane/cartofi-vizi-ferenc/,2026-03-11T10:37:02.654749
VIZI SZIDÓNIA PERSOANĂ FIZICĂ AUTORIZATĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Poian, județul Covasna","Sat Belani, Nr. 137,  Comuna Poian, Județul Covasna",0744 592 909,909vffero@gmail.com,https://produsmontan.ro/produse_montane/cartofi-vizi-szidonia-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
VLAD GH. DORIN ÎNTREPRINDERE INDIVIDUALĂ,MIERE,Alba,ODM Săsciori,"Localitatea Zlatna, strada Vârtoape, nr. 6A, județul Alba","Localitatea Zlatna, strada Vârtoape, nr. 6A, județul Alba",0770 462 866,drnvld@yahoo.com,https://produsmontan.ro/produse_montane/miere-vlad-gh-dorin-intreprindere-individuala/,2026-03-11T10:37:02.654749
VOIVOD V. MIRCEA ÎNTREPRINDERE FAMILIALĂ,POLEN | MIERE POLIFLORĂ,MARAMUREȘ,ODM Baia Mare,"Sat Dealu Mare, comuna Coroieni, județul Maramureș","Sat Dealu Mare, comuna Coroieni, Nr. 62, județul Maramureș",0740 114 172,,https://produsmontan.ro/produse_montane/polen-voivod-v-mircea-intreprindere-familiala/ | https://produsmontan.ro/produse_montane/miere-poliflora-voivod-v-mircea-intreprindere-familiala/,2026-03-11T10:37:02.654749
VRENCEAN NELU,LAPTE DE VACĂ | TELEMEA | CAȘ | BRÂNZĂ FRĂMÂNTATĂ | UNT | SMÂNTÂNĂ,Bacău,ODM Dofteana,"Sat Coșnea, Comuna Agăș, Județul Bacău","Sat Coșnea, Comuna Agăș, Județul Bacău",0723 207 247,,https://produsmontan.ro/produse_montane/lapte-de-vaca-vrencean-nelu/ | https://produsmontan.ro/produse_montane/telemea-vrencean-nelu/ | https://produsmontan.ro/produse_montane/cas-vrencean-nelu/ | https://produsmontan.ro/produse_montane/branza-framantata-vrencean-nelu/ | https://produsmontan.ro/produse_montane/unt-vrencean-nelu/,2026-03-11T10:37:02.654749
VULPEȘ PETRU,PRUNE | GUTUI | CIREȘE | PERE | MIEZ DE NUCĂ | MERE | CEAPĂ | CARTOFI | FASOLE | MORCOVI | URDĂ DIN LAPTE DE VACĂ | TELEMEA DIN LAPTE DE VACĂ | SMÂNTÂNĂ DIN LAPTE DE VACĂ | LAPTE DE VACĂ | BRÂNZĂ DULCE DIN LAPTE DE VACĂ | UNT DIN LAPTE DE VACĂ | CAȘ DIN LAPTE DE VACĂ | CAȘCAVAL DIN LAPTE DE VACĂ | BRÂNZĂ TARE DIN LAPTE DE VACĂ,Caraș Severin,ODM Băile Herculane,"Sat Pogara de Sus, Nr. 418, Comuna Cornereva, Județul Caraș Severin","Sat Pogara de Sus, Nr. 418, Comuna Cornereva, Județul Caraș Severin",0740 909 301,,https://produsmontan.ro/produse_montane/prune-vulpes-petru/ | https://produsmontan.ro/produse_montane/gutui-vulpes-petru/ | https://produsmontan.ro/produse_montane/cirese-vulpes-petru/ | https://produsmontan.ro/produse_montane/pere-vulpes-petru/ | https://produsmontan.ro/produse_montane/miez-de-nuca-vulpes-petru/,2026-03-11T10:37:02.654749
VÁRZA-DEÁK KINGA ÎNTREPRINDERE INDIVIDUALĂ,CEAPĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor Catalina și Ghelința, Județul Covasna","Sat Ghelința, Nr. 329,  Comuna Ghelința, Județul Covasna",0747 658 188,188varzaek@yahoo.com,https://produsmontan.ro/produse_montane/ceapa-varza-deak-kinga-intreprindere-individuala/,2026-03-11T10:37:02.654749
ZSIDÓ EMMA,PORUMB,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Zagon, județul Covasna","Sat Zagon, Nr. 371,  Comuna Zagon, Județul Covasna",0742 204 569,569csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/porumb-zsido-emma/,2026-03-11T10:37:02.654749
ZSIGMOND BEATRIX-CECILIA ÎNTREPRINDERE INDIVIDUALĂ,VARZĂ | CEAPĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Sânzieni, Județul Covasna","Sat Sânzieni, Nr. 1018, Comuna Sânzieni, Județul Covasna",0744.924.493,bgeza1990@gmail.com,https://produsmontan.ro/produse_montane/varza-zsigmond-beatrix-cecilia-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/ceapa-zsigmond-beatrix-cecilia-intreprindere-individuala/,2026-03-11T10:37:02.654749
ZSIGMOND ESZTER PERSOANĂ FIZICĂ AUTORIZATĂ,PĂTRUNJEL | CEAPĂ | PORUMB ZAHARAT | MORCOVI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor  Cernat, Ilieni și Poian, județul Covasna","Sat Lemnia, Nr. 779, Comuna Lemnia, Județul Covasna",,251csabadezso@yahoo.com,https://produsmontan.ro/produse_montane/patrunjel-zsigmond-eszter-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/ceapa-zsigmond-eszter-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/porumb-zaharat-zsigmond-eszter-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/morcovi-zsigmond-eszter-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
ZĂRESCU EMIL ENACHE ÎNTREPRINDERE INDIVIDUALĂ,MIERE DE TEI | MIERE DE SALCÂM | MIERE POLIFLORĂ,Caraș Severin,ODM Oravița,"Sat Mehadia, Nr. 16, Comuna Mehadia, Județul Caraș-Severin","Sat Mehadia, Nr. 16, Comuna Mehadia, Județul Caraș-Severin",0748 127 446,446zarescu_emil@yahoo.com,https://produsmontan.ro/produse_montane/miere-de-tei-zarescu-emil-enache-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/miere-de-salcam-zarescu-emil-enache-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/miere-poliflora-zarescu-emil-enache-intreprindere-individuala/,2026-03-11T10:37:02.654749
ȘAITIȘ ADINA DIANA  ÎNTREPRINDERE INDIVIDUALĂ,FASOLE,Cluj,ODM Mărișel,"Sat Bedeciu, nr. 235, comuna Mănăstireni, județul Cluj","Sat Bedeciu, nr. 235, comuna Mănăstireni, județul Cluj",,saitis.adina.ii@gmail.com,https://produsmontan.ro/produse_montane/fasole-saitis-adina-diana-intreprindere-individuala/,2026-03-11T10:37:02.654749
ȘUTA PETRU ÎNTREPRINDERE INDIVIDUALĂ,CASTRAVEȚI | TOMATE | ARDEI,Caraș Severin,ODM Oravița,"Localitatea Eftimie Murgu, nr. 178, județul Caraș Severin","Localitatea Eftimie Murgu, nr. 178, județul Caraș Severin",0769 178 033,petru_suta@yahoo.fr,https://produsmontan.ro/produse_montane/castraveti-suta-petru-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/tomate-suta-petru-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/ardei-suta-petru-intreprindere-individuala/,2026-03-11T10:37:02.654749
