denumire,judet,adresa,telefon,nr_autorizatie,data_emiterii,tip_autorizatie,descriere_autorizatie
"UBERUM SRL
Suspendat cu Raport de suspendare nr.
4.842.248/1 din 13.03.2026",BRĂILA,"Brăila, șos. Viziru-DN21, km.10, Platforma
Industrială Chișcani",0239/672142,A-6865,03.04.2017,ignifugare,Ignifugare materiale combustibile
ALTAIR SRL,BRAȘOV,"Brașov, str. Cărămidăriei, nr. 6",0268549343,A-9126,11.07.2019,ignifugare,Ignifugare materiale combustibile
FIRESHIELD PRO SRL,BRAŞOV,"Sânpetru, str. Constelației, nr. 24-30, ap. E10",0757358712,B-4011,27.06.2024,ignifugare,Ignifugare materiale combustibile
GAMA GLASS SRL,BRAŞOV,"Braşov, str. Iancu Jianu, nr.18",0268/422616,A-3767,14.11.2013,ignifugare,Ignifugare materiale combustibile
GREEN ECO SRL,BRAȘOV,"Brașov, str. Carpaților, nr.59, bl.D20, sc.B, ap.11",0368/411644,A-5896,24.05.2016,ignifugare,Ignifugare materiale combustibile
IGNICOS SRL,BRAȘOV,"Sat Ormeniș, com. Ormeniș, str. Principală, nr.
554, cam. 1",0721005971,B-5634,15.10.2025,ignifugare,Ignifugare materiale combustibile
KRONWERK SRL,BRAȘOV,"Brașov, str. Zizinului, nr. 110, clădirea B, et. 2",0730093836,B-3896,22.05.2024,ignifugare,Ignifugare materiale combustibile
MIKIM SRL,BRAȘOV,"Str. Vasile Goldiș, nr.4, C2",0268/474142,A-8553,13.11.2018,ignifugare,Ignifugare materiale combustibile
PAD COMPANY BRASOV SRL,BRAȘOV,"Brașov, str. Fântânii, nr. 20, camera 1",0799719011,B-5524,12.09.2025,ignifugare,Ignifugare materiale combustibile
SC PASCONMAT CONSTRUCT SRL,BRAŞOV,"Hălchiu, str.George Coşbuc, nr.593 Bis",0268/481606,A-0083,14.06.2010,ignifugare,Ignifugare materiale combustibile
POPA RADU CONSTANTIN Î.I.,BRAȘOV,"Brașov, str. Fagurului, nr. 78",0758303303,A-9128,11.07.2019,ignifugare,Ignifugare materiale combustibile
POTRIVIT SRL,BRAȘOV,"Hărman, Str. Aleea 13, nr. 163",0740509251,B-2582,04.05.2023,ignifugare,Ignifugare materiale combustibile
PRIMERA PAINTING SRL,BRAȘOV,"Sânpetru, comuna Sânpetru, str. Dobrogei,
nr.36G, judeţul Braşov",0787/857742,A-5810,20.04.2016,ignifugare,Ignifugare materiale combustibile
RIAL SRL,BRAȘOV,"Brașov, str. Al.I. Cuza, nr. 29",0268417136,B-1872,19.08.2022,ignifugare,Ignifugare materiale combustibile
RESORT DISTRIBUTION SRL,BRAȘOV,"Brașov, str. Stadionului, nr.1",0724/313933,A-5851,12.05.2016,ignifugare,Ignifugare materiale combustibile
SC SAFE ECHITECH SRL,BRAŞOV,"Braşov, str. Hărmanului, nr.17D, bl.214, sc.B,
ap.18",0368/424610,A-2139,04.05.2012,ignifugare,Ignifugare materiale combustibile
SIMETRIKA MANAGEMENT SRL,BRAȘOV,"Braşov, Str. Ioan Popasu, nr. 2, parter, bl. M1, ap.
1",0786202202,B-3560,12.03.2024,ignifugare,Ignifugare materiale combustibile
SINAI SRL,BRAȘOV,"Râșnov, str. Gării, nr.8",0740/005728,A-5783,13.04.2016,ignifugare,Ignifugare materiale combustibile
STOICA-MURALIS SRL,BRAȘOV,"Predeluț, comuna Bran, str. Școlii, nr. 211B",0745421167,B-1607,18.04.2022,ignifugare,Ignifugare materiale combustibile
SC TERMOPROT S.R.L.,BRAŞOV,"Braşov, str.Carpaţilor, Parcul Ind. Metrom, nr.60",0268/319404,A-0995,19.05.2011,ignifugare,Ignifugare materiale combustibile
TETKRON SRL,BRAŞOV,"Brașov, Str. Pictor Ștefan Luchian, nr. 25E, bl. 35",0371396513,B-2386,28.02.2023,ignifugare,Ignifugare materiale combustibile
TYM CHAPEL CONSTRUCT SRL,BRAŞOV,"Victoria, str. Tineretului, nr. 2A",0728092253,A-9786,01.04.2020,ignifugare,Ignifugare materiale combustibile
"SC ABC BEST PAINTING SRL
Autorizat la:",BUCUREŞTI,"B-dul Ion Mihalache, nr.333, bl.17, sc.A, et.9,
ap.28, sector 1
Str. Baia de Arieş, nr.9, bl.10, sc.C, et.2, ap.80,
sector 6","0723/514720
031/4254867","A-4350
A-1582","14.08.2014
08.12.2011",ignifugare,Ignifugare materiale combustibile
ABC CONTROL SRL,BUCUREŞTI,"Spl. Unirii, nr. 313, Clădirea M, Dintele 4, cam. 1",0314321200,B-0282,23.11.2020,ignifugare,Ignifugare materiale combustibile
"ACG CONSTRUCTION & PROJECTS
SRL","BUCUREŞTI
s","Str. Cărăruia, nr. 33-35, demisol 1, birourile nr. 1 și 2,
c. A, ap. 4, sector 4",0728728796,B-5013,28.04.2025,ignifugare,Ignifugare materiale combustibile
ACIS CONTRACTOR SRL,BUCUREŞTI,"Str. G-ral Constantin Coandă, nr. 11, cam. nr. 7,
ap. 1, sector 1",0213116220,B-3829,13.05.2024,ignifugare,Ignifugare materiale combustibile
"ADMINISTRAŢIA PATRIMONIULUI
PROTOCOLULUI DE STAT RA
- SUCURSALA PENTRU
ADMINISTRAREA ŞI
ÎNTREŢINEREA FONDULUI
IMOBILIAR",BUCUREŞTI,"Str. Fabrica de Glucoză, nr.3A, sector 2",021/4091200,A-4185,27.05.2014,ignifugare,Ignifugare materiale combustibile
AG INVEST CONSTRUCT SRL,BUCUREŞTI,"Str. Băcia, nr. 15-15B, lot 1+lot 2, construcția C2,
cam. 1, et. parter, sector 4",0730645723,B-5184,30.05.2025,ignifugare,Ignifugare materiale combustibile
"ALFA DESIGN TOTAL CONSTRUCT
SRL",BUCUREŞTI,"Str. Sold. Ion Ristea, nr. 19, cam. 1, biroul 2,
sector 4",0744546246,B-3002,05.09.2023,ignifugare,Ignifugare materiale combustibile
ALL BLAST SRL,BUCUREŞTI,"Aleea Zorelelor, nr.3, bl.44, sc.A, et.5, ap. 34,
sector 6",0745/417550,A-5377,16.12.2015,ignifugare,Ignifugare materiale combustibile
ALPHA ENERGY SOLUTIONS SRL,BUCUREŞTI,"Drumul Postalionului, nr. 93-95, Corp B, et. 2,
ap. 13B, sector 4",0733058065,B-5497,10.09.2025,ignifugare,Ignifugare materiale combustibile
ARC IGNIS SRL,BUCUREȘTI,"Str. Brașoveni, nr.1, bl.3, sc.1, rt.8, ap.43, sector2",0720545760,B-3849,16.05.2024,ignifugare,Ignifugare materiale combustibile
SC ARGON SISTEM SERV SRL,BUCUREŞTI,"str. Islaz, nr.35, sector 1",0762/640091,A-1855,02.03.2012,ignifugare,Ignifugare materiale combustibile
ARHI PROJECT HOUSE SRL,BUCURESTI,"Str. Emil Garleanu, nr.4, bl.V53D, ap.3, sector 3",0742/688167,A-5430,13.01.2016,ignifugare,Ignifugare materiale combustibile
ARIMA ELECTROINSTAL SRL,BUCUREŞTI,"Str. Dobrun, nr. 3, parter, bl. M67, sc. 1, ap. 4,
sector 5",0731436992,B-3013,07.09.2023,ignifugare,Ignifugare materiale combustibile
ASR MIZAR CONSULTING SRL,BUCUREȘTI,"Bd. Nicolae Grigorescu, nr.55, bl.M1, sc.B, et.10,
ap.76, sector 3",0742051084,B-3861,16.05.2024,ignifugare,Ignifugare materiale combustibile
"SC ATLANTIC RESIDENCE SRL
Autorizat la:",BUCUREŞTI,"Str. Zizin, nr.4, camera 1, etaj PARTER, ap.3,
sector 3
Intr. Pictor Vermont Nicolae, nr.7, et.2, ap.3,
sector 2","021/3265650
021/3265650","A-4009
A-1662","14.03.2014
04.01.2012",ignifugare,Ignifugare materiale combustibile
AUSTING COM S.R.L.,BUCUREŞTI,"Str. Niţă Elinescu, nr.57, sector 3",021/3463875,A-2699,25.09.2012,ignifugare,Ignifugare materiale combustibile
BAICULESCU CONSTRUCT SRL,BUCUREŞTI,"Șos. Colentina, nr. 2D, cam. 1, bl. 5, sc. B, et. 8,
ap. 68, sector 2",0743126565,B-3804,10.05.2024,ignifugare,Ignifugare materiale combustibile
BAROC COM FIRE EXIM SRL,BUCUREŞTI,"Aleea Podul Giurgiului, nr.1, bl.14, et.3, ap.15,
sector 5",0727/464569,A-4777,14.04.2015,ignifugare,Ignifugare materiale combustibile
"BF REZIDENTIAL CONSULTING
INVEST SRL",BUCUREȘTI,"Str. Grigore Ionescu, nr. 63, cam. 1, bl. T73, sc.
2, et. 4, ap. 42, sector 2",0732761587,B-4392,17.10.2024,ignifugare,Ignifugare materiale combustibile
BLUE PROTECT CONSTRUCT SRL,BUCUREȘTI,"B-dul Alexandru Obregia, nr. 22A, bl. II30, sc. B,
et.4, ap. 59",0785561968,B-5336,08.07.2025,ignifugare,Ignifugare materiale combustibile
BOG’ART SRL,BUCUREȘTI,"Str. Ion Brezoianu, nr. 27, et. 2,3 și 4, sector 1",0213103238,B-5617,09.10.2025,ignifugare,Ignifugare materiale combustibile
"BUCUR MARIAN-MUGUREL
ÎNTREPRINDERE INDIVIDUALĂ",BUCUREŞTI,"Aleea Adrian Cârstea, nr.1, bl.30B, sc.2, et.1,
ap.57, sector 3",0726/214914,A-2425,09.07.2012,ignifugare,Ignifugare materiale combustibile
CABRIO & GECAB SRL,BUCUREŞTI,"Str. Dumbrava Nouă, nr. 25, bl. M142, et. 1, ap.
5, sector 5","0720083086
0311075715",B-1683,10.05.2022,ignifugare,Ignifugare materiale combustibile
SC CEDINA IMPORT-EXPORT SRL,BUCUREŞTI,"Str. Drumul Pădurea Neagră, nr.52A, corp A, lot
RU 42, et. P, ap. 1, sector 1",021/3263937,A-0820,31.03.2011,ignifugare,Ignifugare materiale combustibile
"SC CENTRUL DE IGNIFUGARE-
IGIENIZARE ŞI PSI BIANCA SRL",BUCUREŞTI,"Bd. Ion Mihalache, nr.94, Corp A, et.2, ap.3,
sector 1",021/4104381,A-0425,11.11.2010,ignifugare,Ignifugare materiale combustibile
CENTRUL RIVERGATE SRL,BUCUREŞTI,"Splaiul Unirii, nr.64, et.4, sector 4",021/4083571,A-4951,25.06.2015,ignifugare,Ignifugare materiale combustibile
"SC COMSTING INTERNAŢIONAL
SRL",BUCUREŞTI,"Bd. Theodor Pallady, nr.287, obiectiv 12-IOR 2,
sector 3",0722602183,A-2572,29.08.2012,ignifugare,Ignifugare materiale combustibile
COMSTING PARTENER SRL,BUCUREŞTI,"Aleea Fuiorului, nr.2, bl.Z3B, sc.3, et.8, ap.152,
sector 3",0723572190,A-5334,09.12.2015,ignifugare,Ignifugare materiale combustibile
COMSTING PROTECT INVEST SRL,BUCUREŞTI,"Aleea Fuiorului, nr. 2, cam. 3, bl. Y3B, sc. 3, et.
8, ap. 152, sector 3",0730556331,B-2352,17.02.2023,ignifugare,Ignifugare materiale combustibile
SC COMSTING RADU SRL,BUCUREŞTI,"Str. Baba Novac, nr.4, bl.R1, sc.B, parter, ap.24",021/6488393,A-0917,03.05.2011,ignifugare,Ignifugare materiale combustibile
"CONCEPTUAL TERM CONSTRUCT
SRL",BUCUREŞTI,"Str. Alexandru Depărățeanu, nr. 11, parter, ap. 3,
sector 1",0743095050,B-2048,07.10.2022,ignifugare,Ignifugare materiale combustibile
SC CONECO ROMÂNIA SRL,BUCUREŞTI,"Str. Aviator Fuică, nr. 64, et. P, ap. Camera 3,
sector 1",0212244087,A-2622,07.09.2012,ignifugare,Ignifugare materiale combustibile
CONSBERG SRL,BUCUREŞTI,"Str. Pictor Ştefan Dumitrescu, nr. 15, bl. 13, sc. 2,",0740211510,A-4333,07.08.2014,ignifugare,Ignifugare materiale combustibile
"CONSTRUCT CONSULTING AG
SRL",BUCUREŞTI,"Str. Turnu Măgurele, nr. 3, cam. 5, bl. C2, sc. 4,
et. 6, ap. 151, sector 4",0721338707,B-4005,26.06.2024,ignifugare,Ignifugare materiale combustibile
SC CONTEAM SRL,BUCUREŞTI,"B-dul Ghencea, nr.158, sector 6",021/4134500,A-1233,11.08.2011,ignifugare,Ignifugare materiale combustibile
DAB TEHNIC SRL,BUCUREȘTI,"Șos. București-Ploiești, nr. 137E, sector 1","0726/720515
021/4119292",A-7157,30.06.2017,ignifugare,Ignifugare materiale combustibile
SC DACORA IMPEX SRL,BUCUREŞTI,"Str. Florarilor, nr.14, sector 5",0371/150690,A-2102,25.04.2012,ignifugare,Ignifugare materiale combustibile
DANY’S IMPEX S.D.93 SRL,BUCUREŞTI,"Str. Lucaci, nr.99, sector 3",0720/777799,A-3693,17.10.2013,ignifugare,Ignifugare materiale combustibile
DARA IMPEX 94 SRL,BUCUREȘTI,"Str. Florarilor, nr. 11, sector 5",0722508425,B-0182,19.10.2020,ignifugare,Ignifugare materiale combustibile
SC DECOROM CONSTRUCT SRL,BUCUREŞTI,"Aleea Teişani, nr.133-137, sector 1",0724/312444,A-2568,27.08.2012,ignifugare,Ignifugare materiale combustibile
"DEL EXPERT TRADE &
CONSULTING SRL",BUCUREȘTI,"Str. Barbu Lăutaru, nr. 8, bloc 24, scara 1, etaj 4,
ap. 18, sector 1",0734400041,A-7966,16.04.2018,ignifugare,Ignifugare materiale combustibile
SC DERA-TOXIC 2000 SRL,BUCUREŞTI,"Str. Răcari, nr.12, bl.45, sc.2, parter, ap.54, sector
3",021/6736722,A-1184,28.07.2011,ignifugare,Ignifugare materiale combustibile
DIACONU CONSTRUCŢII SRL,BUCUREŞTI,"Str. Dumitru Papazoglu, nr.1, bl.B5, et.5, ap.85,
sector 3",021/3224844,A-4641,16.02.2015,ignifugare,Ignifugare materiale combustibile
DIMAC BUSINESS SRL,BUCUREȘTI,"Str. Mureșana, nr.9, bl.52, sc.B, et.3, ap.34,
sector 3",0722/630806,A-6442,04.11.2016,ignifugare,Ignifugare materiale combustibile
"SC ECOLEMN CONSTRUCT
INTERNAŢIONAL SRL",BUCUREŞTI,"B-dul Ghica Tei, nr.112, bl.41, sc.1, et.3, ap.20,
sector 2",021/6686408,A-0134,02.07.2010,ignifugare,Ignifugare materiale combustibile
SC EUROTOTAL COMP SRL,BUCUREŞTI,"Str.Sfânta Maria, nr.1, bl.10A4, sc.1, et.5, ap.33,
sector 1",021/6661149,A-1287,31.08.2011,ignifugare,Ignifugare materiale combustibile
"FEQS GROUP SRL
Autorizat la:",BUCUREŞTI,"Bd. Timișoara, nr.103Q, Tronson 1.6, et.4, ap.46,
sector 6
Str. Progresului, nr.102-108, camera 7, et.2,
sector 5
Str. Apusului, nr.27, bl.N21, sc.2, et.1, ap.17,
sector 6","031/4313574
0374/034035","B-1334
A-5589
A-4199","07.01.2022
29.02.2016
13.06.2014",ignifugare,Ignifugare materiale combustibile
FICUS TRADING CO SRL,BUCUREȘTI,"Str. Petre Ionescu, nr. 107, parter, sector 5",0722417734,A-8114,29.05.2018,ignifugare,Ignifugare materiale combustibile
FIRE & RESCUE SERVICES SRL,BUCUREŞTI,"Bd. Dimitrie Pompei, nr. 10A, modul 3, cam. 2,",0786425490,B-3523,28.02.2024,ignifugare,Ignifugare materiale combustibile
Autorizat la:,,"în suprafață de 244 m.p., bl. Conect 1, et. 3,
sector 2
Str. Dristorului, nr. 108-110, bl. 16ABC, sc. C,
et. 2, ap. 108, sectorul 3",0371043744,A-4538,11.12.2014,ignifugare,Ignifugare materiale combustibile
FIRESTOP SRL,BUCUREŞTI,"Str. Concordiei, nr. 5, parter, ap. 1, sector 4",0721444362,B-3611,21.03.2024,ignifugare,Ignifugare materiale combustibile
SC FIRE STOP SERV SRL,BUCUREŞTI,"Str. Costişa, nr.15, camera 1, sector 6",0722/513425,A-1183,27.07.2011,ignifugare,Ignifugare materiale combustibile
FIRE THS SRL,BUCUREŞTI,"Aleea Podul Giurgiului, nr.1, bl.14, sc.4, et.4,
ap.115, sector 5",0745/887455,A-4152,12.05.2014,ignifugare,Ignifugare materiale combustibile
FRAMSTEG MANAGEMENT SRL,BUCUREȘTI,"Str. Codrii Neamțului, nr.13, camera 1, bl.NB1,
sc.3, et.9, ap.186, sector 3",0767/791147,A-5877,18.05.2016,ignifugare,Ignifugare materiale combustibile
"FRĂŢIA CIC IMPEX SRL
Autorizat la:",BUCUREŞTI,"str. Culturii, nr.20, sector 5
Str. Valea Ialomiţei, nr.1A, bl. C18, sc.2, et.6,
ap.71, sector 6","031/1072289
0722/226114","A-3003
A-1058","14.12.2012
21.06.2011",ignifugare,Ignifugare materiale combustibile
GANESHA STING SRL,BUCUREŞTI,"Calea Ferentari, nr. 72, subsol, o cameră în
suprafață de 12,66 mp, bl. 5C, sc. A, sector 5",0773996642,B-3536,06.03.2024,ignifugare,Ignifugare materiale combustibile
SC GECOMAR’ 60 EXIM SRL,BUCUREŞTI,"Calea Vitan, nr.37-39, sector 3",021/3263514,A-1542,23.11.2011,ignifugare,Ignifugare materiale combustibile
GENERAL SERVICE GRUP 98 SRL,BUCUREŞTI,"Aleea Varful cu Dor, nr. 30, sector 3",0213450506,B-1475,10.03.2022,ignifugare,Ignifugare materiale combustibile
G&L SOLUTION INTEX SRL,BUCUREŞTI,"B-dul Lacul Tei, nr. 1BIS, cam. 220, et. 2, sector
2",0799884405,B-4887,20.03.2025,ignifugare,Ignifugare materiale combustibile
SC HIDRO SALT-B-92 SRL,BUCUREŞTI,"Str. Viitorului, nr. 50, sector 2",021/2122570,A-1127,07.07.2011,ignifugare,Ignifugare materiale combustibile
HMI SECURITY SOLUTIONS SRL,BUCUREŞTI,"Str. Niță Elinescu, nr. 57, camera 6, parter,
sector 3",0761615534,B-0613,16.04.2021,ignifugare,Ignifugare materiale combustibile
SC IDDS COM SRL,BUCUREŞTI,"Str. Şepcari, nr.9, bl.1, et.7, ap.24, sector 3",0723/395452,A-1811,17.02.2012,ignifugare,Ignifugare materiale combustibile
IGIENA ROMSERV DDD SRL,BUCUREȘTI,"Intrarea Ciubărului, nr.13, sector 4",021/7950165,A-5748,04.04.2016,ignifugare,Ignifugare materiale combustibile
SC IGIENA SERV SRL,BUCUREŞTI,"Str. Concordiei, nr. 5, parter, ap. 1, sector 4",021/3364241,A-1148,14.07.2011,ignifugare,Ignifugare materiale combustibile
IGNIPROFESSIONAL SRL,BUCUREȘTI,"Str. Sold. Ghita Serban nr. 55, etaj 3, ap.32,
sector 3",0727419169,B-1624,18.04.2022,ignifugare,Ignifugare materiale combustibile
SC INCON IMPEX SRL,BUCUREŞTI,"Str. Atmosferei, nr.1, sector 6",021/4400783,A-1231,11.08.2011,ignifugare,Ignifugare materiale combustibile
INSTAL STING SERV SRL,BUCUREŞTI,"Intrarea Reconstrucţiei, nr.1, bl. 24, sc. 6, et. 8,
ap. 256, setor 3",021/3195460,A-3498,19.06.2013,ignifugare,Ignifugare materiale combustibile
"SC IRIGC INTREPRINDEREA DE
REPARAŢII ŞI INSTALAŢII GAZE ŞI
CONSTRUCŢII IMPEX SRL",BUCUREŞTI,"Str. Afluentului, nr.14, sector 1",021/3163738,A-1620,16.12.2011,ignifugare,Ignifugare materiale combustibile
"JUST LUCA′S SERVICES BUSINESS
SRL",BUCUREŞTI,"Aleea Dealul Măcinului, nr. 1A, bloc 452, scara
A, etaj 10, ap. 42, sector 6",0771334783,B-3276,07.12.2023,ignifugare,Ignifugare materiale combustibile
SC LIDLE COM SRL,BUCUREŞTI,"Str. Sold. Anghel Ghețu, nr. 90D, sector 3",021/3450197,A-1877,06.03.2012,ignifugare,Ignifugare materiale combustibile
KATIA EXPERT CONSULTING,BUCUREȘTI,"Str. Covasna, nr. 13, bl. A2, sc.1, et. 8, ap. 36,
sector4",0720/220060,A-7389,06.09.2017,ignifugare,Ignifugare materiale combustibile
KONTIKI SAFETY EXPERT SRL,BUCUREȘTI,"Str. Trivale, nr. 4, subsol, camera 1, sector 4","0724083000
0744159085",A-7853,15.03.2018,ignifugare,Ignifugare materiale combustibile
LUCKY BUSINESS IMPEX SRL,BUCUREȘTI,"Bd. Iuliu Maniu, nr.187, sector 6",021/3180483,A-5692,23.03.2016,ignifugare,Ignifugare materiale combustibile
SC MELCHIOR SERV SRL,BUCUREŞTI,"Aleea Timişul de Sus, nr. 2, bl. A30, sc. F, et. 2,
ap.84, sector 6",0722/740306,A-2212,18.05.2012,ignifugare,Ignifugare materiale combustibile
MEVIMQUALY CONSTRUCT SRL,BUCUREȘTI,"Bd. Theodor Pallady, nr. 222, 5MP, sector 3",0741999897,B-2147,08.12.2022,ignifugare,Ignifugare materiale combustibile
MASTERCLASS AG SRL,BUCUREȘTI,"B-dul Nicolae Grigorescu, nr. 36, bloc m 32A,
scara B, etaj 9, ap. 84",0723190707,B-0011,23.07.2020,ignifugare,Ignifugare materiale combustibile
MICRIST SERV IMPEX SRL,BUCUREȘTI,"Str. Mărțișor, nr. 21, etaj 4, ap. 43, sector 4",0765363626,A-7705,29.01.2018,ignifugare,Ignifugare materiale combustibile
MIRECA MULTI-SERV SRL,BUCUREŞTI,"Str. Epigonilor, nr.29B, sector 5",021/7812245,A-2949,29.11.2012,ignifugare,Ignifugare materiale combustibile
MKM CHIM SRL,BUCUREȘTI,"Str. Giacomo Puccini, nr.8A, et.3, sector 2",0722211139,A-7497,19.10.2017,ignifugare,Ignifugare materiale combustibile
M&P BEST CONSTRUCT SRL,BUCUREŞTI,"Str. Doamna Ghica, nr.8, bl.1-2, sc.G, et.5,
ap.244, sector 2",021/6883752,A-2985,11.12.2012,ignifugare,Ignifugare materiale combustibile
MT FABRICA SRL,BUCUREȘTI,"Str. Pictor Ștefan Dumitrescu, nr. 4, bl. 19, sc. 2,
ap. 29, sector 4",0721473246,A-8203,10.07.2018,ignifugare,Ignifugare materiale combustibile
MTZ ART & EVENTS SRL,BUCUREȘTI,"Str. Aurel Perșu, nr. 128, cam. nr. 1, et. 1, ap. 7,
sector 4",0767423057,B-6016,26.02.2026,ignifugare,Ignifugare materiale combustibile
NEW ERA SERVICE SRL,BUCUREȘTI,"Str. Brândușelor, nr.10, bl. V75A, sc.1, et.3,
ap.10, cam.4, sector 3",0721/606661,A-6914,11.04.2017,ignifugare,Ignifugare materiale combustibile
NIKOOS MAX COMPANY,BUCUREȘTI,"Str. Crinul de Pădure, nr.3, bl. G6, sc.1, et.9,",0723385100,B-3624,28.03.2024,ignifugare,Ignifugare materiale combustibile
INTERNATIONAL SRL,,"ap.226, Sector 6",,,,ignifugare,Ignifugare materiale combustibile
ORTOGONAL CONSTRUCT SRL,BUCUREŞTI,"Str. Anghel Moldoveanu, nr. 38, parter, sector 4",0758033758,B-3193,30.10.2023,ignifugare,Ignifugare materiale combustibile
SC PAFLORA IMPEX SRL,BUCUREŞTI,"Str. Intrarea Sectorului, nr.8, sector 3",021/3208510,A-0671,18.02.2011,ignifugare,Ignifugare materiale combustibile
"SC PALEX CONSTRUCŢII
INSTALAŢII SRL",BUCUREŞTI,"Str. Constantin Rădulescu Motru, nr.20, bl.22-24,
sc.B, parter, ap.47, sector 4",021/3445875,A-1901,12.03.2012,ignifugare,Ignifugare materiale combustibile
SC PAM COM 2001 SRL,BUCUREŞTI,"Str. Cluceru Sandu, nr.4, bl.29C, sc.B, et.10,
ap.87, sector 2",021/2552301,A-1040,07.06.2011,ignifugare,Ignifugare materiale combustibile
PANTEA INTERACT SRL,BUCUREȘTI,"Str. George Valentin Bibescu, nr.16-18, bl.12/5,
sc.A, et.3, ap.7, sector 1",0725/432796,A-6921,11.04.2017,ignifugare,Ignifugare materiale combustibile
"GRIT CONSTRUCȚII LUCRĂRI
SPECIALE SRL
Autorizat ca:
PAZO SERVICES AG SRL
PAZO SERVICES SRL","BUCUREȘTI
BUCUREȘTI","Str. Ion Brezoianu, nr. 18, et. 1, ap. 1, sector 1
Str. Ion Brezoianu, nr. 18, et. 1, ap. 1, sector 1","0723606553
0213261107/
0213261106
0213261107/
0213261106","B-0301
A-8089
A-6262","24.11.2020
21.05.2018
25.08.2016",ignifugare,Ignifugare materiale combustibile
PHOTOVOLTAIC SYSTEMS SRL,BUCUREȘTI,"Str. Doamna Ghica, nr. 38, parter, o cameră,
bl.15, sc. 2, ap.15, sector 2",0720318332,B-0691,13.05.2021,ignifugare,Ignifugare materiale combustibile
"PLURAL WORKS SRL
Autorizat ca:
PLURAL ALBUFEIRA SRL",BUCUREȘTI,"Str. Slt. Popa, nr. 7, bl. 17, sc. 2, et. 4, ap. 38,
sector 5",0730591978,"B-5926
B-0961","30.01.2026
26.08.2021",ignifugare,Ignifugare materiale combustibile
POLY CLEAN SERVICES SRL,BUCUREȘTI,"Str. Științei, nr. 33, sector 5",0764/667632,A-9419,28.10.2019,ignifugare,Ignifugare materiale combustibile
"POT CONSTRUCT PROJECT
MANAGEMENT SRL",BUCUREŞTI,"Str. Despot Vodă, nr. 48, bl. 36, sc. B, et. 1, ap.
47, sector 2",0734415444,B-2015,02.11.2022,ignifugare,Ignifugare materiale combustibile
SC PRIMOSAL SRL,BUCUREŞTI,"Str. Dreptăţii, nr.6, bl.O4, sc.C, et.8, ap.158,
sector 6",021/3124557,A-0862,14.04.2011,ignifugare,Ignifugare materiale combustibile
PROTECT STEEL SRL,BUCUREȘTI,"B-dul Alexandru Obregia, nr. 33, bloc O 3, scara
5, etaj 8, ap. 194",0734075606,A-7879,22.03.2018,ignifugare,Ignifugare materiale combustibile
PROTECȚIE LEMN SRL,BUCUREȘTI,"Str. Fildeșului, nr. 4, bl. B6, sc. 1, parter, ap. 6,
sector 3",0733401347,B-0689,11.05.2021,ignifugare,Ignifugare materiale combustibile
"HOPE SERVICES RETAIL SRL
Autorizată ca:
PSICOM GLOBAL SRL",BUCUREȘTI,"Șoseaua Virtuții, nr. 22D, parter, bl. B1, sc. A,
ap. 1, sector 6
Str. Cetatea de Baltă, nr.22, Bl.O6, sc.B, parter,
ap.56, sector 6","031/8059161
031/8059161","B-4120
B-0084","25.07.2024
20.08.2020",ignifugare,Ignifugare materiale combustibile
PSICOM PROTECT SRL,BUCUREŞTI,"Str. Cetatea de Baltă, nr.22, camera 3, bl.O6,
sc.B, et.1, ap.62, sector 6",021/4301252,A-5118,03.09.2015,ignifugare,Ignifugare materiale combustibile
PSI PROTECT SOLUTIONS SRL,BUCUREȘTI,"Str. Slt. Dima Cristescu, nr. 9, bl. 222, sc. A, et.
5, ap. 22, sector 2",0764675954,B-5097,16.05.2025,ignifugare,Ignifugare materiale combustibile
QUAD STILL PAINT SRL,BUCUREȘTI,"Str. Hrisovului, nr. 2-4, bl. 2, parter, ap. 88,
sector 1",0746/320550,A-6068,06.07.2016,ignifugare,Ignifugare materiale combustibile
RARSO INTERMED SRL,BUCUREŞTI,"Str. Cetăţuia, nr.1, cam.2, bl.M21, sc.7, et.1,
ap.398, sector 6",0769/542936,A-4718,18.03.2015,ignifugare,Ignifugare materiale combustibile
REAL DECO SRL,BUCUREȘTI,"Aleea Teișani, nr. 133-137, C1-Magazie, sector 1",021/2321778,A-6577,23.12.2016,ignifugare,Ignifugare materiale combustibile
RIVERGATE FIRE SRL,BUCUREȘTI,"Splaiul Unirii, nr. 64, et.4, sector 4",0214083571,A-8570,22.11.2018,ignifugare,Ignifugare materiale combustibile
