company_name,cui,phone,phone_e164,sector,city,jobs,positions_total,source_date
DENIS EDY CONFECŢII S.R.L.,40090649,0722362819,+40722362819,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,TARGOVISTE,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(5),385,20260416
S.C. EXPERT PROTECT SRL,44044114,0722362819,+40722362819,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,MUNICIPIUL TARGOVISTE,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(5),385,20260416
POLIPOL MOBILA SRL,17367592,0261807600,+40261807600,PRODUCTIE MOBILA,FOIENI,TAPITER(3),231,20260416
GROSU SERVICE ITP S.R.L.,43998878,0770337044,+40770337044,Altele,1 DECEMBRIE,FEMEIE DE SERVICIU(1),3,20260316
SPITALUL JUDETEAN DE URGENTA BRAILA,4342863,0239692222,+40239692222,Medicină / Sănătate /Psihoterapie,BRAILA,CADRU TEHNIC CU ATRIBUTII ÎN DOMENIUL PREVENIRII SI STINGERII INCENDIILOR(1) | FARMACIST DE SPECIALITATE(1),33,20260323
DASM CLUJ NAPOCA,22970653,0372798884,+40372798884,ASISTENTA SOCIALA,MUNICIPIUL CLUJ-NAPOCA,ASISTENT MEDICAL GENERALIST(3) | MEDIC MEDICINA GENERALA(1),53,20260320
MOBVAS CONCEPT SRL,40290701,0731500484,+40731500484,PRODUCTIE MOBILA,VASLUI,"FINISOR-LACUITOR LEMN(1) | CONFECTIONER-MONTATOR PRODUSE DIN LEMN(2) | MAISTRU ÎN INDUSTRIALIZAREA LEMNULUI(1) | TÂMPLAR UNIVERSAL(5) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",530,20260406
FUNDATIA PRISON FELLOWSHIP ROM,4890211,0744555646,+40744555646,Educație / Training / Coaching,MUNICIPIUL CLUJ-NAPOCA,SPECIALIST ÎN FORMARE(1),47,20260402
ECOGREEN CONSTRUCT SRL,25716944,0374010010,+40374010010,Altele,ADUNATII-COPACENI,LUCRATOR OPERATIV PENTRU AUTOCOMPACTOARE(1) | LUCRATOR SORTATOR DESEURI RECICLABILE(2) | CONDUCATOR AUTOSPECIALA(2) | LUCRATOR SORTATOR DESEURI RECICLABILE(1),208,20260416
BELLABERG IMPEX SRL,25778971,0745618872,+40745618872,Altele,TILEAGD,MANIPULANT MARFURI(10),60,20260317
ALPHA FINANCIAR ADVISORS S.R.L.,40421580,0729859033,+40729859033,Contabilitate / Financiar,GIURGIU,SECRETAR ADMINISTRATIV(1),7,20260318
GST SAFETY TEXTILES RO SRL,32039122,0265774550,+40265774550,Altele,ALBESTI,OPERATOR LA DESERVIREA RAZBOAIELOR DE TESUT(2) | INGINER AUTOMATIST(1),160,20260416
COCO&CO SERVICE S.R.L.,39341542,0741033823,+40741033823,SERVICE AUTO,ZARNESTI,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",77,20260416
STRONG SHAPE SRL,52204062,0747369163,+40747369163,Altele,BAIA MARE,CONSULTANT NUTRITIONIST(1),77,20260416
S.C. MINRUILA S.R.L,34651470,-,,Altele,SALONTA,CASIER(1),53,20260406
SISTEMUL DE GOSPODARIRE AL APELOR IALOMITA,23716395,0243230439,+40243230439,Altele,SLOBOZIA,INGINER AUTOVEHICULE RUTIERE(1),30,20260326
TRADITIONAL CONSTRUCT NIK S.R.L.,44032756,0747229628,+40747229628,Altele,BREB,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",58,20260326
ALEVAVIL COM SRL,31581515,0785202483,+40785202483,Altele,MUNICIPIUL TARGU JIU,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SUB FORMA DE PRAF SI GRANULE(1),33,20260327
STAR PRAHOVA SMART SRL,37564130,0737476496,+40737476496,Altele,PLOIESTI,PROFESOR ÎN ÎNVATAMÂNTUL PRIMAR(1),22,20260324
CANTON CONSTRUCTION SRL,43484788,0726554855,+40726554855,Administrativ / Secretariat,FUNDENI,ASISTENT MANAGER(1),3,20260316
STUDIODENT COZMA S.R.L.,39407329,0752508378,+40752508378,Medicină / Sănătate /Psihoterapie,FALTICENI,ASISTENT MEDICAL GENERALIST(1),53,20260406
RĂMAS BUN SRL,36610328,0720543656,+40720543656,Altele,MUNICIPIUL HUNEDOARA,SAPATOR MANUAL(1),18,20260321
S.C.TOP MAX CLEAN S.R.L.,34585562,0745106775,+40745106775,Altele,ORADEA,ALTI MUNCITORI ÎN SERVICII PENTRU CURATENIE(1),8,20260318
TELESENIOR S.R.L,52051589,+40 735 567 857,+40735567857,Call center / Suport clienți,OCNA MURES,TELEFONIST(1),39,20260331
ALINUTZA KIDS PARTY S.R.L.,52733233,074022288,+40074022288,Sport / Artă / Divertisment,ARAD,ANIMATOR SOCIOEDUCATIV(1),39,20260331
TEATRUL MUNICIPAL MATEI VISNIEC SUCEAVA,35143372,0748496021,+40748496021,Sport / Artă / Divertisment,MUNICIPIUL SUCEAVA,"MÂNUITOR, MONTATOR DECOR(1)",17,20260320
ALEF DISTRIBUTION RO,37561959,0213310067/68/69,0213310067/68/69,IT / Telecomunicații,BUCURESTI SECTORUL 2,TEHNICIAN ECHIPAMENTE DE CALCUL SI RETELE(1) | CONTABIL(1),34,20260416
NEVAN IMPEX SRL,7488953,0753553612,+40753553612,Altele,LUNA,LUCRATOR COMERCIAL(3) | AJUTOR BUCATAR(3) | LUCRATOR BUCATARIE (SPALATOR VASE MARI)(1) | LUCRATOR COMERCIAL(2) | LUCRATOR BUCATARIE (SPALATOR VASE MARI)(2),426,20260416
MOBILE GREEN CLEANING SERVICES SRL,36686636,0740405381,+40740405381,Au pair / Babysitter / Curățenie,CLUJ-NAPOCA,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(8),616,20260416
YOKOGAWA EUROPE B.V. OLANDA SU,16434790,0728777187,+40728777187,Inginerie,BUCURESTI SECTORUL 2,INGINER AUTOMATIST(1) | CONTABIL(1) | REFERENT DE SPECIALITATE FINANCIAR-CONTABILITATE(1),231,20260416
BEST SERVICE FOR YOU SRL,34175384,0799923515,+40799923515,SERVICE AUTO,DRAMBAR,MECANIC AUTO(1),3,20260316
ARTAFIER-DAMASCHIN SRL,16359338,0731184297,+40731184297,Altele,GOLESTI,LACATUS MECANIC(20) | SUDOR(10),90,20260316
CLINICA MEDICALA PALLADY S.R.L.,46472940,0735047400,+40735047400,Altele,BUCURESTI SECTORUL 3,FEMEIE DE SERVICIU(1),3,20260316
MILENIAL WASH S.R.L.,40616949,0743018964,+40743018964,Altele,BRAILA,SPALATOR VEHICULE(1),77,20260416
ART.PROD.CONCEPT S.R.L.,48610690,0787672779,+40787672779,Altele,DEVA,PREPARATOR DE SEMIFABRICATE SI PREPARATE CULINARE(5),280,20260407
CORY STIL S.R.L.,47754590,0740500128,+40740500128,Contabilitate / Financiar,HARLAU,AGENT SERVICII CLIENT(2),154,20260416
ELECTRIC MOTORCYCLE SRL,49676758,0765324661,+40765324661,Altele,FUNDENI,MANIPULANT MARFURI(2) | CASIER(2) | LUCRATOR COMERCIAL(5),27,20260316
MG-CONTABIG SRL,18429006,0744432621,+40744432621,Contabilitate / Financiar,SIGHETU MARMATIEI,CONTABIL(1),77,20260416
ADMIN BAZINALA DE APA MURES,18234918,0265214610,+40265214610,Altele,TARGU MURES,LACATUS MECANIC(1) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1),53,20260416
H METAL S.R.L.,15465080,0766271971,+40766271971,Altele,MUNICIPIUL TARGU MURES,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",9,20260318
HUMANA PEOPLE TO PEOPLE SRL,18264676,0737029832,+40737029832,Retail,PLOIESTI,LUCRATOR COMERCIAL(3) | LUCRATOR COMERCIAL(1) | DIRECTOR MAGAZIN(1),625,20260416
ASOCIATIA RAISA TURDA,24016705,0741080823,+40741080823,ASISTENTA SOCIALA,MUNICIPIUL TURDA,ÎNGRIJITOARE LA UNITATI DE OCROTIRE SOCIALA SI SANITARA(1),6,20260317
S.C. EURO RINASCENTE S.R.L,25595710,0731908500,+40731908500,SERVICE AUTO,LETEA VECHE,MECANIC AUTO(1),154,20260416
STONE HOUSE GUARD S.R.L.,42714498,0745239099,+40745239099,Armată / Pază/ Protecție,ROVINARI,AGENT DE SECURITATE(2) | AGENT DE SECURITATE(1) | AGENT DE SECURITATE(5),69,20260416
SC STEFI  CLEAN SRL,52166775,0752639050,+40752639050,Altele,SAPANTA,ÎNGRIJITOR CLADIRI(1),24,20260324
DECEAN SRL,8973271,0744590216,+40744590216,Altele,MIERCUREA CIUC,AJUTOR BUCATAR(1) | BRUTAR(1),133,20260416
RESURSE UMANE SI SALARIZARE MURES,52503072,0758678578,+40758678578,Resurse umane,TARGU MURES,MANAGER RESURSE UMANE(1) | GESTIONAR DEPOZIT(1),64,20260416
VASION SRL,992154,0730633330,+40730633330,Altele,BACAU,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA(1),77,20260416
REGIA NAŢIONALĂ A PĂDURILOR ROMSILVA RA SUCURSALA DIRECŢIA SILVICĂ SĂLAJ,13734491,0260/632720,+40260632720,Altele,ZALAU,OPERATOR LA RECOLTAREA SI TOALETAREA ARBORILOR FORESTIERI(1) | PADURAR(1),40,20260327
SC IMSADCOM SARO SRL,33009308,0723549677,+40723549677,Altele,GIURGIU,"MAISTRU LACATUS, CONSTRUCTII METALICE(1) | LACATUS MECANIC(1)",154,20260416
DALMED CLINIC S.R.L.,45778291,0 759 898 051,+40759898051,Medicină / Sănătate /Psihoterapie,GRECI,REGISTRATOR MEDICAL(1),3,20260316
SC DEPHUB SRL,52821408,0747047747,+40747047747,Altele,ORAS BECHET,OPERATOR COMERCIAL(3),117,20260331
SODRA SRL,1283290,0723549677,+40723549677,Altele,FRATESTI,"MAISTRU LACATUS, CONSTRUCTII METALICE(1) | LACATUS MECANIC(1)",154,20260416
NEW STAR COM SRL,6067557,0726699950,+40726699950,Altele,TARGU JIU,LUCRATOR GESTIONAR(1),33,20260327
RECYCLABLE D&D WASTE S.R.L.,42058369,0785057777,+40785057777,Altele,DUDU,LUCRATOR SORTATOR DESEURI RECICLABILE(3),9,20260316
ALTERRA ATELIER SRL,52202240,0753365111,+40753365111,Altele,MUNICIPIUL SUCEAVA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",16,20260320
CBY SPEEDTRANS SRL,38373716,0767777187,+40767777187,Altele,BUCOV,CONDUCATOR ACTIVITATE DE TRANSPORT RUTIER(1),3,20260316
INSTITUTUL NAŢIONAL DE CERCETARE-DEZVOLTARE ÎN SUDURĂ ŞI ÎNCERCĂRI DE MATERIALE - ISIM TIMIŞOARA,3041226,0256491831,+40256491831,Inginerie,TIMISOARA,INGINER MECANIC(2) | TEHNICIAN MECANIC(2),200,20260403
Sistemul de Gospodărire a Apelor Olt,18350947,0744904484,+40744904484,Altele,SLATINA,MUNCITOR HIDROMETRU(1),44,20260416
ICAMATYCIP MIXT SRL,38087609,0762377559,+40762377559,Altele,FOCSANI,MANIPULANT MARFURI(2),78,20260331
DOLCE PAN GOLD SRL,28379606,0721208802,+40721208802,Altele,GIURGIU,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(1),62,20260409
LIBRO EVENTS SRL,26301716,0757321321,+40757321321,Altele,GLINA,FEMEIE DE SERVICIU(4) | FEMEIE DE SERVICIU(7),166,20260416
DR MOLNAR ZSOLT CABINET MEDICAL VETERINAR,21319224,0744767887,+40744767887,Altele,CURTUISENI,TEHNICIAN VETERINAR(1),21,20260323
CLEAN FAMILY BUSINESS,44187807,0761955631,+40761955631,Altele,CRAIOVA,FEMEIE DE SERVICIU(1) | CURATATOREASA LENJERIE(1),6,20260316
GLORIA TOP CLEAN S.R.L.,40434289,0799499621,+40799499621,Altele,CONSTANTA,SPALATOR COVOARE ÎNNODATE(10) | OPERATOR SPALATOR TEXTILE(10),60,20260316
ALIN TRANS SRL,19066006,0745324795,+40745324795,Altele,SUTESTI,MUNCITOR NECALIFICAT ÎN MINE SI CARIERE(1),6,20260317
FAMOUS  BARBER SHOP SRL,38745755,0752511877,+40752511877,Servicii înfrumusețare,BUCURESTI SECTORUL 3,FRIZER(3),9,20260316
GLOBALLOGIC ROMANIA SRL,16013724,0264453303,+40264453303,IT / Telecomunicații,BUCURESTI SECTORUL 1,PROGRAMATOR(2),6,20260316
NOARIM GROUP SRL,19754714,0799909999,+40799909999,PRODUCTIE MOBILA,TARGU JIU,"TÂMPLAR MANUAL/ARTIZANAL(1) | TÂMPLAR UNIVERSAL(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1) | DESIGNER INDUSTRIAL(1) | GRAFICIAN INDUSTRIAL(1)",558,20260416
COOLTIV HOSPITALITY,50238654,0722825105,+40722825105,Au pair / Babysitter / Curățenie,BUCURESTI SECTORUL 3,FEMEIE DE SERVICIU(2) | AJUTOR OSPATAR(2),12,20260316
ART WOOD COMPANY SRL,16065421,0741169377,+40741169377,PRODUCTIE MOBILA,AUREL VLAICU,"DESENATOR ARTISTIC (STUDII SUPERIOARE)(1) | MANIPULANT MARFURI(2) | CONFECTIONER-MONTATOR PRODUSE DIN LEMN(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",302,20260416
ADECCO IT OUTSOURCING S.R.L.,42101310,0722529265,+40722529265,IT / Telecomunicații,MUNICIPIUL BUCURESTI,TEHNICIAN RETELE DE TELECOMUNICATII(1),39,20260331
SULTAN GIDA SRL,32588007,0722838955,+40722838955,Altele,CONSTANTA,AJUTOR BUCATAR(15),45,20260316
"AUSNIT, OLARIU SI ASOCIATII SRL",29044110,0785500018,+40785500018,Altele,MUNICIPIUL LUGOJ,LUCRATOR PENTRU SALUBRIZARE(9) | SPALATOR VEHICULE(9) | AJUTOR BUCATAR(9) | ÎNGRIJITOR SPATII HOTELIERE(10) | BUCATAR(14),2769,20260331
MONITORUL OFICIAL RA,427282,0213185110,+40213185110,Altele,BUCURESTI SECTORUL 1,REDACTOR(2) | CONSILIER JURIDIC(1),231,20260416
ARIESUL CONF SA,2824238,0748115730,+40748115730,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,BAIA DE ARIES,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE(6),462,20260416
NERA MURESAN SECURITY SRL,249720,0264/591880,+40264591880,SERVICII DE PAZA SI PROTECTIE,FLORESTI,AGENT DE SECURITATE INTERVENȚIE(1),75,20260415
DANVLADU MARKET CLASIC,33019271,0723295599,+40723295599,Altele,NIGRISOARA,LUCRATOR COMERCIAL(1),3,20260316
STR ASSET MANAGEMENT S.R.L.,41137103,0769271692,+40769271692,Altele,MUNICIPIUL BUCURESTI,ÎNGRIJITOR CLADIRI(9) | ÎNGRIJITOR CLADIRI(6),477,20260416
UNIV NATIONALA DE ARTE BUCURES,4602033,0721723882,+40721723882,Educație / Training / Coaching,BUCURESTI SECTORUL 1,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1)",26,20260416
KRAMEX AUTO SRL,41847283,0745472596,+40745472596,Retail,MUNICIPIUL CLUJ-NAPOCA,GESTIONAR DEPOZIT(1),62,20260409
EUROCONF SA,789193,0734001150,+40734001150,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,SIBIU,CONTROLOR CALITATE(1),77,20260416
ADMINISTRATIA ZONEI LIBERE BRAILA RA,6088916,0239611655,+40239611655,Administrativ / Secretariat,BRAILA,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN GESTIUNEA ECONOMICA(1),17,20260320
COMPANIA MUNICIPALĂ ILUMINAT PUBLIC BUCUREȘTI S.R.L.,37832144,0784753843,+40784753843,Altele,BUCURESTI SECTORUL 1,ELECTRICIAN ECHIPAMENTE ELECTRICE SI ENERGETICE(4),36,20260318
ROSLIN GLOBAL SOLUTIONS SRL,46479972,0745099358,+40745099358,Call center / Suport clienți,IASI,MANAGER TEHNOLOGIA INFORMATIILOR SI COMUNICATII(1),17,20260320
PRIMARIA COMUNEI CETATE,4553470,0251364022,+40251364022,ASISTENTA SOCIALA,CETATE,ASISTENT PERSONAL AL PERSOANEI CU HANDICAP GRAV(1),3,20260316
EIM FAST BUSINESS DELIVERY S.R.L,43981370,0766973180,+40766973180,Altele,BUCURESTI SECTORUL 6,CURIER(20),60,20260316
ANTICA FORAJE S.R.L.,52219934,0755585586,+40755585586,Altele,MUNICIPIUL ALBA IULIA,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(1)",39,20260331
CASA CRISTEA SRL,734350,0230542386,+40230542386,Altele,FALTICENI,LUCRATOR BUCATARIE (SPALATOR VASE MARI)(1),62,20260409
C.B.S. EXPORT SRL,4813251,0746127253,+40746127253,PRODUCTIE MOBILA,NANESTI,FASONATOR-USCATOR FURNIRE(1) | CONTABIL(1),118,20260410
RAGAZZI BARBER SHOP SRL,48185019,0735323377,+40735323377,Servicii înfrumusețare,BUCURESTI SECTORUL 4,FRIZER(5),310,20260409
SMART AUTO LEASE SRL,45058789,0769845648,+40769845648,Altele,CATELU,MECANIC AUTO(3),9,20260316
Buka SRL,52168407,0740024608,+40740024608,Altele,MUNICIPIUL SFANTU GHEORGHE,AGENT DE VÂNZARI(1),39,20260331
MARABOU FASHION S.R.L.,41931812,0765882314,+40765882314,Altele,PITESTI,AGENT REPARTIZARE A FORTEI DE MUNCA(1) | CONSILIER JURIDIC(1) | ASISTENT MANAGER(1) | FEMEIE DE SERVICIU(10),389,20260416
ELECTROMONTAJ SA BUCURESTI SUCURSALA FABRICA DE STILPI METALICI,8495584,0213465537,+40213465537,Altele,BUCURESTI SECTORUL 3,"LACATUS MECANIC(1) | OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(1) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",322,20260410
BEAUTYWOOD RO S.R.L.,35480424,0368803073,+40368803073,Vânzări,ORADEA,REPREZENTANT COMERCIAL(2),154,20260416
SZEKELY PEKSEG SRL,15847390,0755038800,+40755038800,Altele,TARGU SECUIESC,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(1),3,20260316
SC SAM MIX MART SRL,49735382,0721337571,+40721337571,Altele,TATARASTII DE JOS,LUCRATOR COMERCIAL(1),37,20260331
DIRECTIA SERVICII PUBLICE,42516040,0726291827,+40726291827,Inginerie,BOTOSANI,INSPECTOR DE SPECIALITATE ÎN ADMINISTRATIA PUBLICA(1),17,20260320
ROMANIA XIAOMI COMMUNICATION T,44845821,+40722612501,+40722612501,Management,BUCURESTI SECTORUL 2,Manager clienti stategici(1) | MANAGER DE ZONA(1),12,20260317
TA&VI SRL,35626938,0767294275,+40767294275,Altele,SIPOTU,SPALATOR VEHICULE(1),23,20260324
MPIRE DIGITAL PRODUCTION SRL,52700279,0754411428,+40754411428,Marketing,PITESTI,AGENT DE VÂNZARI(1) | DESIGNER VIDEO(1),42,20260323
S.C. MAR DAVANDRUNIS SRL,40477751,0745164949,+40745164949,Au pair / Babysitter / Curățenie,CRAIOVA,FEMEIE DE SERVICIU(1),1,20260316
STEMAR EXECUTII CONSTRUCT SRL,37033236,0758230875,+40758230875,Altele,BUFTEA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(25)",800,20260327
sc power nicridav srl,40732137,0745164949,+40745164949,Au pair / Babysitter / Curățenie,CRAIOVA,FEMEIE DE SERVICIU(1),3,20260401
SARAMARIS S.R.L,15449297,0769270208,+40769270208,Altele,HATEG,VÂNZATOR(1),62,20260409
DRAGDYG SERV SRL,30463872,0771610286,+40771610286,SERVICE AUTO,ALBESTI,MECANIC AUTO(4),12,20260316
SYNOPSYS ROMANIA SRL,19075535,0364116161,+40364116161,IT / Telecomunicații,CLUJ-NAPOCA,PROGRAMATOR(1),6,20260317
ELECTROMONTAJ SA BUCURESTI SUCURSALA PITESTI,8593710,279007,279007,Altele,BASCOV,"SEF SANTIER(1) | ELECTRICIAN MONTARE SI REPARATII ECHIPAMENT ELECTRIC DIN CENTRALE, STATII SI POSTURI DE TRANSFORMARE ELECTRICE(1)",127,20260410
SERIANA COMPANY SRL,17684850,0748178153,+40748178153,FABRICAREA ARTICOLELOR DE IMBRACAMINTE,TARGU MURES,CONFECTIONER-ASAMBLOR ARTICOLE DIN TEXTILE(1),1,20260316
ALPINA TEAM CONSULTING S.R.L.,46247433,0720085887,+40720085887,Altele,VINTU DE JOS,CONFECTIONER CABLAJE AUTO(60),4620,20260416
BUBBLE KIDS,52210277,0758562176,+40758562176,Altele,SIBIU,ADMINISTRATOR SOCIETATE COMERCIALA(2),130,20260410
SAV TIR TRANS SRL,44502777,0766922101,+40766922101,Altele,MUNICIPIUL VASLUI,Conducător auto transport rutier de mărfuri(3),186,20260409
SYMMETRICA SRL,6552535,0230522619,+40230522619,Altele,VERESTI,MANIPULANT MARFURI(1),17,20260320
BCNR STUDIO S.R.L.,33652990,0751974008,+40751974008,Altele,MUNICIPIUL CLUJ-NAPOCA,MASEUR(1),39,20260331
MURESAN FLOREA ALIN,1830411260118,0746017008,+40746017008,Au pair / Babysitter / Curățenie,TARGU MURES,MENAJERA(1),77,20260416
UNIX AUTO SRL,10542416,0244542055,+40244542055,Vânzări,BLEJOI,SOFER DE AUTOTURISME SI CAMIONETE(2) | SOFER DE AUTOTURISME SI CAMIONETE(1) | LUCRATOR COMERCIAL(1),387,20260416
ARTISAN IRON MUSE SRL,52223897,0753792339,+40753792339,Altele,SIBIU,MUNCITOR NECALIFICAT ÎN METALURGIE(1),3,20260316
HULYA AND AKJA,46790714,0766517796,+40766517796,Altele,BUCURESTI SECTORUL 3,ALTI MUNCITORI ÎN SERVICII PENTRU CURATENIE(10) | UCENIC(5),980,20260416
Indefinite S.R.L.,47008159,0751758558,+40751758558,Administrativ / Secretariat,BUCURESTI SECTORUL 2,FEMEIE DE SERVICIU(2),6,20260316
DARO BUSINESS S.R.L.,47952857,0746487242,+40746487242,Administrativ / Secretariat,BUCURESTI SECTORUL 4,ASISTENT MANAGER(1),22,20260323
SIMACEK FACILITY SERVICES RO SRL,23678720,0730330161,+40730330161,Altele,TURDA,ÎNGRIJITOR CLADIRI(2) | ÎNGRIJITOR CLADIRI(5),258,20260331
FOLDER ARCHIVE SERVICES SRL,52090960,0747224622,+40747224622,Contabilitate / Financiar,MUNICIPIUL BRASOV,FUNCTIONAR ADMINISTRATIV(1),4,20260317
HANTELMANN ANDREEA-PAULA,2960818226730,0788131985,+40788131985,Au pair / Babysitter / Curățenie,MUNICIPIUL IASI,MENAJERA(1),39,20260331
MOREXIM MONTAN SRL,26418547,0722682499,+40722682499,Altele,BUCIUM,FASONATOR MECANIC (CHERESTEA)(1),62,20260409
TAISIIA DOVGAN SRL,28366975,0799661508,+40799661508,Altele,SANT,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(2),6,20260316
TEGADO INVESTMENT SRL,24071211,0724299997,+40724299997,Altele,ORAS PANTELIMON,MANIPULANT MARFURI(3),9,20260316
ELECTROMONTAJ BUCURESTI SA SUCURSALA CRAIOVA,4335173,0251/415147,+40251415147,Altele,CRAIOVA,"INGINER ENERGETICA INDUSTRIALA(1) | SEF SANTIER(1) | ELECTRICIAN MONTARE SI REPARATII ECHIPAMENT ELECTRIC DIN CENTRALE, STATII SI POSTURI DE TRANSFORMARE ELECTRICE(3) | ELECTRICIAN MONTARE SI REPARATII LINII ELECTRICE AERIENE(4) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",422,20260410
ELECTROMONTAJ SA,566,0213367584,+40213367584,Altele,BUCURESTI SECTORUL 4,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(5) | OPERATOR LA UTILAJE DE FORJAT DIRIJAT(1)",391,20260416
GABRIS BETON S.R.L.,48925710,0748183315,+40748183315,Altele,ROSIORI DE VEDE,Conducător auto transport rutier de mărfuri(1),77,20260416
POPCONT 2018 S.R.L.,39325784,0726143607,+40726143607,Altele,SATU MARE,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA(1),21,20260323
SIMCOR VAR S.R.L.,13532689,0254213930,+40254213930,Altele,CRISTUR,SEF SERVICIU(1) | ELECTRICIAN ECHIPAMENTE ELECTRICE SI ENERGETICE(1),8,20260317
ALEX & GEORGE IMPORT EXPORT SRL,208738,0741132350,+40741132350,Administrativ / Secretariat,CLUJ-NAPOCA,DIRECTOR DE DEPARTAMENT ALIMENTATIE(1) | DIRECTOR DE CAZARE(1) | SEF SERVICIU ÎN CONSTRUCTII(1) | SEF DE SALA RESTAURANT(2) | SPECIALIST MARKETING(2),6314,20260416
TEAM GUARD,2601643,0736405993,+40736405993,Armată / Pază/ Protecție,BUCURESTI SECTORUL 4,AGENT DE SECURITATE(5) | OPERATOR CALCULATOR ELECTRONIC SI RETELE(1) | SOFER DE AUTOTURISME SI CAMIONETE(1) | AGENT DE SECURITATE(4) | SEF OBIECTIV SERVICII DE SECURITATE(1),423,20260415
SILVOCOM LERESTI SRL,14471385,0744683235,+40744683235,Altele,LERESTI,ASAMBLATOR-MONTATOR PROFILE ALUMINIU SI GEAM TERMOPAN(2) | ASAMBLATOR-MONTATOR PROFILE ALUMINIU SI GEAM TERMOPAN(1),197,20260416
NATURLICH SRL,34737822,0265511990,+40265511990,Retail,MUNICIPIUL BRAILA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",18,20260331
S.C. BUDDHA SPA STUDIO SRL,42593477,0722264018,+40722264018,Altele,BUCURESTI SECTORUL 1,MASEUR DE ÎNTRETINERE SI RELAXARE(2),12,20260317
APA CANAL SIBIU S.A.,2684940,0269222916,+40269222916,Altele,SIBIU,FUNCTIONAR ECONOMIC(1) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1) | CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN MANAGEMENT(1) | FUNCTIONAR ADMINISTRATIV(1),80,20260416
LIVE LOVE LIFE SRL,15850794,0740057818,+40740057818,Altele,ARAD,BROKER ÎN ASIGURARI(1),1,20260316
ASIA EUROPE JOBS S.R.L.,45493898,0747200040,+40747200040,Altele,BUCURESTI SECTORUL 3,AGENT DE VÂNZARI(1) | ASISTENT MANAGER(1),54,20260403
S.C. IDEALL GLASS EXIM,43294686,0768876534,+40768876534,Altele,BOLINTIN-VALE,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(6) | FEMEIE DE SERVICIU(2)",48,20260317
MOBIL SERV AUTO RAPID SRL,52180087,0744788584,+40744788584,SERVICE AUTO,CRAIOVA,REPREZENTANT COMERCIAL(1),23,20260324
QUALITYSOM PRODUCT S.R.L.,39019831,0745/467591,+40745467591,PRODUCTIE MOBILA,PARINCEA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(3)",30,20260319
