company_name,cui,phone,phone_e164,email,sector,city,jobs,positions_total,source_date
ELECTROPUTERE VFU PAŞCANI S.A.,1996928,0735234357 / 0730022442,0735234357 / 0730022442,resurseumane@electroputerevfu.ro,Altele,PASCANI,"REFERENT(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1) | SUDOR(1) | LACATUS MECANIC(1) | Tehnician mecatronist(1)",62,20260408
TRANS GROUP TRADE SOCIETATE CU RASPUNDERE LIMITATA,51027132,0761071087,+40761071087,laviniapetre75@gmail.com,Administrativ / Secretariat,STRAMBA-JIU,FUNCTIONAR ADMINISTRATIV(1),6,20260317
EMILY IMPEX SRL,8508226,0723985405,+40723985405,emily96impex@gmail.com,Altele,MOTCA,MANIPULANT MARFURI(2),154,20260416
SC REMAT PLUS SRL,25152055,0751041087,+40751041087,office@rematplus.ro,Altele,SANTIMBRU,LUCRATOR SORTATOR DESEURI RECICLABILE(10),770,20260416
IOROMAN PLAST SRL,48099740,0723526461,+40723526461,rzindistributie@gmail.com,Vânzări,MUNICIPIUL CLUJ-NAPOCA,LUCRATOR COMERCIAL(2) | LUCRATOR COMERCIAL(1),133,20260416
Laszlo Domokos,20386578,0740290049,+40740290049,domokoslaszlo28@gmail.com,Altele,SANCRAI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",14,20260318
SUPERBON SRL,19054826,0753845534,+40753845534,contact.superbon@superbon.ro,Altele,NOJORID,LUCRATOR SORTATOR DESEURI RECICLABILE(1) | MANIPULANT MARFURI(11) | ÎNCARCATOR-DESCARCATOR(11),1279,20260416
PENTAGON SRL,1637770,021 352 0267,+40213520267,razvan.dumitrescu@pentagonromania.ro,Vânzări,OTOPENI,AGENT DE VÂNZARI(1) | REPREZENTANT COMERCIAL(1),52,20260325
I.F.R. SUPPORT SPRL,50436961,0761496649,+40761496649,office@ifrsupport.com,Legislativ / Juridic / Funcții Publice,BUCURESTI SECTORUL 2,CONSILIER JURIDIC(1),39,20260331
PAG BUILDING EXPERT SRL,28074512,0727448329,+40727448329,pag.contabilitate@gmail.com,Altele,ORAS TECHIRGHIOL,SUDOR MANUAL CU ARC ELECTRIC(2),130,20260410
HYGEEA MEDICA CARE S.R.L.,42646539,0743363498,+40743363498,hygeeasecretariat@gmail.com,Medicină / Sănătate /Psihoterapie,BARNOVA,INFIRMIER/INFIRMIERA(2) | INFIRMIER/INFIRMIERA(1),55,20260410
LICEUL TEHNOLOGIC CAPITAN NICOLAE PLESOIANU,2649544,0250732853,+40250732853,grplesoianu@yahoo.com,Administrativ / Secretariat,MUNICIPIUL RAMNICU VALCEA,ALTI MUNCITORI ÎN SERVICII PENTRU CURATENIE(1),24,20260324
NATURAL GUST CATERING SRL,28964286,0766351302,+40766351302,office@royalcatering.ro,Altele,POPESTI-LEORDENI,AJUTOR BUCATAR(1),9,20260318
Global Industrial Consult,17119872,0770721721,+40770721721,office@rciexpert.ro,Management,BUCURESTI SECTORUL 1,MANAGER PROIECT(1),4,20260317
HOINAR EXCLUSIV SRL,24721292,0722657989,+40722657989,marvimpex@yahoo.com,Altele,BUCURESTI SECTORUL 6,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(8)",137,20260407
CENTRAL MOTORS SRL,12517010,0754333018,+40754333018,contabilitate@centralmotors.ro,SERVICE AUTO,BISTRITA,INGINER MECANIC(1) | MECANIC AUTO(1) | ELECTROMECANIC AUTO(1),112,20260416
PEIKKO ROMANIA SRL,38440041,0744336396,+40744336396,george.calinescu@peikko.com,Altele,BOLINTIN-DEAL,"SUDOR(10) | LACATUS MECANIC(10) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(10) | OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE(10) | OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(3)",1980,20260416
PARTENER SRL,9026390,0234.588750,+40234588750,hr@partner.ro,Altele,BACAU,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA(1),77,20260416
CMI-Dr. Simiciuc Gabi,20249368,0742884501,+40742884501,panaceeasrl@gmail.com,Medicină / Sănătate /Psihoterapie,MUNICIPIUL BARLAD,ÎNGRIJITOR CLADIRI(1),65,20260410
CEC BANK SA,361897,021311119,+40021311119,recrutare@cec.ro,Altele,VASLUI,ADMINISTRATOR CONT(1) | OPERATOR GHISEU BANCA(1),54,20260416
DAROM SERVICII SUPORT S.R.L.,38919991,0725920590,+40725920590,recrutare@darom.ro,Altele,TARGOVISTE,ÎNGRIJITOR CLADIRI(5),385,20260416
BIN DRAGHICI NICOLETA,20789155,0744502899,+40744502899,birou_notarial_draghici@yahoo.com,Altele,NANOV,SECRETAR NOTARIAT(1),39,20260331
NINA DRESS SRL,46607320,0784759060,+40784759060,stelimacris@gmail.com,Altele,SURLARI,LUCRATOR COMERCIAL(2),18,20260318
VLADADEL SRL,18826367,0745363851,+40745363851,contabilitate@drwheel.ro,SERVICE AUTO,TARGU MURES,VULCANIZATOR DE PRODUSE INDUSTRIALE DIN CAUCIUC(8) | MECANIC AUTO(6) | TINICHIGIU CAROSIER(4) | ELECTRICIAN AUTO(2) | SPALATOR COVOARE ÎNNODATE(4),1848,20260416
IDEO CONTA S.R.L.,39330390,07426273778,07426273778,sasu.adriana@yahoo.com,Altele,VALEA LUPULUI,INSTRUCTOR DE AEROBIC-FITNESS(1),14,20260320
PERSOANA FIZICA FABIAN IOANA-RALUCA,2840902125784,0770147054,+40770147054,office@sasenterprises.org,Au pair / Babysitter / Curățenie,CLUJ-NAPOCA,MENAJERA(1),65,20260410
VITALITY ASIAN SPA S.R.L.,41153419,+40 749 038 556,+40749038556,rigopiro@yahoo.com,Altele,BUCURESTI SECTORUL 1,MASEUR DE ÎNTRETINERE SI RELAXARE(4),36,20260318
SUN CAFFE SRL,31464612,0754056730,+40754056730,muncaavize@gmail.com,Altele,STEFANESTII DE JOS,SOFER DE AUTOTURISME SI CAMIONETE(35),595,20260320
VASTELIS CONST SRL,21552547,0726429431,+40726429431,office@florimirhr.ro,Altele,PALANCA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(15) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(3)",147,20260324
ASISOC ARCOS S.R.L.,43803224,0749346923,+40749346923,office@servicii-varstnici.ro,ASISTENTA SOCIALA,TULCEA,INFIRMIER/INFIRMIERA(3),231,20260416
CUTS FOR CHANGE SRL,52413255,0742893601,+40742893601,andreea0n@yahoo.com,Servicii înfrumusețare,BISTRITA,COAFOR(2) | FEMEIE DE SERVICIU(1) | MANAGER DE INTREPRINDERE SOCIALA(1),108,20260325
NELTRANS SRL,12480417,0744145682,+40744145682,ana.gagenel21@gmail.com,Educație / Training / Coaching,SINAIA,INSTRUCTOR AUTO(1),27,20260325
WORK INN BUILDERS S.R.L.,33664765,+40 740 241 188,+40740241188,laura.oprea@work-finder.eu,Altele,ORAS POPESTI-LEORDENI,MANIPULANT MARFURI(2),12,20260317
ESTILO CRISTIN SRL,22212187,0726226833,+40726226833,salonqueen@gmail.com,Servicii înfrumusețare,TARGU JIU,MANICHIURIST(1),2,20260316
REMAT ECO METAL SRL,41584365,0768039316,+40768039316,office@internationalrhr.ro,Altele,BUCURESTI SECTORUL 2,LUCRATOR SORTATOR DESEURI RECICLABILE(4),36,20260318
TSUNAMI COM SRL,17213011,0243211042,+40243211042,nicoleta.vintila72@gmail.com,Altele,SLOBOZIA,LUCRATOR COMERCIAL(1),65,20260410
BEAUTY INNOVATION SRL,30499884,0721210990,+40721210990,sabinastoica5@gmail.com,Servicii înfrumusețare,BUCURESTI SECTORUL 3,COAFOR(4) | FEMEIE DE SERVICIU(2) | LUCRATOR COMERCIAL(2),784,20260416
SPIDER INDUSTRY,52150760,0722922830,+40722922830,mihaela.basturea@gmail.com,Altele,MUNICIPIUL PITESTI,MONTATOR SISTEME TÂMPLARIE TERMOIZOLANTA(1),65,20260410
SILVIC SIMON SRL,18541416,0762293335,+40762293335,silvicsimon@gmail.com,Contabilitate / Financiar,ZABALA,ANALIST FINANCIAR(1),33,20260327
MADOTI FOOD SRL,31455185,0239612497,+40239612497,camicecream@gmail.com,Vânzări,BRAILA,AGENT DE VÂNZARI(1),3,20260316
DENI EXPERT SERVICE SRL,29847888,0744788584,+40744788584,deniexpertservice@gmail.com,SERVICE AUTO,GHERCESTI,MECANIC AUTO(2) | MECANIC AUTO(4),230,20260416
SC CONSAG  OANA  COMEXIMP SRL,4347129,0744603580,+40744603580,gabisagau9@gmail.com,Altele,ORAS SANGEORZ-BAI,CONTABIL(1),17,20260320
DESERTURI DE VIS SRL,37592181,0720041551,+40720041551,vioberceni@gmail.com,Altele,GHERLA,VÂNZATOR(1),4,20260317
S.C. CRISANTA INFO SERV SRL,6859158,0722807869,+40722807869,radu_margareta@yahoo.com,Altele,VULCAN,SPALATOR VEHICULE(1),3,20260316
S.C DIMANOLO ALLIANCE GROUP SRL,38980980,0730649325,+40730649325,manuel.gheorghe@onestaff.ro,Altele,STEFANESTII DE JOS,MANIPULANT MARFURI(10),90,20260318
RUIAN WANDA TOWN SRL,47365410,0726554855,+40726554855,catalin.anyday@gmail.com,Altele,FUNDENI,CASIER(1) | AJUTOR BUCATAR(2) | LUCRATOR COMERCIAL(2),45,20260318
SECURYTAS SYSTEMS SRL,16889954,0244523345,+40244523345,secretariat@securytas.ro,SERVICII DE PAZA SI PROTECTIE,PLOIESTI,DISPECER CENTRU DE ALARMA(1),4,20260317
SC FAY-SYSTEM SRL,14877988,0742004700,+40742004700,niculaiescosmin@gmail.com,Altele,BOTOSANI,CONFECTIONER TÂMPLARIE DIN ALUMINIU SI MASE PLASTICE(2) | FIERAR BETONIST(2) | DULGHER RESTAURATOR(2) | ZIDAR RESTAURATOR(2),616,20260416
SVN AUTOTRADING CONSULT S.R.L.,44724471,0757292750,+40757292750,svnautotrading@yahoo.com,Altele,DEJ,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(1),77,20260416
Asociația Femei din Piatra,52233947,0743014626,+40743014626,contact@alexandraanastasiei.ro,Educație / Training / Coaching,PIATRA-NEAMT,PEDAGOG SCOLAR(1),7,20260318
GIRBIA ANA,2850401270054,0736778040,+40736778040,secretariatagentieasia@gmail.com,Au pair / Babysitter / Curățenie,BUCURESTI SECTORUL 6,MENAJERA(1),27,20260325
BYM AUTO LOGISTICS SRL,36051625,0761657727,+40761657727,bymautologistics@gmail.com,Altele,SADINA,MANIPULANT MARFURI(60) | MANIPULANT MARFURI(88),1944,20260325
ENERGEN ROMANIA SRL,34147856,0771604658,+40771604658,hr@energen.eu,Altele,RUDENI,SAPATOR MANUAL(5),45,20260318
CARDIOMED SRL,23666661,0723215183,+40723215183,cristina.giurgiuman@cardiomedcluj.ro,Medicină / Sănătate /Psihoterapie,CLUJ-NAPOCA,ÎNGRIJITOR CLADIRI(1) | ASISTENT MEDICAL GENERALIST(2),78,20260416
EVEREST NEW GLOW,43356320,0785106416,+40785106416,documentesuport@gmail.com,Altele,PITESTI,MASEUR DE ÎNTRETINERE SI RELAXARE(10),90,20260318
AD HOTEL&EVENT'S S.R.L.,37768513,0783228098,+40783228098,luminital2009@gmail.com,Altele,GURA HUMORULUI,OPERATOR SPALATOR TEXTILE(1),3,20260316
SAM INSTAL SRL,17248176,0744396318,+40744396318,saminstal@yahoo.com,Altele,CIUCEA,SOFER DE AUTOTURISME SI CAMIONETE(1),51,20260406
MARDARASEVICI GABRIELA,2670618333202,0757027053,+40757027053,mastefanoaei@yahoo.com,Au pair / Babysitter / Curățenie,IASI,ÎNGRIJITOR CLADIRI(1),12,20260319
SKB PROD SYSTEMS SRL,36505896,+40 755 825 306,+40755825306,mariana.bologan@laserprocessing.ro,Altele,RUDENI,VOPSITOR(2) | LACATUS MECANIC(2) | SUDOR(2) | SUDOR(30),534,20260327
DEEP SERV 2000 SRL,12732417,.,,lavinia.vlad@deep-serv.ro,Altele,TARGOVISTE,UCENIC(13) | UCENIC(1),53,20260320
I.I. Plesa Adina Ioana,31241556,0744813031,+40744813031,adinaplesa@gmail.com,Au pair / Babysitter / Curățenie,BUCURESTI SECTORUL 1,FEMEIE DE SERVICIU(1),9,20260318
SC AUTOSOLIDAR SRL,52216733,0735989682,+40735989682,tutucea_01@yahoo.com,Altele,MUNICIPIUL FOCSANI,SPALATOR VEHICULE(1),39,20260331
MANSALE VISION S.R.L.,38488872,0735090926,+40735090926,,Altele,URLETA,AGENT DE VÂNZARI(4) | AGENT DE VÂNZARI(1),333,20260416
SOCIETATEA CIVILA DE AVOCATI MOLDOVEANU SI ASOCIATII,19451400,0724388064,+40724388064,andreea.morlovea@moldoveanulawyers.ro,Management,BUCURESTI SECTORUL 2,MANAGER PROIECT(1),9,20260318
NET CONECT SRL,15955243,0369811714,+40369811714,hr@keepcalling.com,Marketing,SIBIU,"MANAGER MARKETING (TARIFE, CONTRACTE, ACHIZITII)(1) | PROGRAMATOR(1) | ANALIST RECRUTARE/INTEGRARE SALARIATI(1) | AGENT SERVICII CLIENT(1) | PROGRAMATOR AJUTOR(1)",385,20260416
VALIR NEK SRL,35636540,0745571531,+40745571531,supermarketideal@yahoo.ro,PRODUCTIE MOBILA,BUCESTI,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE(1) | CONFECTIONER-ASAMBLOR ARTICOLE DIN LEMN(1),154,20260416
NEORTIC MOTORS SRL,26049750,0741333183,+40741333183,contabilitate@neortic.ro,SERVICE AUTO,BUCURESTI SECTORUL 2,MAGAZINER(1) | FEMEIE DE SERVICIU(1),21,20260319
S.C. HIKVISION TECHNOLOGIES SR,41457795,0723247487,+40723247487,cristina.oprea@rilvan.eu,Altele,BUCURESTI SECTORUL 6,MANAGER(2) | MANAGER PROIECT(1),27,20260318
AQUAMIX SRL,18108235,0744592909,+40744592909,vffero@gmail.com,Vânzări,BELANI,AGENT DE VÂNZARI(1),9,20260318
HOTEL TERRA IASI SRL,38440440,0744881603,+40744881603,hotelterra@yahoo.com,Contabilitate / Financiar,VALEA LUPULUI,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN GESTIUNEA ECONOMICA(1),77,20260416
SC PADUREA RACHITELE SRL,12406771,0744775357,+40744775357,rachitelepadurea@yahoo.com,Altele,MARGAU,MUNCITOR NECALIFICAT ÎN SILVICULTURA(1),100,20260410
MERANTI STUDIO SRL,38323521,0723184348,+40723184348,dimitrie@merantistudio.ro,PRODUCTIE MOBILA,BOLINTIN-VALE,TÂMPLAR UNIVERSAL(3),36,20260319
TROB ROBOTICS SRL,44524830,0744430838,+40744430838,trobrobotics@gmail.com,Altele,MICESTI,MANAGER(1),9,20260318
VASCAR SA,829522,0736778040 /  0235361131,0736778040 /  0235361131,office@vascar.ro,Altele,VASLUI,FACTURIST(1) | MECANIC UTILAJ(1) | CIONTOLITOR TRANSATOR CARNE(1) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1) | OPERATOR LA TRATAREA APEI TEHNOLOGICE(1),305,20260416
CSÍKI SPORTCENTRUM S.R.L.,45417319,0740820588,+40740820588,hajnal.szasz.experthr@gmail.com,Sport / Artă / Divertisment,MIERCUREA CIUC,SALVATOR LA STRAND(1),18,20260321
ENDODIAHEALTH SRL,43544260,0721263783,+40721263783,lavinia567@yahoo.com,Altele,MUNICIPIUL CONSTANTA,FEMEIE DE SERVICIU(1),9,20260318
GALANT REMUS S.R.L.,41213405,0753661995,+40753661995,SARPELECOBRA7@GMAIL.COM,Call center / Suport clienți,BAIA MARE,OFICIANT TELEFOANE(1),39,20260331
KESKESOR SRL,48594420,0722143071,+40722143071,renata.buciu71@gmail.com,Altele,ORAS POPESTI-LEORDENI,FEMEIE DE SERVICIU(1) | ÎNCARCATOR-DESCARCATOR(1) | LUCRATOR COMERCIAL(1),33,20260327
S.C. BRS AUTOMOTIVE SRL,47371323,0724294747,+40724294747,brsgarage@yahoo.com,SERVICE AUTO,BUCURESTI SECTORUL 3,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",9,20260318
LUCI SI IULI SRL,22846745,0723970682,+40723970682,lucisiiuli@gmail.com,Altele,GIURGIU,LUCRATOR COMERCIAL(1) | DIRECTOR SOCIETATE COMERCIALA(1),17,20260415
AGROLUK IMPEX SRL,9144999,0762646640,+40762646640,michaela_bucur@yahoo.com,Altele,MANASTIREA,MUNCITOR NECALIFICAT LA AMBALAREA PRODUSELOR SOLIDE SI SEMISOLIDE(1),1,20260316
TOTAL RETAIL FOOD DISTRIBUTION,29389004,0721951525,+40721951525,paunicaioana@yahoo.com,Altele,MUNICIPIUL GIURGIU,AGENT COMERCIAL(1),2,20260316
CRĂCIUN TRADE SRL,17714802,0731184297,+40731184297,contabilitate@craciuntrade.ro,Altele,TURNU ROSU,Conducator auto transport rutier de persoane(4),260,20260410
"COMPANIA NATIONALA ""AEROPORTURI BUCURESTI"" SA",26490194,0212012414,+40212012414,contact@cnab.ro,Altele,OTOPENI,CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN ECONOMIE GENERALA(1) | ELECTRICIAN EXPLOATARE CENTRALE SI STATII ELECTRICE(1) | INGINER/INSPECTOR DE SPECIALITATE/REFERENT DE SPECIALITATE/EXPERT ÎN SERVICIILE DE TRAFIC AERIAN(1),71,20260416
SC JA-TO SRL,51709008,-,,contimigconsult@gmail.com,Altele,SALONTA,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(10),660,20260412
ITACROM SRL,15339839,0744171881,+40744171881,itacrom@gmail.com,Altele,ORADEA,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(1),1,20260316
TERRABISCO S.A.,31345328,0723016768,+40723016768,office@hr-solutii.ro,Retail,BUCURESTI SECTORUL 2,FEMEIE DE SERVICIU(1),12,20260319
REALITYOCEAN SRL,51475373,0747942309,+40747942309,info@realityocean.com,IT / Telecomunicații,BUCURESTI SECTORUL 1,PROGRAMATOR(1),39,20260331
MIX SWEETS S.R.L.,46078008,0754056730,+40754056730,muncaavize@gmail.com,Altele,ORAS VOLUNTARI,MANIPULANT MARFURI(2),24,20260319
NOROCEL 17 COMIMPEX SRL,481117,0722395921,+40722395921,norocel17@gmail.com,Altele,GIURGIU,MANIPULANT MARFURI(1),12,20260319
Remes Calin-Marius,1750311054692,0770272528,+40770272528,romkore@yahoo.com,Altele,MUNICIPIUL ORADEA,GOSPODAR(1),50,20260403
DESIGN YOUR ART SRL,34542715,0768039336,+40768039336,office@internationalrhr.ro,PRODUCTIE MOBILA,STEFANESTII DE JOS,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2)",24,20260319
PUNGA DE PAPEL,52181589,0264213400,+40264213400,tatarg.catalin@gmail.com,Altele,CLUJ-NAPOCA,MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(1),39,20260331
TVM MED SERV SRL,7964577,0748808490,+40748808490,tvmmedserv@gmail.com,Medicină / Sănătate /Psihoterapie,CLUJ-NAPOCA,INFIRMIER/INFIRMIERA(1) | ASISTENT MEDICAL GENERALIST(1) | Receptioner medical(1),104,20260331
SIMULTAN SRL,6723660,0256212036,+40256212036,office@simultan.ro,Altele,SANANDREI,AMBALATOR MANUAL(2),54,20260325
ASOCIATIA CLUBUL SPORTIV BIOMAR,48574717,0745677941,+40745677941,bio_agras@yahoo.com,Sport / Artă / Divertisment,PANET,ÎNGRIJITOR ANIMALE(2),154,20260416
STIMULENT SRL,8199252,0744562120,+40744562120,stimulent93@yahoo.com,PRODUCTIE MOBILA,RAMNICU VALCEA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(5) | STIVUITORIST(2) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(4)",410,20260416
ARS NOVA EVENTS SRL,34651429,0770184293,+40770184293,events@arsnova.ro,Educație / Training / Coaching,ORADEA,Instructor de dans(2),78,20260331
ASOCIATIA DE PROPRIETARI NR.3 D.N.GHIKA,10745585,0787600974,+40787600974,asociatia_nr3@yahoo.com,Altele,COMANESTI,FEMEIE DE SERVICIU(1),22,20260324
MUTIU NICHITA TRAIAN-GEODEZ,25292997,0744525365,+40744525365,mutiunichita@yahoo.com,Altele,CUSUIUS,INGINER TOPOGRAF(2),2,20260316
SC ROSTEF FOREST SRL,27007361,0727785465,+40727785465,rostef.forest@yahoo.com,Altele,ORAS VALENII DE MUNTE,"ZIDAR RESTAURATOR(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",6,20260316
STALKER MEDIA SRL,17146214,0737166560,+40737166560,solutiismart88@gmail.com,Altele,TARGOVISTE,MANIPULANT MARFURI(10),770,20260416
GRADINITA CU PROGRAM NORMAL SI PROGRAM PRELUNGIT VEVERITA JUCAUSA,38576990,0726224859,+40726224859,veveritajucausa1@gmail.com,Educație / Training / Coaching,BUCURESTI SECTORUL 2,INGRIJITOR GRUPA INVATAMANT PRESCOLAR(1),4,20260317
SMART CONFEX SRL,39483202,0745401025,+40745401025,mari_adochiei@yahoo.com,IT / Telecomunicații,CLUJ-NAPOCA,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(1),3,20260316
WINNER CLEAN CAR SRL,49615904,0746 496 116,+40746496116,adriana.proforma@gmail.com,Altele,JIBOU,MANAGER(1),6,20260317
PROVIDER TRADING,24623553,0732725725,+40732725725,office.dc.employment@gmail.com,Altele,BUCURESTI SECTORUL 6,LUCRATOR COMERCIAL(5),60,20260319
S.C. DENTAL SAV S.R.L.,13697725,0234311755,+40234311755,office@dentalsav.ro,Medicină / Sănătate /Psihoterapie,ONESTI,ASISTENT MEDICAL GENERALIST(1),9,20260330
DIGITAL GRAFIX GRUP SRL,15456472,0757045800,+40757045800,office@34fx.com,PRODUCTIE MOBILA,PREAJBA,MONTATOR SUBANSAMBLE(7) | MONTATOR SUBANSAMBLE(2) | OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(2),123,20260402
LINES SRL,15738775,0745656408,+40745656408,camelias_75@yahoo.com,Altele,HUEDIN,VÂNZATOR(1),65,20260410
FUNDATIA DE SERVICII ISLAMICE DIN ROMANIA,7249743,0769845648,+40769845648,consultantaimigrari1@gmail.com,Altele,BUCURESTI SECTORUL 2,FEMEIE DE SERVICIU(1),12,20260319
AUTO IOSIF SRL,28481842,0744/798112,+40744798112,autoiosif@yahoo.com,Contabilitate / Financiar,DOROHOI,CONTABIL-SEF(1),1,20260316
CONSAGOANAIMPCOMEX SRL,4347194,0744603580,+40744603580,gabisagau9@gmail.com,Altele,SANGEORZ-BAI,SOFER DE AUTOTURISME SI CAMIONETE(1) | LUCRATOR BUCATARIE (SPALATOR VASE MARI)(1),31,20260402
SC MICROFRUITS SA,29252740,0740090875,+40740090875,office1galaxy@gmail.com,Altele,BRANESTI,AMBALATOR MANUAL(10) | MANIPULANT MARFURI(20),870,20260320
SC BELOTTI SOL SRL,43421208,07549810275,07549810275,restaurantbelotti@gmail.com,Altele,BOTOSANI,LUCRATOR BUCATARIE (SPALATOR VASE MARI)(2),34,20260320
CLEANING UNLIMITED SRL,51346565,0757833709,+40757833709,georgetahasiu89@yahoo.com,Altele,SEBES,ÎNGRIJITOR CLADIRI(20),240,20260319
ENMON IMPEX SRL,19262215,0744570393,+40744570393,simona@activcont.ro,Altele,DOBROESTI,LUCRATOR COMERCIAL(1),1,20260316
WEBHELP ROMÂNIA SRL,18988172,0752 103 315,+40752103315,wh_dlt-ro-personnel@concentrix.com,Call center / Suport clienți,BUCURESTI SECTORUL 1,FUNCTIONAR INFORMATII CLIENTI(23) | ANALIST DE INFORMATII(8) | ANALIST DE INFORMATII(7) | FUNCTIONAR INFORMATII CLIENTI(5) | ANALIST SERVICII CLIENT(34),2883,20260416
ALEXANDER FOREST SRL,1617994,0252354378,+40252354378,alexanderforestsrl@gmail.com,Altele,OSTROVU CORBULUI,MUNCITOR NECALIFICAT ÎN SILVICULTURA(10),120,20260319
FRIȘAN LILIANA,2860104060581,0752225756,+40752225756,liliana.frisan@gmail.com,Altele,BUCURESTI SECTORUL 1,ÎNGRIJITOR BATRÂNI LA DOMICILIU(1),9,20260318
UNIVERSAL BUSINESS S.R.L.,18511709,0733994206,+40733994206,nicoleta.vecerdea@totalnsa.ro,Altele,SIBIU,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(4) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(5) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(5)",921,20260416
BOSCO CLASIC GOLD S.R.L.,43626327,0751193979,+40751193979,andreea.bostan@gmail.com,Altele,TARGU BUJOR,COFETAR(1),36,20260330
LOVE BEAUTY POINT S.R.L.,43954200,0742184163,+40742184163,office@lovebeauty.ro,Servicii înfrumusețare,BUCURESTI SECTORUL 3,STILIST PROTEZIST DE UNGHII(5),60,20260319
PP PROTECT SECURITY SRL,32401540,0372111025,+40372111025,abonat@ppprotectsecurity.ro,Armată / Pază/ Protecție,CLUJ-NAPOCA,AGENT DE SECURITATE(1) | AGENT DE SECURITATE INTERVENȚIE(1),62,20260416
K NOI SERVICES S.R.L.,40547016,0720044059,+40720044059,knoifirmacuratenie@yahoo.com,Au pair / Babysitter / Curățenie,IASI,AGENT CURATENIE CLADIRI SI MIJLOACE DE TRANSPORT(1),35,20260330
RADACINI MOTORS SRL,17083558,0729555043,+40729555043,RESURSE.UMANE@RADACINI.RO,SERVICE AUTO,BUCURESTI SECTORUL 6,SPECIALIST GARANTII AUTO(1),77,20260416
LAUREALUXE TRAVELS SRL,48669507,0742205686,+40742205686,laurealuxetravels@gmail.com,Administrativ / Secretariat,SOVATA,ASISTENT MANAGER(1),19,20260323
MDF CONCEPT SEBES SRL,46387232,0740408381,+40740408381,mdfconceptsebes@gmail.com,PRODUCTIE MOBILA,MUNICIPIUL SEBES,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",5,20260317
FULL SECURITY SRL,33695532,0740780180,+40740780180,office@fullsecurity.ro,SERVICII DE PAZA SI PROTECTIE,MARGHITA,"AGENT DE SECURITATE INCINTA (MAGAZIN, HOTEL, ÎNTREPRINDERE ETC.)(15) | AGENT DE SECURITATE INCINTA (MAGAZIN, HOTEL, ÎNTREPRINDERE ETC.)(1)",53,20260331
EUROPEAN IMMIGRATION SERVICES,44604068,0772061797,+40772061797,info@europeanimmigration.eu,Altele,BUCURESTI SECTORUL 1,LUCRATOR LA PRELUCRAREA PESTELUI(5) | FEMEIE DE SERVICIU(5) | OSPATAR (CHELNER)(5) | AJUTOR BUCATAR(5) | ADMINISTRATOR(1),500,20260410
ASERTIVO PREMIUM SRL,36787606,0768876534,+40768876534,emilia@umancare.ro,ASISTENTA SOCIALA,BUCURESTI SECTORUL 3,AJUTOR BUCATAR(2) | ÎNGRIJITOR CLADIRI(1) | ÎNGRIJITOARE LA UNITATI DE OCROTIRE SOCIALA SI SANITARA(3),72,20260319
