company_name,cui,caen_code,caen_description,employees,turnover_ron,city,county,email,email_source,email_verified,phone,website
ROSTYLE ALEX SRL,10860096,1520,Pielarie,54,4440232,Municipiul Brad,Hunedoara,,,,+40254612768,
PARAPHARM SRL,13662697,1089,Industria alimentara,54,71729545,Municipiul Brad,Hunedoara,,,,+40254613188,
INDUTEX ROMANIA S.R.L.,18528743,1412,Confectii,54,6381151,Municipiul Targu Mures,Mures,,,,+40365809881,
EDERA INVEST SRL,3900023,1071,Industria alimentara,54,13178044,Bucuresti Sectorul 2,Bucuresti,office@ederapan.ro,companies,true,+40021400801,
SERIROM SRL,14639382,1310,Textile,54,8781021,"Loc. Buhusi, Oras Buhusi",Bacau,,,,+40234206183,
SIMCOR VAR SA,13532689,2352,Alte produse minerale nemetalice,54,31222259,Bucuresti Sectorul 4,Bucuresti,office@simcorvar.ro,inferred,false,+40254213930,www.simcorvar.ro
SANTO RAPHAEL SRL,7678885,2053,Substante chimice,54,6896982,Bucuresti Sectorul 2,Bucuresti,,,,+40212331950,
COMPLEX UNIREA LEGUME 5G S.R.L.,40200350,1039,Industria alimentara,54,20784596,"Sat Unirea, Comuna Unirea",Calarasi,,,,+40723642438,
FEMADAR SRL,9672285,1011,Industria alimentara,54,20255082,"Sat Giroc, Comuna Giroc",Timis,,,,+40256293068,
CARMANGERIA-DALIA SRL,2200390,1011,Industria alimentara,54,27076524,Municipiul Baia Mare,Maramures,office@carmangeriadalia.ro,master_companies,true,+40262224040,
AFI CAR UTILAJE S.R.L.,25328926,2920,Autovehicule,53,46801141,Comuna Glina,Ilfov,,,,+40311059312,
MILLENNIUM UTILITY SRL,14419719,3250,Alte activitati industriale,53,9641185,Municipiul Sighetu Marmatiei,Maramures,cabinet.contabilitate@yahoo.com,master_companies,true,+40262371053,
NORD SCALA SRL,25188040,1610,Lemn,53,5904772,"Sat Pirtestii de Sus, Comuna Cacica",Suceava,dgdtelus@yahoo.com,master_companies,true,+40736045060,
KATHREIN BROADCAST S.R.L.,41308980,2630,Calculatoare si electronice,53,22759803,Municipiul Timisoara,Timis,,,,,
MINIFABER EAST EUROPE SRL,24865344,3299,Alte activitati industriale,53,31977716,Municipiul Bacau,Bacau,,,,+40234516683,
SPIACT CRAIOVA S.A.,14452049,3020,3020,53,51284052,Municipiul Craiova,Dolj,lucian.grigore@spiact.ro,master_companies,true,+40251418392,
GRUP CONSTRUCT SRL,14778496,2891,Masini si echipamente,53,17842450,Municipiul Buzau,Buzau,,,,,
DUROTERM SRL,11542066,2561,Constructii metalice,53,15911665,Bucuresti Sectorul 3,Bucuresti,,,,+40747119913,
BOSCH REXROTH S.R.L.,38122226,2815,Masini si echipamente,53,86123420,Municipiul Blaj,Alba,,,,,
FERMA CU OMENIE SRL,17514367,1051,Industria alimentara,53,33838561,"Sat Unirea, Comuna Unirea",Alba,,,,+40258876053,
CORAL TREND DESIGN SRL,34396296,1412,Confectii,53,3309720,"Sat Nazna, Comuna Sancraiu de Mures",Mures,,,,,
FER.KO SRL,6179267,3109,Mobila,53,26834303,Bucuresti Sectorul 1,Bucuresti,,,,+40266364359,
ELIDOR PAN SRL,30076698,1071,Industria alimentara,53,12879340,Municipiul Oradea,Bihor,,,,+40259432266,
UTTIS INDUSTRIES SA,6561690,2821,Masini si echipamente,53,20244410,Bucuresti Sectorul 4,Bucuresti,office@uttis.ro,master_companies,true,,www.uttis.ro
EGAN PROD SRL,8866313,1020,Industria alimentara,53,7786752,"Sat Fintinele, Comuna Fintinele",Mures,egan.prod@gmail.com,companies,true,+40265163579,https://www.eganprod.ro
MONE PLINT S.R.L.,47072089,2223,Cauciuc si mase plastice,53,9093969,Comuna 1 Decembrie,Ilfov,,,,+40727701772,
A W P IMPEX SRL,16491575,2841,Masini si echipamente,53,15313544,Municipiul Gherla,Cluj,danielalenard@yahoo.com,master_companies,true,+40264242018,
CHAMBON SRL,18640452,2849,Masini si echipamente,53,27355701,Municipiul Iasi,Iasi,contab@chambon.ro,master_companies,true,+40723373660,
A.C.P. AIR CONDITIONING PRODUCTS SRL,13598578,2825,Masini si echipamente,53,20914077,"Loc. Otopeni, Oras Otopeni",Ilfov,office@acp.ro,inferred,false,,www.acp.ro
TRASMEC PRODUCTION RO S.R.L.,9263841,2511,Constructii metalice,53,27754512,Municipiul Cluj-Napoca,Cluj,,,,+40364101355,
STEFANIA SRL,8499799,1091,Industria alimentara,53,15429599,Municipiul Drobeta-Turnu Severin,Mehedinti,mihai_s16@icloud.com,master_companies,true,+40252322845,
LUTRIX SRL,4075928,2222,Cauciuc si mase plastice,53,12971444,"Sat Lutita, Comuna Mugeni",Harghita,office@lutrix.ro,inferred,false,+40266245864,www.lutrix.ro
ARMSTRONG FLUID TECHNOLOGY ROMANIA S.R.L.,14342461,2813,Masini si echipamente,53,19553989,"Loc. Jimbolia, Oras Jimbolia",Timis,,,,,
DESIGN FOR LIFE SRL,25999093,3109,Mobila,53,17493436,Municipiul Satu Mare,Satu Mare,,,,+40261839662,
PRODUSE TRADITIONALE GABIOTI DIN PLESCOI SRL,31099550,1013,Industria alimentara,53,44846762,"Sat Plescoi, Comuna Berca",Buzau,,,,+40731491414,
LIXIL EDEN H SRL,36162968,1071,Industria alimentara,53,10844867,Municipiul Buzau,Buzau,,,,+40723526746,
DICOSIB PROD SRL,33008019,1013,Industria alimentara,53,70238381,"Loc. Talmaciu, Oras Talmaciu",Sibiu,,,,+40745353097,
MARIOT B.M. COM SRL,5578367,1061,Industria alimentara,53,8242813,"Sat Baleni-Romani, Comuna Baleni",Dambovita,,,,+40720034940,
AGACHE SRL,5313939,3109,Mobila,53,10874744,Municipiul Lugoj,Timis,office@-agache.ro,inferred,false,+40256351246,www-agache.ro
DRAFIL S.R.L.,16218428,2593,Constructii metalice,52,40944529,"Sat Apahida, Comuna Apahida",Cluj,office@sarmatec.ro,inferred,false,+40264403298,www.sarmatec.ro
SOCIETATE COOPERATIVA MESTESUGAREASCA COMART,3678,1520,Pielarie,52,4205080,Bucuresti Sectorul 1,Bucuresti,,,,+40213147062,
BUCHEN-ICS ROMANIA SRL,18751060,3311,Reparatii masini si echipamente,52,15561652,Bucuresti Sectorul 3,Bucuresti,,,,+40248219414,
BACKEREI FASTUS S.A.,17354053,1071,Industria alimentara,52,7457850,Municipiul Satu Mare,Satu Mare,,,,+40744502381,
MAGUBA INVEST SRL,27185580,1071,Industria alimentara,52,7938783,Municipiul Ramnicu Valcea,Valcea,contabilitateppgroup@yahoo.com,companies,true,+40723815959,
CICAVI SRL,15165945,1071,Industria alimentara,52,7615157,"Sat Jorasti, Comuna Vanatori",Vrancea,,,,+40237621124,
BECKER SOLID WOOD AND SERVICE S.R.L.,38836683,3109,Mobila,52,16395629,"Sat Suceagu, Comuna Baciu",Cluj,,,,,
ALLSTAR PROD SRL,6626276,2892,Masini si echipamente,52,29156035,Municipiul Targu Mures,Mures,raluca.oprea@aliat-auto.ro,anofm_jobs_20260309_091938_20260314_74c23d98,true,0265/252526,
UNIPROD MANAGEMENT SRL,18835659,1629,Lemn,52,11745235,"Sat Sascut, Comuna Sascut",Bacau,,,,+40745102595,
ROMTEL IMPEX SRL,13675301,1071,Industria alimentara,52,9142403,Municipiul Ramnicu Sarat,Buzau,,,,+40746182516,
FOOD REPUBLIC S.R.L.,40376390,1085,Industria alimentara,52,20238927,Bucuresti Sectorul 2,Bucuresti,,,,,
TREXIMCO SRL,3820927,1419,Confectii,52,5644214,Bucuresti Sectorul 2,Bucuresti,,,,,
GENESIS SRL,11142035,1071,Industria alimentara,52,7289786,"Loc. Miercurea Nirajului, Oras Miercurea Nirajului",Mures,przetargi@genesispharm.eu,companies,true,+40265244651,
ARTCONFEX SRL,12643450,1413,Confectii,52,15061805,Bucuresti Sectorul 3,Bucuresti,,,,+40722284442,
PROCOSFIN COMP SRL,9451608,1413,Confectii,52,4935178,Municipiul Timisoara,Timis,,,,+40726387068,
CRIZANTEMA SRL,1889786,1071,Industria alimentara,52,17322753,Municipiul Constanta,Constanta,reception@theodoraclub.ro,master_companies,true,+40241638001,
F.ENCULESCU COM SRL,478600,1039,Industria alimentara,52,11882832,Comuna Dobroesti,Ilfov,factory@encon.ro,master_companies,true,,
STEWO PLASTIC PROD SRL,15347815,2229,Cauciuc si mase plastice,52,13855188,"Loc. Nasaud, Oras Nasaud",Bistrita-Nasaud,dleonte@stewo.ro,master_companies,true,+40263361268,
ASCO TOOLS SA,16632046,2849,Masini si echipamente,52,13839412,Municipiul Codlea,Brasov,,,,,
INDUSTRIAL PLASTIC RECYCLING SRL,15868767,2016,Substante chimice,52,10309131,Oras Popesti Leordeni,Ilfov,officebucuresti@metprogroup.com,anofm_jobs_20260309_091938_20260314_74c23d98,true,+40213368393,
CHILIA SRL,5378822,2363,Alte produse minerale nemetalice,52,38587053,Municipiul Baia Mare,Maramures,cabanachilia@yahoo.com,master_companies,true,+40262250088,
SIMIBA PAN SRL,28912520,1071,Industria alimentara,52,8733388,Municipiul Ploiesti,Prahova,,,,+40722390679,
UZUC SA,1343554,2899,Masini si echipamente,52,8762543,Municipiul Ploiesti,Prahova,flori.puciki@uzuc.ro,master_companies,true,+40244401121,
ROGAM-PLAST SRL,13817724,2221,Cauciuc si mase plastice,52,45346936,"Sat Salva, Comuna Salva",Bistrita-Nasaud,,,,+40263361086,
DANPROD SRL,3202624,1623,Lemn,52,13015947,"Loc. Targu Ocna, Oras Targu Ocna",Bacau,,,,+40234342451,
MONTUBING SRL,15999304,2511,Constructii metalice,52,11669426,Municipiul Ploiesti,Prahova,,,,+40744575802,
UBM FEED ROMANIA SRL,35298725,1091,Industria alimentara,52,319034075,Municipiul Satu Mare,Satu Mare,,,,+40745389668,
KONTEX SRL,13054975,2920,Autovehicule,52,29390458,"Sat Santion, Comuna Bors",Bihor,kontex@kontex.ro,master_companies,true,+40740271590,
PRONIF INDUSTRY SRL,28672435,2891,Masini si echipamente,52,11047296,Municipiul Braila,Braila,,,,+40239624091,
ROMA2S TRANSYLVANIA INGINERIE SRL,28416143,2511,Constructii metalice,52,16448159,Municipiul Pitesti,Arges,,,,+40348407510,
KALPO SRL,1189618,1083,Industria alimentara,52,13724198,"Sat Pietroasele, Comuna Pietroasele",Buzau,,,,+40728101340,
FRONTAL PRODUCTION RUMANIEN SRL,16698962,2511,Constructii metalice,52,6753492,Municipiul Carei,Satu Mare,,,,+40261862038,
MEDISOL SRL,18252965,2651,Calculatoare si electronice,52,21155190,Municipiul Timisoara,Timis,,,,+40256244010,
TEMAS MURES RO S.R.L.,40106559,2932,Autovehicule,52,7263316,"Sat Cristesti, Comuna Cristesti",Mures,,,,+40731306834,
C & D INFO CONSULT SRL,18692885,1812,Tipar,52,16481700,Bucuresti Sectorul 4,Bucuresti,,,,+40724501144,
BEST ROCK CONSTRUCT SRL,28384980,2361,Alte produse minerale nemetalice,52,10439988,"Loc. Alesd, Oras Alesd",Bihor,,,,+40723297406,
GAMADO SERVICE S.R.L.,39822260,2511,Constructii metalice,52,18254025,"Sat Puchenii Mici, Comuna Puchenii Mari",Prahova,,,,+40721799056,
NOVAARTIS SRL,5876118,1610,Lemn,52,19420164,"Loc. Viseu de Sus, Oras Viseu de Sus",Maramures,office@novaartis.ro,inferred,false,+40744783213,www.novaartis.ro
ELECTROTEHNICA ECHIPAMENTE ELECTRICE S.A.,21794966,2712,Echipamente electrice,52,20255089,Bucuresti Sectorul 4,Bucuresti,CATALINA.STANCIU@EM.RO,master_companies,true,+40755073558,
DIDONA B SRL,3951906,1413,Confectii,52,7279204,Municipiul Galati,Galati,didonab_sendreni@yahoo.com,master_companies,true,+40236826317,
MONICA DESIGN IMPEX SRL,3154420,1413,Confectii,52,27011076,Bucuresti Sectorul 1,Bucuresti,,,,+40213171675,
GHITTA SRL,2233541,1011,Industria alimentara,52,17772078,"Sat Recea, Comuna Recea",Maramures,,,,+40724283799,
WEASEL ART SRL,20741904,2016,Substante chimice,52,18922209,"Sat Balotesti, Comuna Balotesti",Ilfov,,,,+40724111535,
SLOT MONITOR S.A.,31704995,3240,Alte activitati industriale,52,42139094,Bucuresti Sectorul 2,Bucuresti,,,,,
DOR INVEST SRL,7712898,1623,Lemn,52,20134710,"Loc. Comanesti, Oras Comanesti",Bacau,dorinvestsrl@gmail.com,companies,true,+40234371429,
STELCO ROMANIA SRL,13766108,2932,Autovehicule,52,17445411,"Sat Lunca Calnicului, Comuna Prejmer",Brasov,,,,+40268515111,
GOLDPLAST SA,563632,2221,Cauciuc si mase plastice,52,13987540,Municipiul Bistrita,Bistrita-Nasaud,,,,+40263228165,
CERSANIT ROMANIA SA,2056601,2342,Alte produse minerale nemetalice,51,145016082,Municipiul Roman,Neamt,,,,+40233741101,
EPROM CABLAJ - SYSTEM SRL,31020210,2931,Autovehicule,51,5304401,"Sat Bascov, Comuna Bascov",Arges,,,,+40747574272,
MARGARITA SRL,13017381,1042,Industria alimentara,51,69418801,Municipiul Lugoj,Timis,margaritar_busteni@yahoo.com,master_companies,true,+40256359667,
AL-KO VEHICLE COMPONENTS ROMANIA SRL,34188635,2932,Autovehicule,51,109476223,"Sat Sura Mica, Comuna Sura Mica",Sibiu,,,,,
SULTAN PRODEXIM SRL,5782331,1082,Industria alimentara,51,7156251,Municipiul Medgidia,Constanta,office@sultan.ro,inferred,false,+40241820633,www.sultan.ro
ADIDAC COMIMPEX SRL,5731184,3291,Alte activitati industriale,51,16634833,Municipiul Salonta,Bihor,,,,+40740240636,
MARVALEX DUO B SRL,28030940,1071,Industria alimentara,51,12312697,"Sat Albota, Comuna Albota",Arges,marvalex2011@yahoo.com,companies,true,+40744756392,
TIPOGRAFIA DIRECT PRINT SRL,27226000,1812,Tipar,51,16377880,Bucuresti Sectorul 5,Bucuresti,,,,+40729881118,
EUROLUX STRUCTURI METALICE S.R.L.,45654021,2511,Constructii metalice,51,18084200,"Sat Catamaresti-Deal, Comuna Mihai Eminescu",Botosani,,,,+40758964867,
PLASTIFLEX SRL,25913830,2222,Cauciuc si mase plastice,51,28740588,"Sat Dudu, Comuna Chiajna",Ilfov,,,,+40721415030,
THERMOSYSTEM CONSTRUCT CORPORATION SRL,25604673,2364,Alte produse minerale nemetalice,51,36404793,Oras Pantelimon,Ilfov,comenzi@thermosystem.ro,master_companies,true,+40756030303,www.thermosystem.ro
PETROUTILAJ - 3DRD S.R.L.,14169795,3317,Reparatii masini si echipamente,51,3546722,Bucuresti Sectorul 4,Bucuresti,office@traineurope.ro,master_companies,true,+40213125010,
HELIANTHUS SNACKS SRL,36718258,1089,Industria alimentara,51,29817317,"Sat Dragomiresti-Deal, Comuna Dragomiresti-Vale",Ilfov,,,,,
HAELVOET SRL,24906576,3250,Alte activitati industriale,51,17161095,"Loc. Jibou, Oras Jibou",Salaj,alina.cornea@haelvoet.com,master_companies,true,,
CALIP ROMANIA S.R.L.,24862542,2562,Constructii metalice,51,16477467,Municipiul Oradea,Bihor,d.sarac@calip-romania.ro,anofm_jobs_20260220_153333_20260314_549f40d5,true,+40771329414,
ASSEMBLY & TESTING TECHNOLOGY S.R.L.,37178199,2651,Calculatoare si electronice,51,56128981,Municipiul Arad,Arad,,,,+40747505506,
SOCIETATEA DE INTRETINERE SI REPARATII VAGOANE CARANSEBES S.A.,11567826,3020,3020,51,7237868,Municipiul Caransebes,Caras-Severin,,,,+40355429130,
BABY-PAN SRL,15936527,1071,Industria alimentara,51,9565892,"Sat Dobeni, Comuna Mugeni",Harghita,,,,+40742015714,
CORSARU ROSU IMPEX 93 SRL,5145487,2363,Alte produse minerale nemetalice,51,22776254,Bucuresti Sectorul 4,Bucuresti,,,,+40744319033,
COMPAN SA,3911847,1071,Industria alimentara,51,5888736,Municipiul Iasi,Iasi,locuridemunca@compa.ro,master_companies,true,+40232252150,
EUROSOFT SRL,13950789,2562,Constructii metalice,51,7492987,Municipiul Satu Mare,Satu Mare,ristea@europrodsm.ro,companies,true,+40261761185,
POLYTECHNIK SIETA SA,211741,2521,Constructii metalice,51,17069988,Municipiul Cluj-Napoca,Cluj,office@sieta.ro,master_companies,true,+40264415038,www.sieta.ro
GALANT SRL,1335594,1071,Industria alimentara,51,5528786,"Loc. Valenii de Munte, Oras Valenii de Munte",Prahova,,,,+40244280332,
INTERMEDIO SRL,21027300,1413,Confectii,51,1808357,Municipiul Bacau,Bacau,,,,+40722932731,
TEAM BERATER S.R.L.,49063370,1011,Industria alimentara,51,7018255,Bucuresti Sectorul 6,Bucuresti,,,,+40786498029,
ROMWAY TRADE SRL,8274826,1071,Industria alimentara,51,9370803,"Sat Adoni, Comuna Tarcea",Bihor,,,,,
ART PAPEL GROUP SRL,13625346,1721,Hartie,51,20009384,Municipiul Timisoara,Timis,,,,+40256221071,
ADIRO PRODLINE S.R.L.,41953411,1512,Pielarie,51,3762814,Municipiul Brad,Hunedoara,,,,,
PATERRNAMOD S.R.L.,42257205,1413,Confectii,51,3035371,"Sat Golesti, Comuna Golesti",Vrancea,,,,+40766411985,
NORDEX FOOD ROMANIA SRL,18895944,1051,Industria alimentara,51,61219172,Municipiul Campulung,Arges,,,,+40722662293,
COM INOX SRL,18864808,2599,Constructii metalice,51,14459355,Bucuresti Sectorul 5,Bucuresti,office@cominox.ro,master_companies,true,+40214574749,
SWL WOOD INDUSTRIES SRL,18519133,1621,Lemn,51,17197793,"Sat Dumbrava Rosie, Comuna Dumbrava Rosie",Neamt,,,,+40233211320,
BEN FATTO SRL,13758989,1413,Confectii,51,10655354,Municipiul Cluj-Napoca,Cluj,,,,+40744559661,
TERDEVMAC PRODUCTION S.R.L.,46419784,2331,Alte produse minerale nemetalice,51,5301120,"Sat Cristur, Municipiul Deva",Hunedoara,,,,+40732514851,
IPSAR SA,3194475,2891,Masini si echipamente,51,11785934,"Loc. Valenii de Munte, Oras Valenii de Munte",Prahova,,,,,
UNIC TRIO SRL,13805673,1071,Industria alimentara,50,5558226,"Loc. Balan, Oras Balan",Harghita,,,,+40744626339,
SCHUMAG ROMANIA SRL,16922619,2841,Masini si echipamente,50,12404786,"Sat Chisoda, Comuna Giroc",Timis,,,,+40256400208,
"PRODUCTIE ""MILKCOM"" SRL",4201490,1051,Industria alimentara,50,27749899,"Sat Saramas, Comuna Barcani",Covasna,costaru_paul@milkcom.ro,companies,true,+40267344160,www.milkom.ro
BETONISSIMA SRL,19214846,2363,Alte produse minerale nemetalice,50,31500178,"Sat Matraca, Comuna Ulmi",Dambovita,,,,+40722657089,
ZENIT COMPANY SRL,9489416,1071,Industria alimentara,50,7676751,Municipiul Medias,Sibiu,,,,+40269835932,
PAIN D'OR SERV-PROD SRL,4134536,1071,Industria alimentara,50,18605214,Bucuresti Sectorul 6,Bucuresti,,,,+40744752626,
CHEMICAL COMPANY SA,5945730,2013,Substante chimice,50,19378629,Municipiul Iasi,Iasi,licitatii@chemical.ro,companies,true,+40232214267,
BECATEX S.R.L.,45505186,1392,Textile,50,4192924,Municipiul Sfantu Gheorghe,Covasna,,,,+40213102162,
STYLING MEG ALESSA BRIAN S.R.L.,43996460,1413,Confectii,50,5023415,"Sat Calomfiresti, Comuna Poroschia",Teleorman,,,,,
TUAL FAST CHANCE '98 SRL,10966098,1072,Industria alimentara,50,21286306,Bucuresti Sectorul 3,Bucuresti,office@doctor-fursec.ro,master_companies,true,+40745152658,
MARIS PROD CARM SRL,19248490,1013,Industria alimentara,50,24189125,Municipiul Targu Mures,Mures,office@marisprod.ro,master_contacts,true,+40265259122,
OCEAN ROSET S.R.L.,41332694,3315,Reparatii masini si echipamente,50,6277782,"Sat Moisei, Comuna Moisei",Maramures,,,,,
ALGABETH PROD S.R.L.,40677580,2370,Alte produse minerale nemetalice,50,8304484,"Sat Popesti, Comuna Brazi",Prahova,,,,,
TOP TIM NAVAL S.R.L.,48517703,2511,Constructii metalice,50,5739094,Municipiul Timisoara,Timis,,,,,
PANAMAROM SRL,2004840,1071,Industria alimentara,50,40701127,"Sat Topolita, Comuna Grumazesti",Neamt,contabilitatepanamarom@gmail.com,master_companies,true,+40744640428,
KAN IMPEX SRL,6436018,1071,Industria alimentara,50,7279146,Bucuresti Sectorul 2,Bucuresti,actedocc@gmail.com,master_companies,true,+40216284397,
E-DYNAMIC STRUCTURES S.R.L.,21608672,2562,Constructii metalice,50,13185738,Municipiul Constanta,Constanta,,,,+40728962980,
EMIRAI SRL,22413962,2442,Industria metalurgica,50,24116279,"Sat Vadeni, Comuna Vadeni",Braila,,,,+40239615632,
NOVA GRUP SRL,13958090,2815,Masini si echipamente,50,14285320,"Loc. Cugir, Oras Cugir",Alba,,,,+40729994162,
GLULAM SA,11373943,1623,Lemn,50,18054313,Municipiul Targoviste,Dambovita,,,,+40747299875,
SENIC PROD SRL,16137587,1082,Industria alimentara,50,10410809,Municipiul Drobeta-Turnu Severin,Mehedinti,mmc.metacoder@gmail.com,master_contacts,true,+40352401580,
CREATIVE BAGS SRL,23854738,1721,Hartie,50,48220907,"Sat Manolache, Comuna Glina",Ilfov,daniela.prodan@creativebags.ro,master_companies,true,,
CIDOR SERV SRL,7023281,1071,Industria alimentara,50,4428252,Municipiul Oradea,Bihor,,,,+40726208240,
IMGP STAHLBAU S.R.L.,43412617,2511,Constructii metalice,50,12426230,"Sat Santana de Mures, Comuna Santana de Mures",Mures,,,,,
OYL EXPERT PAVAJE SRL,37123800,2361,Alte produse minerale nemetalice,50,26840439,"Sat Paltinisu, Comuna Perieti",Ialomita,,,,,
ALUMIN PLAST SRL,15687264,2512,Constructii metalice,50,17911760,Municipiul Ramnicu Valcea,Valcea,,,,+40726320724,
ROCOTHERM RADIATORS SRL,17644618,2521,Constructii metalice,50,10045188,Municipiul Campulung,Arges,liliana.hobeanu@radox.ro,master_companies,true,+40248529147,
EVOLUZIONE SRL,12076835,2573,Constructii metalice,50,13755509,Municipiul Iasi,Iasi,,,,,
BRIAL NAV CONSTRUCT SRL,32116950,3011,3011,50,17771193,"Loc. Neptun, Municipiul Mangalia",Constanta,,,,+40751010140,
INTERCONSTRUCT SRL,12112385,3109,Mobila,50,6083723,Municipiul Ramnicu Valcea,Valcea,office@interconstruct.com.ro,romania_all_10k_20260314_204d2147,true,+40250735050,
ALCONST DESIGN SRL,15433940,2512,Constructii metalice,50,16066167,Municipiul Medgidia,Constanta,,,,+40721247987,
REAL CONSULT SRL,14485003,3319,Reparatii masini si echipamente,50,14020413,Municipiul Buzau,Buzau,,,,+40238710282,
ANN REEVES & FRANCESCA S.A.,5660350,1413,Confectii,50,15974160,Municipiul Pitesti,Arges,,,,,
CONART S.A.,14495295,3101,Mobila,50,16855194,"Loc. Zimnicea, Oras Zimnicea",Teleorman,,,,+40744405396,
MB NIS PROD SRL,12697280,2223,Cauciuc si mase plastice,50,23243917,Municipiul Ramnicu Sarat,Buzau,,,,+40238568008,
AVANTI SRL,3238660,1412,Confectii,50,25592260,Municipiul Sibiu,Sibiu,avantiinghetata@yahoo.com,master_companies,true,,
DE MORARIT VARBILAU SRL,1304814,1071,Industria alimentara,50,5083048,"Loc. Boldesti-Scaeni, Oras Boldesti-Scaeni",Prahova,,,,+40745064681,
MCI SMARTPACK S.R.L.,15234719,2572,Constructii metalice,50,11355461,Oras Mioveni,Arges,,,,+40744504242,
VERTICAL DESIGN SRL,15228369,1413,Confectii,50,8837817,Municipiul Pascani,Iasi,hr@vertical.ro,anofm_jobs_20260220_153333_20260314_549f40d5,true,+40232269888,
MARITIME REPAIR SRL,30058829,3315,Reparatii masini si echipamente,50,19646940,Municipiul Constanta,Constanta,,,,+40720300737,
ERIVAN IMPEX SRL,4619272,2814,Masini si echipamente,50,5317770,"Sat Nades, Comuna Nades",Mures,,,,,
CASA TUDORA S.R.L.,34013730,1071,Industria alimentara,50,6242021,Municipiul Vaslui,Vaslui,tiberiu.tudor93@gmail.com,master_companies,true,+40745973930,
ROMTEC EUROPA S.R.L.,6267105,2059,Substante chimice,50,27181534,Municipiul Iasi,Iasi,office@romtec-austria.ro,inferred,false,+40332808730,www.romtec-austria.ro
