company,email,phone,source_table
SMARTNC YANUL S.R.L.,yanul@smartnc.eu,0725453739,anofm_jobs_20260220_153333_20260314_549f40d5
SMART PLASTICS INDUSTRY SRL,smartplastics.office@gmail.com,0751157742,anofm_new_alte_20260314_0cf00e61
SMART PRICE IMPORT AND EXPORT S.R.L.,cristina.mincu82@yahoo.com,0721571958,anofm_jobs_20260220_153333_20260314_549f40d5
SMART PRODUCTS I&D SRL,office@smart-products.ro,0722229207,anofm_jobs_20260313_083455_20260314_3eab569a
SMART START BENIC S.R.L.,ionela_beldean@yahoo.com,0730254245,anofm_jobs_20260309_091938_20260314_74c23d98
SMART SUPPLY LOGISTIC S.R.L.,resurseumane@smartqc.ro,0727361547,anofm_jobs_20260220_153333_20260314_549f40d5
SMASHED S.R.L.,cristiantache84@gmail.com,0746659549,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SMG AUTO LEASING SRL,bogdan.gheorghe@smgauto.ro,0763588966,anofm_jobs_20260220_153333_20260314_549f40d5
S.M. QICHAO S.R.L. ,smqichao@gmail.com,0746307244,anofm_jobs_20260309_091938_20260314_74c23d98
SND VASI TRANSPORT S.R.L.,snd_vassy2019@yahoo.com,00393203099997,anofm_jobs_20260220_153333_20260314_549f40d5
SOCAR PETROLEUM S.A.,office@socarpetroleum.ro,0231/533303,anofm_new_alte_20260314_0cf00e61
SOCIAL INSTAL S.R.L.	,nadia.sirb@gmail.com,0745772388,anofm_jobs_20260220_153333_20260314_549f40d5
SOCIETATEA COMERCIALA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE 'HIDROELECTRICA' SA BUCURESTI SUCURSALA HIDROCENTRALE HATEG,marcela.vintan@hidroelectrica.ro,0254207407,anofm_jobs_20260309_091938_20260314_74c23d98
SOCIETATEA DE MICROFINANTARE AURORA IFN S.A.,teocovaciu@gmail.com,0726118355,anofm_new_alte_20260314_0cf00e61
SOCIETATEA DE MICROFINANŢARE AURORA IFN S.A.,office@aurora.com.ro,0722798534,anofm_jobs_20260220_153333_20260314_549f40d5
SOCIETATEA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE "HIDROELECTRICA" BUCURESTI SA SUCURSALA HIDROCENTRALE CURTEA DE ARGES,ramona.minciuna@hidroelectrica.ro,0248507241,anofm_jobs_20260309_091938_20260314_74c23d98
SOCIETATEA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE ”HIDROELECTRICA” SA BUCURESTI SUCURSAL,cluj@hidroelectrica.ro,0264207800,anofm_jobs_20260220_153333_20260314_549f40d5
SOCIETATEA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE "HIDROELECTRICA" SA BUCUREŞTI SUCURSALA HIDROCENTRALE BISTRIŢA,adina.andrei@hidroelectrica.ro,0233207185,anofm_jobs_20260309_091938_20260314_74c23d98
SOCIETATEA DE PRODUCERE A ENERGIEI ELECTRICE IN HIDROCENTRALE "HIDROELECTRICA" SA BUCURESTI SUCURSALA HIDROCENTRALE SEBES,lucia.adam@hidroelectrica.ro,0258806442,anofm_jobs_20260220_153333_20260314_549f40d5
SOCIETATEA DE TRANSPORT PUBLIC TIMISOARA S.A.,resurse.umane@stpt.ro,0356803713,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SOCIETATEA NATIONALA NUCLEAR ELECTRICA BUCURESTI SA SUCURSALA F.C.N. PITESTI,viorica.ciocirlan@nuclearelectrica.ro,0248207703,anofm_jobs_20260220_153333_20260314_549f40d5
SOCIETATEA PENTRU SERVICII DE MENTENANTA A RETELEI ELECTRICE DE TRANSPORT "SMART" SA,gabriela.fodorean@smartcj.ro,0264405552,anofm_jobs_20260313_083455_20260314_3eab569a
SOCIETATEA ”TOHAN” S.A. FILIALĂ A COMPANIEI NAŢIONALE ”ROMARM” S.A.,office@tohan.ro,0268223054,anofm_jobs_20260220_153333_20260314_549f40d5
SOFIA CATERING S.R.L.,rudy_hag@yahoo.co.uk,0752217768,anofm_jobs_20260220_153333_20260314_549f40d5
SOFIDEL ROMANIA S.A.,claudia.ulici@sofidel.com,0743046384,anofm_jobs_20260220_153333_20260314_549f40d5
SOFPREST PROTECT SECURITY S.R.L.,sofprestprotect@yahoo.com,0751091565,anofm_jobs_20260220_153333_20260314_549f40d5
SOLKAMO INTERNATIONAL S.R.L.,elaoffice67@yahoo.com,0728434083,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SOMACO GRUP PREFABRICATE SRL,amalia.sobec@holcim.com,0737018780,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SOMA S.R.L.,office@soma.ro,0723626217,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SORAL IMPEX SRL,mariamocanu2016@yahoo.com,0740187778,anofm_new_alte_20260314_0cf00e61
SORI - BAR S.R.L.,stiubeam@yahoo.com,0740237728,anofm_jobs_20260220_153333_20260314_549f40d5
SORIKA STYLE S.R.L.,sloneanusorina2@gmail.com,0771557765,anofm_jobs_20260220_153333_20260314_549f40d5
SORINA FELICIA S.R.L.,pop.eugen152@gmail.com,0770171734,anofm_jobs_20260220_153333_20260314_549f40d5
SORRISO CONCEPT S.R.L.,contact.sorriso@yahoo.com,0761214612,anofm_jobs_20260220_153333_20260314_549f40d5
SORTILEMN SA,ludde.sortilemn@codec.ro,0264241717,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SOURCE INSTAL GASS S.R.L.,source.gass@gmail.com,0770137545,anofm_jobs_20260220_153333_20260314_549f40d5
SOUR DOUGH PIZZA STATION S.R.L.,qwe.mihai7@gmail.com,0754341014,anofm_new_alte_20260314_0cf00e61
SPACETAB S.R.L.,contabilitate@spacetab.ro,0786040508,anofm_jobs_20260309_091938_20260314_74c23d98
SPĂLĂTORIA APUSENILOR S.R.L.,balearobert38@yahoo.com,0744133273,anofm_jobs_20260220_153333_20260314_549f40d5
SPĂLĂTORIA ECOLOGICĂ DELFINUL S.R.L.,spalatorieaeco@yahoo.com,0720440263,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SPARKLING FLASH DELIVERY S.R.L.,office@maustache.ro,+40738762033,anofm_jobs_20260220_153333_20260314_549f40d5
SPARKS & BUZZ S.R.L.,buzz.restaurante@gmail.com,0799999887,anofm_jobs_20260309_091938_20260314_74c23d98
SPECTRAL MOBILA S.A.,andreea.nechita@spectral.ro,0770730843,anofm_jobs_20260309_091938_20260314_74c23d98
SPIACT CRAIOVA S.A.,codrut.nicola@spiact.ro,0756730129,anofm_jobs_20260220_153333_20260314_549f40d5
SPICY FOOD S.R.L.,office@spicyfood.ro,0752141956,anofm_jobs_20260310_123444_20260314_a3ffee1a
SPIRIT MOBIL AUTO SRL,manucontsrl@yahoo.com,0745655858,anofm_jobs_20260309_091938_20260314_74c23d98
SPOONFULL S.R.L.,daniel@spoonful.ro,0745777746,anofm_new_turism_20260314_17f0d9ec
SRS LOGTRANS GROUP S.R.L.,luminita.conta@gmail.com,0784077407,anofm_jobs_20260220_153333_20260314_549f40d5
SSD PLUS CONSTRUCT S.R.L.,rclsmartteam@gmail.com,0725524285,anofm_5_30pos_older_than_30_days_20260314_66bc9356
S.S.H. HIDROSERV S.A.,office.valcea@hidroserv.ro,0753.108.705,anofm_new_alte_20260314_0cf00e61
STAN MICRO MARKET S.R.L.,stanmicromarket@yahoo.com,0751207268,anofm_jobs_20260313_083455_20260314_3eab569a
STAR MEDIA OFFICE S.R.L.,profesionalprest@gmail.com,0747020676,anofm_jobs_20260309_091938_20260314_74c23d98
START ACTIV PLAN S.R.L.,salariirevisal@yahoo.com,0745520530,anofm_new_alte_20260314_0cf00e61
START AUTO SRL,startautont@gmail.com,0724073114,anofm_jobs_20260220_153333_20260314_549f40d5
START DELIVERY S.R.L.,office@internationalrhr.ro,0768039316,anofm_5_30pos_older_than_30_days_20260314_66bc9356
START MATYALEX S.R.L.,laur_tudorica28@yahoo.com,0769526495,anofm_jobs_20260220_153333_20260314_549f40d5
STAR TRADING IMPEX SRL,gianina.marinescu@startrading.ro,0248606070,anofm_jobs_20260220_153333_20260314_549f40d5
STAS AMBIENT S.R.L.,stasambient@yahoo.com,0792608402,anofm_new_constructii_20260314_8477685f
STAVARACHI PROD COM SRL,stavarachiprodcom@yahoo.com,0762205252,anofm_jobs_20260220_153333_20260314_549f40d5
STEELECONFEX S.R.L.,contabilitate@steeleconfex.ro,0772229976,anofm_5_30pos_older_than_30_days_20260314_66bc9356
STEFARIMED BUCUREŞTI S.R.L.,stefarimed@gmail.com,0725433409,anofm_jobs_20260310_123444_20260314_a3ffee1a
STEFI EMA MATESAN S.R.L.,stefiema17@yahoo.com,0745478784,anofm_new_alte_20260314_0cf00e61
STEFS DELIGHTS S.R.L.,dana.tudor1982@gmail.com,0743697003,anofm_jobs_20260220_153333_20260314_549f40d5
STEWO PLASTIC PROD SRL,dleonte@stewo.ro,0263361233,anofm_new_alte_20260314_0cf00e61
STICO METAL PREST SRL,contabilitate@sticometalprest.ro,0726291293,anofm_jobs_20260220_153333_20260314_549f40d5
STI IMOBCONS DESIGN S.R.L,sti.imobcons.tl@gmail.com,0755334870,anofm_5_30pos_older_than_30_days_20260314_66bc9356
STILL WORKING S.R.L.,stillworking03@gmail.com,0736430875,anofm_jobs_20260309_091938_20260314_74c23d98
STILWOOD S.R.L.,stilwood25@yahoo.com,0740560998,anofm_jobs_20260220_153333_20260314_549f40d5
STOCK SUPPLY DISTRIBUTION S.R.L.,office@cosminpoenaru.ro,0753380299,anofm_jobs_20260220_153333_20260314_549f40d5
STOIA DANIEL PERSOANA FIZICA AUTORIZATA,danielstoia236@yahoo.com,0749984259,anofm_new_constructii_20260314_8477685f
STONE HOUSE GUARD S.R.L.,office@stonehouseguard.ro,0745239099,anofm_jobs_20260309_091938_20260314_74c23d98
STRĂJERI PROTECT S.R.L.,strajeriprotect@yahoo.com,+40729166895,anofm_jobs_20260220_153333_20260314_549f40d5
STR ASSET MANAGEMENT S.R.L.,mariana.dobre@homey.com.ro,0769271692,anofm_jobs_20260310_123444_20260314_a3ffee1a
STRATEGIC VENTURES S.R.L.,mariana.bunta@painedumbravita.ro,0755993803,anofm_jobs_20260220_153333_20260314_549f40d5
STRONGBAU CONSTRUCTOR 2024 S.R.L. ,kow@cmcgrop.ro,+40 746 805 179,anofm_5_30pos_older_than_30_days_20260314_66bc9356
STUDIODENT COZMA S.R.L.,andreeazimbru@yahoo.com,0752508378,anofm_jobs_20260220_153333_20260314_549f40d5
SUCESION RAIDER S.R.L.,claudiubordeciuc@gmail.com,0754833920,anofm_jobs_20260309_091938_20260314_74c23d98
SUDOMETAL SRL,secretariat@sudometal.com,0234/206132,anofm_jobs_20260220_153333_20260314_549f40d5
SUMEC SECURITY S.R.L.,hr.sumec@gmail.com,0730110575,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SUNERGY PLUS S.R.L.    ,danavaly2005@yahoo.com,0741237093,anofm_jobs_20260220_153333_20260314_549f40d5
SUPERBET RETAIL S.A.,recruitment@superbet.com,0737034173,anofm_jobs_20260220_153333_20260314_549f40d5
SVBT CITY DRIVE S.R.L.,lazea_vlad3000@yahoo.com,0773993112,anofm_jobs_20260220_153333_20260314_549f40d5
SVN AUTOTRADING CONSULT S.R.L.,svnautotrading@yahoo.com,0757292750,anofm_jobs_20260313_083455_20260314_3eab569a
SYLVAPRIME S.R.L.,vioanton339@gmail.com,0730145065,anofm_new_alte_20260314_0cf00e61
SYMETRIC WOOD S.R.L.,symetricwood@gmail.com,0748537265,anofm_jobs_20260220_153333_20260314_549f40d5
SYNTRONIC PRODUCTION AND AFTERMARKET SERVICES SRL,bimixa@syntronic.com,0744490903,anofm_new_alte_20260314_0cf00e61
SYRANO D.T.L. EXPERT S.R.L.,syranodtl@gmail.com,0730596578,anofm_jobs_20260220_153333_20260314_549f40d5
SZABI&VIVIEN TRANS S.R.L,kvivien455@gmail.com,0757681946,anofm_jobs_20260313_083455_20260314_3eab569a
TABERE SRL,toptabere@gmail.com,0755918704,anofm_new_alte_20260314_0cf00e61
TAGGO STIL S.R.L.,contabilitate@petrocont.ro,0751303702,anofm_jobs_20260220_153333_20260314_549f40d5
TALA FOOD S.R.L.,amrchouihna@gmail.com,0761600000,anofm_new_alte_20260314_0cf00e61
TAMI CENTER S.R.L.,tamicenter2015@gmail.com,0741227931,anofm_jobs_20260220_153333_20260314_549f40d5
T &amp; T DEPO S.R.L.,contabilitate@tt-depo.ro,0722364005,anofm_new_alte_20260314_0cf00e61
TĂNASE ART CONSTRUCT S.R.L.,alina.capatana6@gmail.com,0765044446,anofm_jobs_20260220_153333_20260314_549f40d5
TARABORELI C METAL SRL,predaancamaria@yahoo.com,0759032886,anofm_jobs_20260220_153333_20260314_549f40d5
TARABOSTES DELIVERY S.R.L.,tarabostes.delivery@gmail.com,0725241044,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TARAMUL AVENTURII S.R.L.,andreea.seling27@yahoo.com,0754600456,anofm_jobs_20260220_153333_20260314_549f40d5
TARRAR BROTHERS 786 S.R.L,imrantarrar5@gmail.com,0755189197,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TASKFORCE LOGISTICS  S.R.L.,alex.gabriel.dragu@gmail.com,0735356054,anofm_jobs_20260220_153333_20260314_549f40d5
TASSIA TUTTI COMSERV S.R.L.,ioana@mpsro.ro,0722115199,anofm_jobs_20260309_091938_20260314_74c23d98
TASTY FUSION S.R.L.,sigabitadarbit@yahoo.com,0731184297,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TAURUS TEHNOLOGII MEDIU S.R.L.,l.sandu@taurus-mediu.com,0721135238,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TAVI ICE CREAM S.R.L.,taviicecream@icloud.com,0766248894,anofm_jobs_20260311_083428_20260314_70886e3a
TDT TRANS LOGISTIC S.R.L.,transdeta@xnet.ro,0256284752,anofm_jobs_20260309_091938_20260314_74c23d98
TEAM FORCE SECURITY S.R.L.,team_force@yahoo.com,0791301473,anofm_jobs_20260220_153333_20260314_549f40d5
TEAM INDUSTRIES ROMANIA SRL,cristina.nita@teamindustries.com,0744605063,anofm_jobs_20260220_153333_20260314_549f40d5
TECHNOELECTRIC SRL,ioana.popa@technoeletric.eu,0213529533,anofm_new_alte_20260314_0cf00e61
TECLEM PROD SRL,milka@teclem.com,+40729980292,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TED ELECTRO S.R.L.,tedelectroalba@gmail.com,0744357709,anofm_jobs_20260220_153333_20260314_549f40d5
TEHNICONF CONFECŢII S.R.L.,officetehniconf@gmail.com,07445422353,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TELESENIOR S.R.L,office@telesenior.ro,+40 735 567 857,anofm_jobs_20260309_091938_20260314_74c23d98
Templul Alchimistului S.R.L.,otiliaromosan@yahoo.com,0755393076,anofm_jobs_20260220_153333_20260314_549f40d5
TENAGLOBIS METAL CONSTRUCT SRL,tenaglobis2@yahoo.com,0747959260,anofm_jobs_20260220_153333_20260314_549f40d5
TEN ANVIL S.R.L.,andreea.muntean.2288@gmail.com,0728145285,anofm_jobs_20260309_091938_20260314_74c23d98
TEO BIB ROMANIA S.R.L.,resurse.umane@teoromania.com,0790800407,anofm_jobs_20260309_091938_20260314_74c23d98
TEOCRIS LANDSCAPING S.R.L.,hr@eliteconta.ro,0747059616,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TEOTEXTIL SERV SRL,spalatoria.washului@gmail.com,0749255100,anofm_jobs_20260220_153333_20260314_549f40d5
TERASA  MINUNATA S.R.L,angelesculucaflorica@gmail.com,0785103168,anofm_jobs_20260220_153333_20260314_549f40d5
TERASTEEL S.A.,pop.iulia@terasteel.ro,0263/231221 sau 0753115118,anofm_jobs_20260220_153333_20260314_549f40d5
TERMO CALOR CONFORT S.A.,office@termopitesti.ro,0729980503,anofm_jobs_20260309_091938_20260314_74c23d98
TERMOINSTAL DEMAX S.R.L.,termoinstaldemax@gmail.com,0733726275,anofm_jobs_20260311_083428_20260314_70886e3a
TERMO SPARTANI S.R.L.,termospartani@gmail.com,0755894013,anofm_jobs_20260220_153333_20260314_549f40d5
TERNA POWER LINES S.R.L.,office@pay-off.ro,0747010098,anofm_new_alte_20260314_0cf00e61
TERRABISCO S.A.,office@hr-solutii.ro,0723016768,anofm_jobs_20260313_083455_20260314_3eab569a
TERRANOVA IMOBILIARE S.R.L.,andreea.berceanu@vtm.ro,0726562200,anofm_jobs_20260220_153333_20260314_549f40d5
TERRAPACK S.R.L.,boselucu@gmail.com,0740854735,anofm_new_productie_20260314_40b9f91f
TERRA SANO S.R.L.,office@sibiu-catering.ro,0771441747,anofm_jobs_20260313_160855_20260314_6a442ca2
TERRA STEEL PROD S.R.L.,b84byb@yahoo.com,0722136807,anofm_new_alte_20260314_0cf00e61
TEXTIL ALECRIS SRL,starcrisandi@ymail.com,0729973726,anofm_jobs_20260220_153333_20260314_549f40d5
TEXTILA MURES SOCIETATE COOPERATIVA MESTESUGAREASCA,resurseumane.textila@gmail.com,0741269819,anofm_jobs_20260220_153333_20260314_549f40d5
TEXTILE LAUNDRY SRL,parteneioana960@yahoo.com,0744749346,anofm_new_alte_20260314_0cf00e61
TGG SERVICE TRANS S.R.L.,hr@tgg-transport.net,0749296341,anofm_jobs_20260220_153333_20260314_549f40d5
THE INNOVATORS S.R.L.,theinnovatorssrl@gmail.com,0726981403,anofm_jobs_20260220_153333_20260314_549f40d5
THE PUB CENTRAL S.R.L.,recrutareasia34@gmail.com,0764798956,anofm_jobs_20260309_091938_20260314_74c23d98
THESSALUS MEDICI S.R.L.,sorin27001@gmail.com,0722403744,anofm_jobs_20260220_153333_20260314_549f40d5
THOR ENERGY GROUP S.R.L.,razvanadrian.dudu@gmail.com,0787868621,anofm_5_30pos_older_than_30_days_20260314_66bc9356
THOR TG BUILD UP S.R.L.,razvandudu97@yahoo.com,0787868621,anofm_5_30pos_older_than_30_days_20260314_66bc9356
THOR TRADE GROUP S.R.L.,andreiavitelaru95@gmail.com,0721531166,anofm_5_30pos_older_than_30_days_20260314_66bc9356
THRIAL WORLD S.R.L.,bonteae@yahoo.com,741069582,anofm_jobs_20260220_153333_20260314_549f40d5
TH TRUCKS S.R.L.,hr@thtrucks.ro,0722 310 140,anofm_jobs_20260220_153333_20260314_549f40d5
TICTAC RIB S.R.L.,stefoniverona2006@yahoo.com,0765893262,anofm_jobs_20260220_153333_20260314_549f40d5
TIGER SECURITY SERVICES S.A.,ioan.negrea@tiger.ro,0740063510,anofm_jobs_20260220_153333_20260314_549f40d5
TIMEEA SARA S.R.L,timeeasara2024@gmail.com,0766409478,anofm_jobs_20260313_160855_20260314_6a442ca2
TIMETOGO S.R.L.,radu.andrei13@gmail.com,+40748785407,anofm_top200_employers_20260314_7c6c6d9d
TIMOREX IMPEX SRL,sctimoreximpex@yahoo.com,0744886750,anofm_jobs_20260220_153333_20260314_549f40d5
TIMPROD INSTAL SRL,timprod.instal@gmail.com,0747454948,anofm_new_constructii_20260314_8477685f
TINYRENT S.R.L.,recrutare@clemon.ro,0744424297,anofm_jobs_20260220_153333_20260314_549f40d5
TIPOGRAFIA EVEREST 2001 SRL,contabilitate@everest.ro,0214330701,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TIPOMAR PACKAGING S.R.L.,maria.samoila@tipomar.ro,3127874,anofm_jobs_20260220_153333_20260314_549f40d5
TIRAL EVENTS S.R.L.,cashteamgetsrl@yahoo.ro,0751194622,anofm_jobs_20260220_153333_20260314_549f40d5
TIU MANAGEMENT S.R.L.,andreea.balan@tiuim.com,0733969132,anofm_jobs_20260309_091938_20260314_74c23d98
TLC ROYAL COMPACT CONSTRUCT S.R.L.,tlc.personal4work@gmail.com,0729445897,anofm_jobs_20260313_160855_20260314_6a442ca2
TMSTO TEXTYL ACTIV TOTAL S.R.L.,paulaborovina0@gmail.com,0746811938,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TOALE SPECIALE S.R.L.,toalespeciale2019@gmail.com,0740806050,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TOCARESI TREND S.R.L,tocaresitrend@gmail.com,0723314766,anofm_jobs_20260220_153333_20260314_549f40d5
TODEA AUTOSTART,andrei_0908@yahoo.com,0767083669,anofm_new_alte_20260314_0cf00e61
TOGA PRINT CONCEPT S.R.L.,office@textile-protectie.ro,0745138513,anofm_jobs_20260220_153333_20260314_549f40d5
TOMARIDE MOBILITY SOLUTIONS S.R.L.,irinatoma9@gmail.com,0760673568,anofm_jobs_20260313_083455_20260314_3eab569a
TOMMY DENTOLAB S.R.L.,fehervarilajoska@gmail.com,0758047614,anofm_new_alte_20260314_0cf00e61
TONNYAUTO-PLATZ SRL,corynna_80@yahoo.com,0766209734,anofm_new_service_auto_20260314_b4a2325b
TOP AUTO DMV SRL,officetopautodmv@yahoo.com,0724053391,anofm_jobs_20260220_153333_20260314_549f40d5
TOP GEL PROD SRL,personal@topgel.ro,0757020126,anofm_jobs_20260220_153333_20260314_549f40d5
TOP MARKET COMIMPEX SRL,resurseumane@topmarket.ro,07431433584,anofm_jobs_20260220_153333_20260314_549f40d5
TOP MOLO CONSTRUCT S.R.L.,buiamaria@yahoo.com,0757436035,anofm_jobs_20260220_153333_20260314_549f40d5
TOPOGANE 4 FUN S.R.L.,pirlea_ioana@hotmail.com,0759891179,anofm_new_alte_20260314_0cf00e61
TOPO-SURVEY-SOLUTIONS S.R.L.,alexavatamanitei@gmail.com,0724106431,anofm_new_alte_20260314_0cf00e61
TORONTAL LOGISTIC S.R.L.,flavia275@yahoo.com,0755736444,anofm_jobs_20260309_091938_20260314_74c23d98
TOTAL AUTOCARP SRL,totalautocarp@gmail.com,0744228522,anofm_jobs_20260220_153333_20260314_549f40d5
TOTALPPBT S.R.L.,claudiaorha@yahoo.com,0744849751,anofm_jobs_20260220_153333_20260314_549f40d5
TOTAL PRAXCON S.R.L.,totalpraxcon@gmail.com,0756565069,anofm_jobs_20260220_153333_20260314_549f40d5
TOTCEVREI AUTO S.R.L.,totcevrei.auto@gmail.com,0768208908,anofm_jobs_20260220_153333_20260314_549f40d5
TOTUL LANGA TINE S.R.L.,andrei.ilie.tlt@gmail.com,0768191521,anofm_jobs_20260220_153333_20260314_549f40d5
TRADISA ROMANIA S.R.L.,abulzan@tradisa.com,-,anofm_jobs_20260220_153333_20260314_549f40d5
TRADITIONAL CONSTRUCT NIK S.R.L.,replymm@gmail.com,0747229628,anofm_jobs_20260309_091938_20260314_74c23d98
TRADITIONAL KUSIN S.R.L.,tecuceanu.daniel.dt@gmail.com,0736736717,anofm_new_transport_20260314_7ccb1137
TRANSCOM S.R.L.,resurseumane@transcomsrl.ro,0746148448,anofm_5_30pos_older_than_30_days_20260314_66bc9356
Transfer Rapid Electronic,liviu.setrarescu@transferrapid.com,0751300500,anofm_jobs_20260311_083428_20260314_70886e3a
TRANSILVANIA AUTOMOBILE SRL,contabilitate@transauto.ro,0753210830,anofm_jobs_20260220_153333_20260314_549f40d5
TRANSILVANIA BROKER DE ASIGURARE S.A.,ramona.pop@transilvaniabroker.ro,0728992311,anofm_jobs_20260220_153333_20260314_549f40d5
TRANSILVANIA HOTELS & RESTAURANTS SRL,resurseumane@brasserieluther.ro,0723369788,anofm_jobs_20260220_153333_20260314_549f40d5
TRANSILVANIA TRUCKING COMPANY S.R.L.,acoman@jostgroup.com,0787572906,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TRANSPORT CĂLĂTORI EXPRESS S.A.,andreea.mihalcea@ratph.ro,0244543751,anofm_jobs_20260220_153333_20260314_549f40d5
TRASTEEL INGINERIE S.R.L,contabilitate@trasteel.pl,0746562416,anofm_jobs_20260313_083455_20260314_3eab569a
TRAUST CONSTRUCT S.R.L.,traustconstruct@gmail.com,0743920283,anofm_jobs_20260220_153333_20260314_549f40d5
TRAUST S.R.L.,hr@traust.ro,0747 454 964,anofm_jobs_20260220_153333_20260314_549f40d5
TREDI OIL S.R.L.,contabilitate201874@gmail.com,0727067403,anofm_jobs_20260309_091938_20260314_74c23d98
TREHOS-BIS IMPEX SRL,trehosbis@yahoo.com,0745656903,anofm_jobs_20260220_153333_20260314_549f40d5
TREI BRUTARI S.A.,cv.ro@grupobimbo.com,0245216008,anofm_jobs_20260220_153333_20260314_549f40d5
TRE ROOF CONSTRUCT S.R.L.,treancacatalin@gmail.com,0742805530,anofm_jobs_20260220_153333_20260314_549f40d5
TRICOTEXTIL SOCIETATE COOPERATIVA MESTESUGAREASCA,marilena_graor@yahoo.com,0744544963,anofm_jobs_20260313_160855_20260314_6a442ca2
TRIGO ROMANIA S.A.,recrutare@trigo-group.com,0757030008,anofm_jobs_20260220_153333_20260314_549f40d5
TRIMBLE ROMANIA S.R.L.,info_ro@trimble.com,0748535489,anofm_new_alte_20260314_0cf00e61
TRIPOL SISTEM CONSTRUCT S.R.L.,contact@tripolsistem.ro,0723569979,anofm_jobs_20260220_153333_20260314_549f40d5
TRISTAR STEEL S.R.L.,m.bucurescu@tristarsteel.ro,0742274063,anofm_jobs_20260220_153333_20260314_549f40d5
TRITON IMPEX SRL,tritonimpexsrl@gmail.com,0722754528,anofm_jobs_20260310_123444_20260314_a3ffee1a
TROTTER FOOD PRODUCTION S.R.L.,ionitavalentin1693@gmail.com,0769845648,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TRW AUTOMOTIVE SAFETY SYSTEMS SRL,nicoleta.fulga@zf-lifetec.com,0730090653,anofm_jobs_20260309_091938_20260314_74c23d98
TUDAL EXPERT CONSTRUCT S.R.L.,officevitann363@gmail.com,0731410381,anofm_jobs_20260220_153333_20260314_549f40d5
TUDEX EXPEDITII S.R.L.,tudex.expeditii@gmail.com,0733065901,anofm_jobs_20260220_153333_20260314_549f40d5
TUFMĂDĂ ONELA S.R.L.,gicutufan1972@gmail.com,0741512431,anofm_jobs_20260309_091938_20260314_74c23d98
TURBO FLOREX PRODUCTION SRL,mastertunergarage@gmail.com,0722275522,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TURNMIL SOLUTIONS S.R.L.,office@turnmilsolutions.com,0751314341,anofm_jobs_20260220_153333_20260314_549f40d5
UBC SOCIAL S.R.L.,ubciasi@gmail.com,0758736736,anofm_jobs_20260220_153333_20260314_549f40d5
UCALAUR INVEST S.R.L.,balancornelia68@yahoo.com,0745122163,anofm_new_turism_20260314_17f0d9ec
