name,email,county,phone,partid_primar,partid_consiliu
Ulmeni,consiliullocal_ulmeni@yahoo.com,Maramures,0262-264957,Partidul Social Democrat,Partidul Social Democrat
Ulmi,primaria.ulmi@yahoo.com,Dambovita,0245-631082,Partidul Social Democrat,Partidul Social Democrat
Ulmi,primariaulmi.2007@yahoo.com,Giurgiu,0246-255046,Partidul Social Democrat,Partidul Social Democrat
Ulmu,primaria_ulmu@yahoo.com,Braila,0239-638171,Partidul Național Liberal,Partidul Național Liberal
Ulmu,primarie@ulmu.infoprimarie.ro,Calarasi,0242-338070,Partidul Social Democrat,Partidul Social Democrat
Umbrăreşti,primariaumbraresti@hotmail.com,Galati,0236-829400,Partidul Social Democrat,Partidul Social Democrat
Ungheni,primariaungheniiasi@yahoo.com,Arges,0248-674063,Partidul Social Democrat,Partidul Social Democrat
Ungra,primariaungra@yahoo.com,Brasov,0268-248211,Partidul Național Liberal,Partidul Național Liberal
Ungureni,contabil.ungureni@clbc.ro,Bacau,0234-227012,Partidul Social Democrat,Partidul Social Democrat
Ungureni,primaria.ungureni@yahoo.com,Botosani,0231-543000,Partidul Social Democrat,Partidul Social Democrat
Unguriu,primariaunguriu@yahoo.co.uk,Buzau,0238-524900,Partidul Social Democrat,Partidul Social Democrat
Unirea,primariaunirea@gmail.com,Alba,0258-876101,Partidul Național Liberal,Partidul Național Liberal
Unirea,primaria_unirea@yahoo.com,Braila,0239-653000,Partidul Social Democrat,Partidul Social Democrat
Unirea,primariaunireacalarasi@yahoo.com,Calarasi,0242-343028,Partidul Național Liberal,Partidul Național Liberal
Unirea,unirea@cjdolj.ro,Dolj,0251-365255,Partidul Social Democrat,Partidul Social Democrat
Unţeni,primaria_untenibt@yahoo.com,Botosani,0231-543802,Partidul Social Democrat,Partidul Social Democrat
Urdari,primariaurdari@yahoo.com,Gorj,0253-233465,Partidul Național Liberal,Partidul Național Liberal
Urecheni,primaria_urecheni@yahoo.com,Neamt,0233-784005,Partidul Social Democrat,Partidul Social Democrat
Urecheşti,primarie@primaria-urechesti.ro,Bacau,0234-335500,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Uricani,primariauricani@gmail.com,Hunedoara,0254-511121,Partidul Social Democrat,Partidul Social Democrat
Uriu,primaria_uriu@yahoo.com,Bistrita-Nasaud,0263-348100,Partidul Național Liberal,Partidul Național Liberal
Urlaţi,urlati@prefecturaprahova.ro,Prahova,0244-271634,Partidul Național Liberal,Partidul Național Liberal
Urmeniş,primariaurmenis@yahoo.com,Bistrita-Nasaud,0263-354177,Partidul Național Liberal,Partidul Național Liberal
Urziceni,urziceni_primaria@yahoo.com,Ialomita,0243-254975,Partidul Social Democrat,Partidul Social Democrat
Urziceni,comunaurziceni@yahoo.com,Satu Mare,0261-874215,UDMR,UDMR
Urzicuţa,urzicuta@cjdolj.ro,Dolj,0251-317619,Partidul Social Democrat,Partidul Social Democrat
Ususău,primariaususau@gmail.com,Arad,0257-434101,Partidul Național Liberal,Partidul Național Liberal
Vad,primariavad@yahoo.com,Cluj,0264-225201,Partidul Național Liberal,Partidul Național Liberal
Vadu Crişului,primaria.vaducrisului@cjbihor.ro,Bihor,0259-443136,Partidul Național Liberal,Partidul Național Liberal
Vadu Izei,vaduizeiprimaria@yahoo.com,Maramures,0262-330140,Partidul Social Democrat,Partidul Social Democrat
Vadu Moldovei,primaria_vadu_moldovei@yahoo.com,Suceava,0230-536506,Partidul Social Democrat,Partidul Social Democrat
Vadu Moţilor,vadumotilor@yahoo.com,Alba,0258-777505,Partidul Național Liberal,Partidul Național Liberal
Vadu Paşii,primaria.vadupasii@yahoo.com,Buzau,0238-788109,Partidul Social Democrat,Partidul Social Democrat
Vadu Sapat,vadusapat_ph@yahoo.com,Prahova,0244-442178,Partidul Național Liberal,Partidul Național Liberal
Vaideeni,primaria.vaideeni@yahoo.com,Valcea,0250-865009,Partidul Social Democrat,Partidul Social Democrat
Valcele,primariavilceleolt@yahoo.com,Olt,0267-330148,Partidul Social Democrat,Partidul Social Democrat
Valcău De Jos,secretar_valcau@yahoo.com,Salaj,0260-670800,Partidul Național Liberal,Partidul Național Liberal
Valea Argovei,primaria_valea_argovei@yahoo.com,Calarasi,0242-645623,Partidul Social Democrat,Partidul Social Democrat
Valea Chioarului,primaria_chioar@yahoo.com,Maramures,0262-480418,Partidul Social Democrat,Partidul Social Democrat
Valea Ciorii,pvaleaciorii@yahoo.com,Ialomita,0243-277505,Partidul Social Democrat,Partidul Social Democrat
Valea Crişului,primariavaleacrisului@yahoo.com,Covasna,0267-374541,UDMR,UDMR
Valea Călugărească,valeacalugareasca@prefecturaprahova.ro,Prahova,0244-235444,Partidul Național Liberal,Partidul Național Liberal
Valea Danului,primar@valeadanului.cjarges.ro,Arges,0248-724458,Partidul Național Liberal,Partidul Național Liberal
Valea Doftanei,valeadoftanei@clicknet.ro,Prahova,0244-365367,Partidul Social Democrat,Partidul Social Democrat
Valea Dragului,valeadraguluiprimaria@yahoo.com,Giurgiu,0246-258878,Partidul Național Liberal,Partidul Național Liberal
Valea Iaşului,primaria_viasului@yahoo.com,Arges,0248-724411,Partidul Social Democrat,Partidul Social Democrat
Valea Ierii,primaria_valea_ierii@yahoo.com,Cluj,0374-961930,Partidul Social Democrat,Partidul Social Democrat
Valea Largă,valealarga@cjmures.ro,Mures,0265-488112,Partidul Național Liberal,Partidul Național Liberal
Valea Lui Mihai,primaria.valealuimihai@cjbihor.ro,Bihor,0259-355216,UDMR,UDMR
Valea Lungă,primariavalealunga@yahoo.com,Alba,0258-888102,Alianța pentru Unirea Românilor,Alianța pentru Unirea Românilor
Valea Lungă,niconic65@yahoo.com,Dambovita,0245-661509,Partidul Social Democrat,Partidul Social Democrat
Valea Lupului,primaria_valealupului@yahoo.com,Iasi,0232-272599,Partidul Național Liberal,Partidul Național Liberal
Valea Mare,as.social_primariavaleamare@yahoo.com,Covasna,0267-344653,Partidul Social Democrat,Partidul Social Democrat
Valea Mare,primariavaleamaredb@yahoo.com,Dambovita,0250-769512,Partidul Social Democrat,Partidul Social Democrat
Valea Mare,primariavaleamare@judetulolt.ro,Olt,0250-769512,Partidul Social Democrat,Partidul Social Democrat
Valea Mare Pravăţ,primariavaleamarepravat@yahoo.fr,Arges,0248-557060,,
Valea Moldovei,pvmmorosanc@yahoo.com,Suceava,0230-573064,Partidul Social Democrat,Partidul Social Democrat
Valea Măcrişului,valeamacrisului@yahoo.com,Ialomita,0243-248760,Partidul Social Democrat,Partidul Social Democrat
Valea Mărului,valea.marului@yahoo.com,Galati,0236-863400,Partidul Social Democrat,Partidul Social Democrat
Valea Nucarilor,valeanucarilor@yahoo.com,Tulcea,0240-549202,Partidul Național Liberal,Partidul Național Liberal
Valea Râmnicului,primariavalearamnicului@yahoo.com,Buzau,0238-574410,Partidul Social Democrat,Partidul Social Democrat
Valea Salciei,primariavs@yahoo.com,Buzau,0238-575201,Partidul Național Liberal,Partidul Social Democrat
Valea Seacă,consiliullocal_valeaseaca@yahoo.com,Bacau,0234-255022,Partidul Social Democrat,Partidul Social Democrat
Valea Seacă,contact@valeaseaca.ro,Iasi,0232-714844,Partidul Social Democrat,Partidul Social Democrat
Valea Stanciului,valea_stanciului@cjdolj.ro,Dolj,0251-352025,Partidul Național Liberal,Partidul Național Liberal
Valea Sării,primariavaleasarii@yahoo.com,Vrancea,0237-671085,Partidul Social Democrat,Partidul Social Democrat
Valea Teilor,primaria_vt@yahoo.com,Tulcea,0240-541881,Partidul Național Liberal,Partidul Național Liberal
Valea Ursului,primaria@valeaursului.ro,Neamt,0233-763003,Partidul Național Liberal,Partidul Național Liberal
Valea Viilor,brandusa.racoti@yahoo.com,Sibiu,0269-515400,Partidul Social Democrat,Partidul Social Democrat
Valea Viilor,primaria.valeaviilor@sibiu.stslink.ro,Sibiu,0269-515400,Partidul Social Democrat,Partidul Social Democrat
Valea Vinului,primariavaleavinului@yahoo.com,Satu Mare,0261-876870,Partidul Social Democrat,Partidul Social Democrat
Valeni-Dimbovita,valenib@yahoo.com,Dambovita,,,
Valu Lui Traian,secretar@valu-lui-traian.ro,Constanta,0241-231353,Partidul Național Liberal,Partidul Național Liberal
Vama,primariavama@yahoo.com,Satu Mare,0261-857001,Partidul Național Liberal,Partidul Național Liberal
Vama,primaria_vama@yahoo.com,Suceava,0230-239112,Partidul Național Liberal,Partidul Național Liberal
Vama Buzăului,vamabuzaului@yahoo.com,Brasov,0268-288505,Partidul Social Democrat,Partidul Social Democrat
Vanatori-Neamt,primariavinatorineamt@yahoo.com,Neamt,,Partidul Social Democrat,Partidul Social Democrat
Varbilău,varbilau@prefecturaprahova.ro,Prahova,0244-244091,Partidul Social Democrat,Partidul Social Democrat
Variaş,primaria_varias@yahoo.com,Timis,0256-387563,Partidul Social Democrat,Partidul Social Democrat
Vasilaţi,primariavasilati@yahoo.com,Calarasi,0242-532532,Partidul Social Democrat,Partidul Social Democrat
Vaslui,pmv@primariavaslui.ro,Vaslui,0235-310999,Partidul Social Democrat,Partidul Social Democrat
Vatra Dornei,primaria@vatra-dornei.ro,Suceava,0230-375229,Partidul Național Liberal,Partidul Național Liberal
Vatra Moldoviţei,primariavatramoldovitei@yahoo.com,Suceava,0230-336150,Partidul Național Liberal,Partidul Național Liberal
Vaşcău,primaria_vascau@yahoo.com,Bihor,0259-336157,Partidul Social Democrat,Partidul Social Democrat
Vaţa De Jos,primariavata@clicknet.ro,Hunedoara,,Partidul Social Democrat,Partidul Social Democrat
Vedea,cl_vedea@yahoo.com,Arges,0248-248179,Partidul Național Liberal,Partidul Național Liberal
Vedea,clvedeagr@yahoo.com,Giurgiu,0246-240120,Partidul Național Liberal,Partidul Național Liberal
Vedea,primariavedea@yahoo.com,Teleorman,0247-337901,Partidul Social Democrat,Partidul Social Democrat
Vela,vela@cjdolj.ro,Dolj,0251-362619,Partidul Social Democrat,Partidul Social Democrat
Vereşti,primaria_veresti@yahoo.com,Suceava,0230-537664,Partidul Social Democrat,Partidul Social Democrat
Verguleasa,primaria2007@clicknet.ro,Olt,0249-468327,Partidul Social Democrat,Partidul Social Democrat
Vermeş,primariavermes@vermes.ro,Caras-Severin,0255-526401,Partidul Social Democrat,Partidul Social Democrat
Verneşti,primaria@primariavernesti.ro,Buzau,0238-705007,Partidul Social Democrat,Partidul Social Democrat
Vetiş,primaria_vetis@yahoo.com,Satu Mare,0261-820702,Partidul Social Democrat,UDMR
Vetrişoaia,primariavetrisoaia@yahoo.com,Vaslui,0235-432003,Partidul Social Democrat,Partidul Social Democrat
Veţca,vetca@cjmures.ro,Mures,,UDMR,UDMR
Veţel,primaria_vetel@yahoo.com,Hunedoara,0254-237733,Partidul Național Liberal,Partidul Național Liberal
Vicovu De Jos,vicovu_de_jos@yahoo.com,Suceava,0230-412222,Partidul Social Democrat,Partidul Social Democrat
Vicovu De Sus,primariavicovudesus@yahoo.com,Suceava,0230-413343,Partidul Național Liberal,Partidul Național Liberal
Victor Vlad Delamarina,primaria.vvdelamarina@cjtimis.ro,Timis,0256-354741,Partidul Social Democrat,Partidul Social Democrat
Victoria,primariavictoria@yahoo.com,Brasov,0268-241008,Partidul Social Democrat,Partidul Social Democrat
Victoria,victoriaprimaria@yahoo.com,Braila,0232-295120,Partidul Social Democrat,Partidul Social Democrat
Videle,primariavidele@yahoo.com,Teleorman,0247-453017,Partidul Național Liberal,Partidul Național Liberal
Vidra,primaria_vidra_ab@yahoo.com,Alba,0258-786575,Partidul Social Democrat,Partidul Social Democrat
Vidra,primariavidra@yahoo.com,Ilfov,021-3612265,Partidul Național Liberal,Partidul Național Liberal
Vidra,primarie@primariavidravn.ro,Vrancea,0237-673337,Partidul Social Democrat,Partidul Social Democrat
Viile Satu Mare,viilesm@yahoo.com,Satu Mare,0261-754224,UDMR,UDMR
Viişoara,primaria.viisoara@cjbihor.ro,Bihor,0259-328920,UDMR,UDMR
Viişoara,primariaviisoara_bt@yahoo.com,Botosani,0231-549910,Partidul Social Democrat,Partidul Social Democrat
Viişoara,primariaviisoara@yahoo.com,Cluj,0264-327561,Partidul Social Democrat,Partidul Social Democrat
Viişoara,viisoara@cjmures.ro,Mures,0265-712212,Partidul Social Democrat,Partidul Social Democrat
Viişoara,primariaviisoara_tr@yahoo.com,Teleorman,0247-360615,Partidul Național Liberal,Partidul Național Liberal
Viişoara,primaria_viisoara_vs@yahoo.com,Vaslui,0235-433060,Partidul Social Democrat,Partidul Social Democrat
Vima Mică,primaria_primariavima@email.ro,Maramures,0262-383518,Partidul Social Democrat,Partidul Social Democrat
Vinderei,vindereiprimaria@yahoo.com,Vaslui,0235-434046,Partidul Social Democrat,Partidul Social Democrat
Vinga,primariavinga@clicknet.ro,Arad,0257-460126,Partidul Național Liberal,Partidul Național Liberal
Vintileasca,ginabacioiu@yahoo.com,Vrancea,0237-259937,Partidul Social Democrat,Partidul Social Democrat
Vintilă Vodă,prim_vintila_voda@yahoo.com,Buzau,0238-529003,Partidul Social Democrat,Partidul Social Democrat
Vinţu De Jos,primaria.vint@yahoo.com,Alba,0258-739234,,
Vipereşti,primar_viperesti@yahoo.com,Buzau,0238-599240,Partidul Social Democrat,Partidul Social Democrat
Virfuri,primariavarfuri@yahoo.com,Dambovita,,,
Vităneşti,primariavitanesti@yahoo.com,Teleorman,0249-481595,Partidul Social Democrat,Partidul Social Democrat
Viziru,viziru@portal-braila.ro,Braila,0239-666400,Partidul Național Liberal,Partidul Național Liberal
Vişani,clmvisani@yahoo.com,Braila,0239-696491,Partidul Social Democrat,Partidul Social Democrat
Vişeu De Jos,primaria_viseu_de_jos@yahoo.com,Maramures,0262-368401,Partidul Național Liberal,Partidul Național Liberal
Vişina,primariavisina_db@yahoo.com,Dambovita,0245-725064,Partidul Social Democrat,Partidul Social Democrat
Vişina,primariavisina@yahoo.com,Olt,0249-540303,Partidul Social Democrat,Partidul Social Democrat
Vişineşti,primariavisinesti@gmail.com,Dambovita,0245-662410,Partidul Social Democrat,Partidul Social Democrat
Viştea,primaria.vistea@yahoo.com,Brasov,,Partidul Național Liberal,Partidul Național Liberal
Vlad Ţepeş,primariavladtepescl@yahoo.com,Calarasi,0242-346806,Partidul Social Democrat,Partidul Social Democrat
Vladimir,primariavladimirgj@yahoo.com,Gorj,0253-230131,Partidul Social Democrat,Partidul Social Democrat
Vladimirescu,contact@primariavladimirescu.ro,Arad,0257-514902,Partidul Național Liberal,Partidul Național Liberal
Vlădaia,clvladaia@sejmh.ro,Mehedinti,0252-356506,Partidul Național Liberal,Partidul Național Liberal
Vlădeni,primvlad@yahoo.com,Botosani,0231-551500,Partidul Social Democrat,Partidul Social Democrat
Vlădeni,primariavladeni@yahoo.com,Dambovita,0245-660839,Partidul Social Democrat,Partidul Social Democrat
Vlădeşti,primaria.vladesti@gmail.com,Arges,0248-547740,Partidul Național Liberal,Partidul Național Liberal
Vlădeşti,primariavladesti@yahoo.com,Galati,0236-343299,Partidul Social Democrat,Partidul Social Democrat
Vlădila,primariavladila@judetulolt.ro,Olt,0249-543003,Partidul Social Democrat,Partidul Social Democrat
Vlăhiţa,office@primariavlahita.ro,Harghita,0266-246634,ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG,ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG
Vlăsineşti,primaria_vlasinesti@yahoo.com,Botosani,0231-541309,Partidul Social Democrat,Partidul Social Democrat
Voiceşti,primarie_voicesti@yahoo.com,Valcea,0250-831508,Partidul Social Democrat,Partidul Social Democrat
Voila,voilaprimaria@yahoo.com,Brasov,0268-517615,Partidul Național Liberal,Partidul Național Liberal
Voineasa,prvoineasa@yahoo.com,Olt,0744-586802,Partidul Social Democrat,Partidul Social Democrat
Voineasa,primariavoineasa@yahoo.com,Olt,0250-754309,Partidul Social Democrat,Partidul Social Democrat
Voineşti,consiliullocalvoinesti@yahoo.com,Dambovita,0245-679324,Partidul Social Democrat,Partidul Social Democrat
Voineşti,primariavoinesti@yahoo.com,Iasi,0232-294755,Partidul Social Democrat,Partidul Social Democrat
Voineşti,primariavoinesti2007@yahoo.com,Vaslui,0235-347316,Partidul Social Democrat,Partidul Social Democrat
Voiteg,primaria@voiteg.ro,Timis,0256-392401,Partidul Național Liberal,Partidul Național Liberal
Voitinel,primaria_voitinel@yahoo.com,Suceava,,Partidul Social Democrat,Partidul Social Democrat
Voivodeni,voivodeni@cjmures.ro,Mures,0265-341140,Partidul Social Democrat,Partidul Social Democrat
Voloiac,primariavoloiac@yahoo.com,Mehedinti,0374-040040,Partidul Social Democrat,Partidul Social Democrat
Volovăţ,primariavolovat@yahoo.com,Suceava,0230-419507,Partidul Social Democrat,Partidul Social Democrat
Voluntari,primaria-voluntari@primaria-voluntari.ro,Ilfov,031-4036110,Partidul Social Democrat,Partidul Social Democrat
Vorniceni,primaria_vorniceni@yahoo.com,Botosani,0231-563533,Partidul Social Democrat,Partidul Social Democrat
Vorona,primaria_vorona@yahoo.com,Botosani,0231-588604,Partidul Național Liberal,Partidul Național Liberal
Vorţa,primaria_vorta@yahoo.com,Hunedoara,0254-268238,Partidul Social Democrat,Partidul Național Liberal
Voslabeni,primaria@voslobeni.ro,Harghita,,Partidul Social Democrat,Partidul Social Democrat
Vrani,vrani.romania@gmail.com,Caras-Severin,0355-081086,Partidul Național Liberal,Partidul Social Democrat
Vrata,clvrata@sejmh.ro,Mehedinti,0252-393435,Partidul Social Democrat,Partidul Social Democrat
Vrâncioaia,primariavrincioaia@yahoo.com,Vrancea,0237-671056,Partidul Social Democrat,Partidul Social Democrat
Vulcan,uat_vulcan@yahoo.com,Brasov,0268-256354,Partidul Social Democrat,Partidul Social Democrat
Vulcan,primvulcan@yahoo.com,Hunedoara,0254-570340,Partidul Social Democrat,Partidul Social Democrat
Vulcana-Bai,secretar@vulcanabai.ro,Dambovita,,E. DRĂGHICI,Partidul Social Democrat
Vulcana-Pandele,vulcanapandele@cjd.ro,Dambovita,0245-230422,Partidul Social Democrat,Partidul Social Democrat
Vulpeni,vulpeniprimar@yahoo.com,Olt,0249-456704,Partidul Social Democrat,Partidul Social Democrat
Vultureni,primaria_vultureni@yahoo.com,Bacau,0234-285003,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Vultureni,primariavultureni@easynet.ro,Bacau,0264-271078,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Vultureşti,primariavulturestiag@yahoo.com,Arges,0248-296256,Partidul Social Democrat,Partidul Social Democrat
Vultureşti,primvult@yahoo.com,Olt,0249-469003,Partidul Social Democrat,Partidul Social Democrat
Vultureşti,vulturestisuceava@yahoo.com,Suceava,0235-457431,Partidul Social Democrat,Partidul Social Democrat
Vultureşti,primaria.vulturesti@yahoo.com,Vaslui,0235-457431,Partidul Social Democrat,Partidul Social Democrat
Vulturu,gabrielababalic@yahoo.com,Constanta,0241-859801,Partidul Social Democrat,Partidul Social Democrat
Vulturu,primariavulturu@yahoo.com,Vrancea,0237-240108,Partidul Social Democrat,Partidul Social Democrat
Vurpăr,primaria_vurpar@yahoo.com,Sibiu,0269-544001,Partidul Social Democrat,Partidul Social Democrat
Vutcani,primariavutcani@yahoo.com,Vaslui,0235-429031,Partidul Social Democrat,Partidul Social Democrat
Vâlcele,primariavilcelecv@gmail.com,Covasna,0267-330148,Partidul Național Liberal,Partidul Național Liberal
Vâlcelele,primariavalcelele@yahoo.com,Buzau,0238-576857,Partidul Social Democrat,Partidul Social Democrat
Vâlcelele,primaria_vilcelele@yahoo.com,Calarasi,0242-346605,Partidul Social Democrat,Partidul Social Democrat
Vâlcăneşti,primariavalcanesti@yahoo.com,Prahova,0244-227550,Partidul Național Liberal,Partidul Național Liberal
Vânju Mare,primariavanjumare@yahoo.com,Mehedinti,0252-350660,Partidul Social Democrat,Partidul Social Democrat
Vânjuleţ,clvanjulet@sejmh.ro,Mehedinti,0252-352203,Partidul Național Liberal,Partidul Național Liberal
Vânători,vinatori@cjmures.ro,Galati,0236-344004,Partidul Social Democrat,Partidul Social Democrat
Vânători,clvinatori@sejmh.ro,Mehedinti,0252-391049,Partidul Social Democrat,Partidul Social Democrat
