name,email,county,phone
Şişeşti,primariasisestimh@yahoo.com,Mehedinti,0252-384144
Şiştarovăţ,prim_sistarovat@yahoo.com,Arad,0371-122230
Şoarş,primariasoars@yahoo.com,Brasov,0268-285454
Şofronea,primaria_sofronea@yahoo.com,Arad,0257-416101
Şoimari,soimari@prefecturaprahova.ro,Prahova,0244-416330
Şoimi,primaria.soimi@cjbihor.ro,Bihor,0359-411808
Şoimuş,primariasoimus@gmail.com,Hunedoara,0254-237350
Şoldanu,primariasoldanu@yahoo.com,Calarasi,0242-530530
Şomcuta Mare,primaria.somcutamare@gmail.com,Maramures,0262-280055
Şona,consiliulsona@yahoo.com,Alba,0258-884144
Şopotu Nou,primariasopotunou@yahoo.com,Caras-Severin,0255-244915
Şopârliţa,primaria@primaria-soparlita.ro,Olt,0249-455382
Şotrile,secretar_comsotrile@yahoo.com,Prahova,0244-359001
Şotânga,sotanga@cjd.ro,Dambovita,0245-229013
Ştefan Cel Mare,primaria@stefancelmarevaslui.ro,Arges,0248-696704
Ştefan Cel Mare,primaria@primariastefan.ro,Calarasi,0242-530077
Ştefan Cel Mare,primariastefan@yahoo.com,Neamt,0233-292001
Ştefan Cel Mare,stefan_primaria@yahoo.com,Olt,0249-538076
Ştefeşti,stefesti@prefecturaprahova.ro,Prahova,0244-243030
Ştefăneşti,primariastefanesti@yahoo.com,Arges,0248-266752
Ştefăneşti,primaria@stefanesti-bt.ro,Botosani,007335-009
Ştefăneştii De Jos,office@primariastefanesti.ro,Ilfov,021-3613529
Ştei,primaria.stei@cjbihor.ro,Bihor,0259-332337
Ştiubieni,primariastiubieni@yahoo.com,Botosani,0231-562403
Ştorobăneasa,primstorobaneasa@yahoo.com,Teleorman,0247-332876
Şugag,primariasugag@yahoo.com,Alba,0258-746177
Şuici,primarie@suici.cjarges.ro,Arges,0248-545155
Şuletea,primarie@suletea.ro,Vaslui,0235-426784
Şuncuiuş,primaria.suncuius@cjbihor.ro,Bihor,0259-444010
Şura Mare,primariasuramare@yahoo.com,Sibiu,0269-543567
Şura Mică,primariasuramica@yahoo.com,Sibiu,0269-577101
Şuşani,primariasusani@yahoo.com,Valcea,0250-764234
Şuțeşti,sutesti11@yahoo.com,Braila,0239-667811
Şărmăşag,primariasarmasag@yahoo.com,Salaj,0260-655500
Şăulia,saulia@cjmures.ro,Mures,0265-435112
Ţaga,crinamoga@yahoo.com,Cluj,0264-248701
Ţepu,primariatepu@yahoo.com,Galati,0236-869002
Ţeţchea,primaria.tetchea@cjbihor.ro,Bihor,0259-344704
Ţibucani,primaria_tibucani@yahoo.com,Neamt,0233-293402
Ţibăneşti,primariatibanesti@email.ro,Iasi,0232-326400
Ţicleni,primaria_ticleni@yahoo.com,Gorj,0253-234361
Ţigănaşi,primaria_com_tiganasi@yahoo.com,Iasi,0232-299070
Ţigăneşti,primariatiganesti@yahoo.com,Teleorman,0247-330001
Ţinteşti,primariatintesti@yahoo.com,Buzau,0238-532070
Ţiţeşti,primariatitesti@yahoo.com,Arges,0248-299012
Ţuglui,tuglui@cjdolj.ro,Dolj,0251-350205
Ţuţora,primariatutora@yahoo.com,Iasi,0232-298777
Ţânţăreni,primariatintareni@yahoo.com,Gorj,0253-473109
Ţăndărei,primaria_tandarei@yahoo.com,Ialomita,0243-273529
Șpring,primariaspring@yahoo.com,Alba,0258-765019
